,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
4486,0.385,0.425,2,-6.144,1,0.0305,0.715,0.0,0.131,0.53,126.162,audio_features,3trphKEBT6gSXPJCsm49dh,spotify:track:3trphKEBT6gSXPJCsm49dh,https://api.spotify.com/v1/tracks/3trphKEBT6gSXPJCsm49dh,https://api.spotify.com/v1/audio-analysis/3trphKEBT6gSXPJCsm49dh,232066,4,2008,rock
4487,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,audio_features,3dmqIB2Qxe2XZobw9gXxJ6,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,https://api.spotify.com/v1/tracks/3dmqIB2Qxe2XZobw9gXxJ6,https://api.spotify.com/v1/audio-analysis/3dmqIB2Qxe2XZobw9gXxJ6,273600,4,2008,rock
4488,0.152,0.963,4,-5.696,0,0.117,0.000194,0.00104,0.975,0.258,163.302,audio_features,4sipEMDaTZu15in0IzdqzJ,spotify:track:4sipEMDaTZu15in0IzdqzJ,https://api.spotify.com/v1/tracks/4sipEMDaTZu15in0IzdqzJ,https://api.spotify.com/v1/audio-analysis/4sipEMDaTZu15in0IzdqzJ,307467,4,2008,rock
4489,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,audio_features,5r5cp9IpziiIsR6b93vcnQ,spotify:track:5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ,198440,4,2008,rock
4490,0.584,0.717,5,-6.593,1,0.028,0.12,4.23e-05,0.153,0.71,104.606,audio_features,59i8UzPSslEND0P0mmoJgq,spotify:track:59i8UzPSslEND0P0mmoJgq,https://api.spotify.com/v1/tracks/59i8UzPSslEND0P0mmoJgq,https://api.spotify.com/v1/audio-analysis/59i8UzPSslEND0P0mmoJgq,237400,4,2008,rock
4491,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2,230760,4,2008,rock
4492,0.68,0.393,9,-8.431,1,0.0306,0.538,4.19e-06,0.12,0.551,125.036,audio_features,0Vr9LVtbwZQi0EvyhIdRfu,spotify:track:0Vr9LVtbwZQi0EvyhIdRfu,https://api.spotify.com/v1/tracks/0Vr9LVtbwZQi0EvyhIdRfu,https://api.spotify.com/v1/audio-analysis/0Vr9LVtbwZQi0EvyhIdRfu,239240,4,2008,rock
4493,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,audio_features,4S518ci8UY4op0Xyp6Hx6o,spotify:track:4S518ci8UY4op0Xyp6Hx6o,https://api.spotify.com/v1/tracks/4S518ci8UY4op0Xyp6Hx6o,https://api.spotify.com/v1/audio-analysis/4S518ci8UY4op0Xyp6Hx6o,262773,4,2008,rock
4494,0.352,0.324,9,-10.031,1,0.0283,0.414,0.00065,0.141,0.221,67.533,audio_features,7rgQSJNYeoC19rWqJZzOSX,spotify:track:7rgQSJNYeoC19rWqJZzOSX,https://api.spotify.com/v1/tracks/7rgQSJNYeoC19rWqJZzOSX,https://api.spotify.com/v1/audio-analysis/7rgQSJNYeoC19rWqJZzOSX,227827,5,2008,rock
4495,0.82,0.831,5,-4.856,0,0.0315,0.0962,0.0,0.181,0.945,110.048,audio_features,1czaCgWLWgqp0eRIZ0BcXh,spotify:track:1czaCgWLWgqp0eRIZ0BcXh,https://api.spotify.com/v1/tracks/1czaCgWLWgqp0eRIZ0BcXh,https://api.spotify.com/v1/audio-analysis/1czaCgWLWgqp0eRIZ0BcXh,210467,4,2008,rock
4496,0.385,0.362,0,-11.016,1,0.0298,0.838,0.000517,0.208,0.327,95.462,audio_features,6prgN5TkiDU0CQSeg2jb9c,spotify:track:6prgN5TkiDU0CQSeg2jb9c,https://api.spotify.com/v1/tracks/6prgN5TkiDU0CQSeg2jb9c,https://api.spotify.com/v1/audio-analysis/6prgN5TkiDU0CQSeg2jb9c,186200,3,2008,rock
4497,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,audio_features,285hMzLhJwHVLe9QT9qilk,spotify:track:285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/tracks/285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/audio-analysis/285hMzLhJwHVLe9QT9qilk,261427,4,2008,rock
4498,0.459,0.344,1,-12.205,1,0.0301,0.764,0.000594,0.111,0.487,106.479,audio_features,4LDaBsMVANIqGcD4rOjaUT,spotify:track:4LDaBsMVANIqGcD4rOjaUT,https://api.spotify.com/v1/tracks/4LDaBsMVANIqGcD4rOjaUT,https://api.spotify.com/v1/audio-analysis/4LDaBsMVANIqGcD4rOjaUT,158800,4,2008,rock
4499,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018,audio_features,3pxCXv0NACYfYnLjFcQW5D,spotify:track:3pxCXv0NACYfYnLjFcQW5D,https://api.spotify.com/v1/tracks/3pxCXv0NACYfYnLjFcQW5D,https://api.spotify.com/v1/audio-analysis/3pxCXv0NACYfYnLjFcQW5D,222827,4,2008,rock
4500,0.439,0.485,5,-7.513,1,0.0303,0.696,0.0701,0.0963,0.296,140.077,audio_features,4OXyLyLXUXuupuxL0NUWpg,spotify:track:4OXyLyLXUXuupuxL0NUWpg,https://api.spotify.com/v1/tracks/4OXyLyLXUXuupuxL0NUWpg,https://api.spotify.com/v1/audio-analysis/4OXyLyLXUXuupuxL0NUWpg,178733,4,2008,rock
4501,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,audio_features,5jzX4dWVQeBTtfBaXnMRt5,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/tracks/5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/audio-analysis/5jzX4dWVQeBTtfBaXnMRt5,192573,4,2008,rock
4502,0.651,0.89,0,-4.745,0,0.0563,0.196,7.22e-05,0.301,0.866,149.979,audio_features,0Sbb2ST9tXiKBkQw7XUZrw,spotify:track:0Sbb2ST9tXiKBkQw7XUZrw,https://api.spotify.com/v1/tracks/0Sbb2ST9tXiKBkQw7XUZrw,https://api.spotify.com/v1/audio-analysis/0Sbb2ST9tXiKBkQw7XUZrw,237778,4,2008,rock
4503,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,audio_features,3AydAydLzyyZutA0375XIz,spotify:track:3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/tracks/3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/audio-analysis/3AydAydLzyyZutA0375XIz,137760,4,2008,rock
4504,0.661,0.183,2,-12.854,0,0.029,0.894,0.00104,0.0859,0.508,94.911,audio_features,17FxU4NcS8S84r9PGsCIBt,spotify:track:17FxU4NcS8S84r9PGsCIBt,https://api.spotify.com/v1/tracks/17FxU4NcS8S84r9PGsCIBt,https://api.spotify.com/v1/audio-analysis/17FxU4NcS8S84r9PGsCIBt,216093,4,2008,rock
4505,0.504,0.957,0,-2.657,1,0.0529,0.00298,0.0,0.187,0.676,135.013,audio_features,5m7on0zpnmeAXy72ANrmfU,spotify:track:5m7on0zpnmeAXy72ANrmfU,https://api.spotify.com/v1/tracks/5m7on0zpnmeAXy72ANrmfU,https://api.spotify.com/v1/audio-analysis/5m7on0zpnmeAXy72ANrmfU,205627,4,2008,rock
4506,0.556,0.49,7,-8.383,1,0.0327,0.347,0.0316,0.0672,0.611,78.383,audio_features,5SEKc1hvKEAp45iSunWQxT,spotify:track:5SEKc1hvKEAp45iSunWQxT,https://api.spotify.com/v1/tracks/5SEKc1hvKEAp45iSunWQxT,https://api.spotify.com/v1/audio-analysis/5SEKc1hvKEAp45iSunWQxT,280493,4,2008,rock
4507,0.627,0.699,10,-4.504,1,0.0244,0.174,0.0,0.0789,0.535,94.003,audio_features,38xWaVFKaxZlMFvzNff2aW,spotify:track:38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/tracks/38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW,261427,4,2008,rock
4508,0.161,0.972,4,-3.981,1,0.172,0.0148,0.0291,0.875,0.286,180.389,audio_features,35N5RExHrhOoQZJtZpfrkM,spotify:track:35N5RExHrhOoQZJtZpfrkM,https://api.spotify.com/v1/tracks/35N5RExHrhOoQZJtZpfrkM,https://api.spotify.com/v1/audio-analysis/35N5RExHrhOoQZJtZpfrkM,179813,4,2008,rock
4509,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,audio_features,5wBLDkxVvclanSitx5jq8e,spotify:track:5wBLDkxVvclanSitx5jq8e,https://api.spotify.com/v1/tracks/5wBLDkxVvclanSitx5jq8e,https://api.spotify.com/v1/audio-analysis/5wBLDkxVvclanSitx5jq8e,265053,4,2008,rock
4510,0.7,0.565,8,-8.185,1,0.0366,0.293,0.000266,0.0656,0.7,118.565,audio_features,0oVZwB3tecdb1KUxhGvunw,spotify:track:0oVZwB3tecdb1KUxhGvunw,https://api.spotify.com/v1/tracks/0oVZwB3tecdb1KUxhGvunw,https://api.spotify.com/v1/audio-analysis/0oVZwB3tecdb1KUxhGvunw,223133,4,2008,rock
4511,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862,audio_features,4vsoWZcvtvSsE0OiVvDDvX,spotify:track:4vsoWZcvtvSsE0OiVvDDvX,https://api.spotify.com/v1/tracks/4vsoWZcvtvSsE0OiVvDDvX,https://api.spotify.com/v1/audio-analysis/4vsoWZcvtvSsE0OiVvDDvX,206947,4,2008,rock
4512,0.444,0.281,4,-9.818,1,0.0312,0.277,7.31e-06,0.174,0.209,145.443,audio_features,0TmB2tBb4aUcKXGJvSRI7M,spotify:track:0TmB2tBb4aUcKXGJvSRI7M,https://api.spotify.com/v1/tracks/0TmB2tBb4aUcKXGJvSRI7M,https://api.spotify.com/v1/audio-analysis/0TmB2tBb4aUcKXGJvSRI7M,178107,3,2008,rock
4513,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,audio_features,0IktbUcnAGrvD03AWnz3Q8,spotify:track:0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/tracks/0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/audio-analysis/0IktbUcnAGrvD03AWnz3Q8,189613,4,2008,rock
4514,0.544,0.843,8,-6.358,0,0.0316,0.00319,0.045,0.148,0.624,133.501,audio_features,6c2b1T7wztsbIuGesYp1Sd,spotify:track:6c2b1T7wztsbIuGesYp1Sd,https://api.spotify.com/v1/tracks/6c2b1T7wztsbIuGesYp1Sd,https://api.spotify.com/v1/audio-analysis/6c2b1T7wztsbIuGesYp1Sd,334387,4,2008,rock
4515,0.367,0.634,5,-6.475,1,0.027,0.000824,0.0759,0.116,0.0964,89.981,audio_features,1EryAkZ0VHstC6haIxVBiE,spotify:track:1EryAkZ0VHstC6haIxVBiE,https://api.spotify.com/v1/tracks/1EryAkZ0VHstC6haIxVBiE,https://api.spotify.com/v1/audio-analysis/1EryAkZ0VHstC6haIxVBiE,241533,4,2008,rock
4516,0.718,0.633,9,-7.009,1,0.0452,0.376,6.75e-06,0.131,0.817,123.128,audio_features,14ZspjP9JjFeHWfSVhKQu7,spotify:track:14ZspjP9JjFeHWfSVhKQu7,https://api.spotify.com/v1/tracks/14ZspjP9JjFeHWfSVhKQu7,https://api.spotify.com/v1/audio-analysis/14ZspjP9JjFeHWfSVhKQu7,192400,3,2008,rock
4517,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,audio_features,1jq28NGw6wdtFKx8MBPy6C,spotify:track:1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/tracks/1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/audio-analysis/1jq28NGw6wdtFKx8MBPy6C,212347,4,2008,rock
4518,0.417,0.279,4,-11.286,1,0.0305,0.862,0.0,0.0954,0.381,70.216,audio_features,1xZjO3VMHojvFg0cqtbKRm,spotify:track:1xZjO3VMHojvFg0cqtbKRm,https://api.spotify.com/v1/tracks/1xZjO3VMHojvFg0cqtbKRm,https://api.spotify.com/v1/audio-analysis/1xZjO3VMHojvFg0cqtbKRm,130587,4,2008,rock
4519,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,audio_features,1eNrlXlW7Cj1QB1YUcZmpb,spotify:track:1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/tracks/1eNrlXlW7Cj1QB1YUcZmpb,https://api.spotify.com/v1/audio-analysis/1eNrlXlW7Cj1QB1YUcZmpb,176467,4,2008,rock
4520,0.501,0.255,4,-9.146,1,0.0297,0.821,0.0,0.126,0.318,114.906,audio_features,3FlWfYhNfc6HbskyaXak2Y,spotify:track:3FlWfYhNfc6HbskyaXak2Y,https://api.spotify.com/v1/tracks/3FlWfYhNfc6HbskyaXak2Y,https://api.spotify.com/v1/audio-analysis/3FlWfYhNfc6HbskyaXak2Y,208093,3,2008,rock
4521,0.651,0.699,5,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938,audio_features,5JnLiuMgRAWoHYOhatFP3s,spotify:track:5JnLiuMgRAWoHYOhatFP3s,https://api.spotify.com/v1/tracks/5JnLiuMgRAWoHYOhatFP3s,https://api.spotify.com/v1/audio-analysis/5JnLiuMgRAWoHYOhatFP3s,231360,4,2008,rock
4522,0.759,0.544,3,-9.878,1,0.0262,0.295,0.0054,0.0751,0.813,99.252,audio_features,7xqPTU5htuSXJso2JORV3j,spotify:track:7xqPTU5htuSXJso2JORV3j,https://api.spotify.com/v1/tracks/7xqPTU5htuSXJso2JORV3j,https://api.spotify.com/v1/audio-analysis/7xqPTU5htuSXJso2JORV3j,212133,4,2008,rock
4523,0.405,0.689,10,-5.75,1,0.0365,0.0843,0.0,0.207,0.397,155.189,audio_features,1S30kHvkkdMkcuCTGSgS41,spotify:track:1S30kHvkkdMkcuCTGSgS41,https://api.spotify.com/v1/tracks/1S30kHvkkdMkcuCTGSgS41,https://api.spotify.com/v1/audio-analysis/1S30kHvkkdMkcuCTGSgS41,191560,4,2008,rock
4524,0.465,0.443,7,-11.158,1,0.0278,0.702,0.0,0.156,0.59,108.678,audio_features,2JfAqeGWP3cEDOLosccf7R,spotify:track:2JfAqeGWP3cEDOLosccf7R,https://api.spotify.com/v1/tracks/2JfAqeGWP3cEDOLosccf7R,https://api.spotify.com/v1/audio-analysis/2JfAqeGWP3cEDOLosccf7R,127533,3,2008,rock
4525,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,audio_features,5JDcQAztvZTIkrWoZihgvC,spotify:track:5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/tracks/5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/audio-analysis/5JDcQAztvZTIkrWoZihgvC,220239,3,2008,rock
4526,0.67,0.279,5,-15.589,1,0.0289,0.793,0.00879,0.109,0.552,77.82,audio_features,0nmVdmfSNADK1gxEWefZZj,spotify:track:0nmVdmfSNADK1gxEWefZZj,https://api.spotify.com/v1/tracks/0nmVdmfSNADK1gxEWefZZj,https://api.spotify.com/v1/audio-analysis/0nmVdmfSNADK1gxEWefZZj,170800,4,2008,rock
5349,0.489,0.985,7,-4.435,1,0.0456,0.0145,0.525,0.146,0.0489,144.011,audio_features,47F2hfDB2JbfapBJjIzIP3,spotify:track:47F2hfDB2JbfapBJjIzIP3,https://api.spotify.com/v1/tracks/47F2hfDB2JbfapBJjIzIP3,https://api.spotify.com/v1/audio-analysis/47F2hfDB2JbfapBJjIzIP3,314653,4,2008,techno
5350,0.855,0.425,7,-12.939,1,0.0953,0.111,0.852,0.0774,0.195,120.025,audio_features,43mulJ5Q7ECMNpqpmtflNt,spotify:track:43mulJ5Q7ECMNpqpmtflNt,https://api.spotify.com/v1/tracks/43mulJ5Q7ECMNpqpmtflNt,https://api.spotify.com/v1/audio-analysis/43mulJ5Q7ECMNpqpmtflNt,446053,4,2008,techno
5351,0.475,0.959,11,-5.339,0,0.198,0.46,0.0927,0.0862,0.102,165.039,audio_features,2I0KaPpWmAcFQyMmk5P2Cz,spotify:track:2I0KaPpWmAcFQyMmk5P2Cz,https://api.spotify.com/v1/tracks/2I0KaPpWmAcFQyMmk5P2Cz,https://api.spotify.com/v1/audio-analysis/2I0KaPpWmAcFQyMmk5P2Cz,320053,4,2008,techno
5352,0.844,0.572,6,-7.85,1,0.0866,0.434,0.83,0.54,0.754,106.005,audio_features,4JCmpKszRvku5euErqBIPO,spotify:track:4JCmpKszRvku5euErqBIPO,https://api.spotify.com/v1/tracks/4JCmpKszRvku5euErqBIPO,https://api.spotify.com/v1/audio-analysis/4JCmpKszRvku5euErqBIPO,281627,4,2008,techno
5353,0.876,0.459,11,-11.52,1,0.0756,0.0146,0.91,0.111,0.137,124.999,audio_features,76lT30VRv09h5MQp5snmsb,spotify:track:76lT30VRv09h5MQp5snmsb,https://api.spotify.com/v1/tracks/76lT30VRv09h5MQp5snmsb,https://api.spotify.com/v1/audio-analysis/76lT30VRv09h5MQp5snmsb,462720,3,2008,techno
5354,0.397,0.913,1,-7.173,1,0.474,0.00278,0.127,0.0814,0.0567,160.021,audio_features,3l9AFfKMRH3aSL6Sx0aGNs,spotify:track:3l9AFfKMRH3aSL6Sx0aGNs,https://api.spotify.com/v1/tracks/3l9AFfKMRH3aSL6Sx0aGNs,https://api.spotify.com/v1/audio-analysis/3l9AFfKMRH3aSL6Sx0aGNs,339107,4,2008,techno
5355,0.71,0.654,3,-12.174,0,0.0398,0.0396,0.811,0.107,0.579,123.998,audio_features,5453frA2hsBPjGRVDHm1PJ,spotify:track:5453frA2hsBPjGRVDHm1PJ,https://api.spotify.com/v1/tracks/5453frA2hsBPjGRVDHm1PJ,https://api.spotify.com/v1/audio-analysis/5453frA2hsBPjGRVDHm1PJ,548640,4,2008,techno
5356,0.461,0.575,0,-7.275,1,0.0407,0.00216,0.379,0.0915,0.115,170.032,audio_features,3rUrMlAgJFxVWQhySClFIs,spotify:track:3rUrMlAgJFxVWQhySClFIs,https://api.spotify.com/v1/tracks/3rUrMlAgJFxVWQhySClFIs,https://api.spotify.com/v1/audio-analysis/3rUrMlAgJFxVWQhySClFIs,304837,4,2008,techno
5357,0.542,0.987,9,-5.488,1,0.0392,0.000459,0.252,0.129,0.368,139.988,audio_features,0ABbaKXCBtqO5PP28hQuCH,spotify:track:0ABbaKXCBtqO5PP28hQuCH,https://api.spotify.com/v1/tracks/0ABbaKXCBtqO5PP28hQuCH,https://api.spotify.com/v1/audio-analysis/0ABbaKXCBtqO5PP28hQuCH,193773,4,2008,techno
5358,0.564,0.563,1,-13.075,0,0.0302,0.0134,0.000147,0.109,0.412,115.986,audio_features,06hANyT8h4lWypiU6PJPrR,spotify:track:06hANyT8h4lWypiU6PJPrR,https://api.spotify.com/v1/tracks/06hANyT8h4lWypiU6PJPrR,https://api.spotify.com/v1/audio-analysis/06hANyT8h4lWypiU6PJPrR,396547,4,2008,techno
5359,0.567,0.977,9,-5.229,1,0.172,0.0242,0.0443,0.233,0.362,150.027,audio_features,4Vspm8Q9YaSG5CXULeuRQD,spotify:track:4Vspm8Q9YaSG5CXULeuRQD,https://api.spotify.com/v1/tracks/4Vspm8Q9YaSG5CXULeuRQD,https://api.spotify.com/v1/audio-analysis/4Vspm8Q9YaSG5CXULeuRQD,226006,4,2008,techno
5360,0.409,0.936,11,-5.932,0,0.0656,0.000211,0.926,0.459,0.0369,170.034,audio_features,4vrO0p3rkPCm1OIroYB9Bv,spotify:track:4vrO0p3rkPCm1OIroYB9Bv,https://api.spotify.com/v1/tracks/4vrO0p3rkPCm1OIroYB9Bv,https://api.spotify.com/v1/audio-analysis/4vrO0p3rkPCm1OIroYB9Bv,215453,4,2008,techno
5361,0.547,0.962,11,-9.81,0,0.0617,8.8e-05,0.787,0.056,0.546,145.986,audio_features,3St78hXJh5N8NCFI7v4QfI,spotify:track:3St78hXJh5N8NCFI7v4QfI,https://api.spotify.com/v1/tracks/3St78hXJh5N8NCFI7v4QfI,https://api.spotify.com/v1/audio-analysis/3St78hXJh5N8NCFI7v4QfI,525753,4,2008,techno
5362,0.806,0.455,10,-19.407,0,0.093,0.00126,0.908,0.0811,0.206,127.011,audio_features,7CKsgEdJNFTDqWgk3XD1XB,spotify:track:7CKsgEdJNFTDqWgk3XD1XB,https://api.spotify.com/v1/tracks/7CKsgEdJNFTDqWgk3XD1XB,https://api.spotify.com/v1/audio-analysis/7CKsgEdJNFTDqWgk3XD1XB,589606,4,2008,techno
5363,0.667,0.999,1,-4.375,0,0.0828,0.0726,4.16e-05,0.238,0.566,149.875,audio_features,1M9HkdNJ9ArhHc4ueJ5tVm,spotify:track:1M9HkdNJ9ArhHc4ueJ5tVm,https://api.spotify.com/v1/tracks/1M9HkdNJ9ArhHc4ueJ5tVm,https://api.spotify.com/v1/audio-analysis/1M9HkdNJ9ArhHc4ueJ5tVm,248533,4,2008,techno
5364,0.67,0.548,5,-11.342,0,0.0571,0.000724,0.918,0.0857,0.438,124.996,audio_features,1lK8OlJuuoVsGHsWaKFAfk,spotify:track:1lK8OlJuuoVsGHsWaKFAfk,https://api.spotify.com/v1/tracks/1lK8OlJuuoVsGHsWaKFAfk,https://api.spotify.com/v1/audio-analysis/1lK8OlJuuoVsGHsWaKFAfk,420920,4,2008,techno
5365,0.694,0.751,0,-9.849,1,0.0473,0.00487,0.828,0.402,0.537,126.015,audio_features,2LohYS4MUDjh7GYItQM1Ym,spotify:track:2LohYS4MUDjh7GYItQM1Ym,https://api.spotify.com/v1/tracks/2LohYS4MUDjh7GYItQM1Ym,https://api.spotify.com/v1/audio-analysis/2LohYS4MUDjh7GYItQM1Ym,271467,4,2008,techno
5366,0.807,0.616,0,-9.56,1,0.0763,0.00271,0.86,0.042,0.583,130.009,audio_features,5aUNkxpVzl9aBMTVimODhL,spotify:track:5aUNkxpVzl9aBMTVimODhL,https://api.spotify.com/v1/tracks/5aUNkxpVzl9aBMTVimODhL,https://api.spotify.com/v1/audio-analysis/5aUNkxpVzl9aBMTVimODhL,496769,4,2008,techno
5367,0.83,0.676,0,-9.153,0,0.069,0.000457,0.935,0.283,0.602,128.042,audio_features,4HolTVfZ37wQTg0eO29J3k,spotify:track:4HolTVfZ37wQTg0eO29J3k,https://api.spotify.com/v1/tracks/4HolTVfZ37wQTg0eO29J3k,https://api.spotify.com/v1/audio-analysis/4HolTVfZ37wQTg0eO29J3k,187500,4,2008,techno
5368,0.886,0.517,3,-7.88,1,0.0843,0.13,0.0668,0.0728,0.898,90.513,audio_features,3QFi5XeVa2ekO4OFUkDhnx,spotify:track:3QFi5XeVa2ekO4OFUkDhnx,https://api.spotify.com/v1/tracks/3QFi5XeVa2ekO4OFUkDhnx,https://api.spotify.com/v1/audio-analysis/3QFi5XeVa2ekO4OFUkDhnx,334720,4,2008,techno
5369,0.408,0.838,3,-5.36,0,0.0493,0.0117,0.0,0.0959,0.245,169.932,audio_features,7AnjesDPOC4EUmUL6TjFkR,spotify:track:7AnjesDPOC4EUmUL6TjFkR,https://api.spotify.com/v1/tracks/7AnjesDPOC4EUmUL6TjFkR,https://api.spotify.com/v1/audio-analysis/7AnjesDPOC4EUmUL6TjFkR,252933,4,2008,techno
5370,0.58,0.996,8,-5.378,1,0.111,0.00206,0.00859,0.981,0.349,143.026,audio_features,5ZoQ4ZWIP55a1PKha9LoFZ,spotify:track:5ZoQ4ZWIP55a1PKha9LoFZ,https://api.spotify.com/v1/tracks/5ZoQ4ZWIP55a1PKha9LoFZ,https://api.spotify.com/v1/audio-analysis/5ZoQ4ZWIP55a1PKha9LoFZ,219987,4,2008,techno
5371,0.644,0.16,1,-23.664,1,0.0729,0.765,0.907,0.105,0.603,127.0,audio_features,5PwHulAATanHgHWngyrY38,spotify:track:5PwHulAATanHgHWngyrY38,https://api.spotify.com/v1/tracks/5PwHulAATanHgHWngyrY38,https://api.spotify.com/v1/audio-analysis/5PwHulAATanHgHWngyrY38,291010,4,2008,techno
5372,0.807,0.901,6,-11.81,1,0.0671,0.000852,0.941,0.139,0.324,124.003,audio_features,2b9JgV3jDm3dFDSjhi4XAU,spotify:track:2b9JgV3jDm3dFDSjhi4XAU,https://api.spotify.com/v1/tracks/2b9JgV3jDm3dFDSjhi4XAU,https://api.spotify.com/v1/audio-analysis/2b9JgV3jDm3dFDSjhi4XAU,420000,4,2008,techno
5373,0.798,0.767,0,-8.73,1,0.0355,0.00681,0.823,0.11,0.368,127.996,audio_features,6TRljMcCdetlogDSmEsLU9,spotify:track:6TRljMcCdetlogDSmEsLU9,https://api.spotify.com/v1/tracks/6TRljMcCdetlogDSmEsLU9,https://api.spotify.com/v1/audio-analysis/6TRljMcCdetlogDSmEsLU9,451869,4,2008,techno
5374,0.79,0.91,4,-9.196,0,0.0508,0.000555,0.893,0.0457,0.843,135.096,audio_features,4OGrLEjSTGoc0dSNE49w49,spotify:track:4OGrLEjSTGoc0dSNE49w49,https://api.spotify.com/v1/tracks/4OGrLEjSTGoc0dSNE49w49,https://api.spotify.com/v1/audio-analysis/4OGrLEjSTGoc0dSNE49w49,346467,4,2008,techno
5375,0.533,0.979,8,-5.209,1,0.0446,0.00161,0.00235,0.191,0.374,144.018,audio_features,5zgoEnmbgkhwt7SRdwSGvk,spotify:track:5zgoEnmbgkhwt7SRdwSGvk,https://api.spotify.com/v1/tracks/5zgoEnmbgkhwt7SRdwSGvk,https://api.spotify.com/v1/audio-analysis/5zgoEnmbgkhwt7SRdwSGvk,202267,4,2008,techno
5376,0.809,0.654,4,-9.543,0,0.0617,0.0176,0.848,0.102,0.5,129.996,audio_features,4FTKv6d4wbSRwLHoSnEf67,spotify:track:4FTKv6d4wbSRwLHoSnEf67,https://api.spotify.com/v1/tracks/4FTKv6d4wbSRwLHoSnEf67,https://api.spotify.com/v1/audio-analysis/4FTKv6d4wbSRwLHoSnEf67,207909,4,2008,techno
5377,0.896,0.385,11,-7.676,0,0.114,0.0158,0.534,0.0911,0.587,87.087,audio_features,6NPFHf7KA43BgKG6GunOdZ,spotify:track:6NPFHf7KA43BgKG6GunOdZ,https://api.spotify.com/v1/tracks/6NPFHf7KA43BgKG6GunOdZ,https://api.spotify.com/v1/audio-analysis/6NPFHf7KA43BgKG6GunOdZ,259533,4,2008,techno
5378,0.446,0.979,7,-7.878,1,0.135,0.0107,0.0509,0.242,0.23,170.0,audio_features,0aT643GSujCV2rnmviVjuV,spotify:track:0aT643GSujCV2rnmviVjuV,https://api.spotify.com/v1/tracks/0aT643GSujCV2rnmviVjuV,https://api.spotify.com/v1/audio-analysis/0aT643GSujCV2rnmviVjuV,377362,4,2008,techno
5379,0.583,0.894,11,-4.925,0,0.0558,0.021,0.00838,0.169,0.588,132.068,audio_features,1Wn9cMAKnxiFrI53fTurhp,spotify:track:1Wn9cMAKnxiFrI53fTurhp,https://api.spotify.com/v1/tracks/1Wn9cMAKnxiFrI53fTurhp,https://api.spotify.com/v1/audio-analysis/1Wn9cMAKnxiFrI53fTurhp,214227,4,2008,techno
