danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.539,0.851,6,-5.828,0,0.269,0.0222,0.349,0.428,0.565,158.782,211120,4
0.503,0.109,6,-16.028,0,0.0329,0.701,0.000256,0.106,0.298,168.215,228533,4
0.74,0.622,1,-5.492,0,0.0306,0.71,0.000122,0.18,0.759,93.985,149560,4
0.716,0.551,1,-6.987,1,0.47,0.167,0.0,0.197,0.305,82.393,234288,4
0.612,0.584,8,-6.296,1,0.0623,0.788,3.13e-06,0.193,0.845,154.704,179626,4
0.851,0.425,1,-12.978,1,0.0949,0.141,0.9,0.196,0.161,128.013,458160,4
0.256,0.0151,5,-27.064,1,0.0378,0.993,0.924,0.0661,0.0802,132.03,238360,4
0.733,0.903,8,-6.019,1,0.0627,0.00592,0.489,0.0803,0.728,124.992,205497,4
0.417,0.935,4,-3.508,1,0.103,2.29e-05,0.000999,0.292,0.236,135.955,222627,4
0.504,0.981,9,-0.738,0,0.0476,0.000265,0.687,0.327,0.582,75.025,188800,4
0.286,0.427,0,-6.547,1,0.042,0.688,0.0,0.146,0.404,79.303,177567,4
0.519,0.214,5,-11.243,1,0.0298,0.858,0.0021,0.118,0.229,144.411,243773,4
0.497,0.499,9,-12.348,0,0.056,0.0558,0.73,0.222,0.516,174.608,208120,3
0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4
0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
0.392,0.0152,6,-30.684,0,0.0424,0.996,0.885,0.081,0.12,74.963,359464,4
0.589,0.797,1,-4.213,1,0.173,0.000673,0.0,0.0246,0.787,174.039,168533,4
0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,278027,4
0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4
0.629,0.808,9,-4.125,1,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,179293,4
0.492,0.264,9,-18.304,1,0.0579,0.893,0.00411,0.94,0.476,102.091,334765,4
0.82,0.33,5,-12.749,1,0.079,0.0153,0.0424,0.0797,0.553,83.971,270267,4
0.454,0.636,0,-4.731,1,0.0273,0.00228,0.0,0.154,0.313,87.89,244827,4
0.744,0.273,1,-14.149,1,0.0351,0.748,0.0255,0.11,0.194,138.016,229667,4
0.482,0.49,0,-7.477,1,0.0255,0.557,0.000164,0.103,0.273,91.053,272773,4
0.302,0.579,7,-9.209,1,0.0395,0.451,0.202,0.134,0.653,145.38,345707,4
0.213,0.0329,7,-28.228,1,0.0451,0.972,0.926,0.0978,0.0366,84.819,208040,3
0.527,0.913,0,-5.314,0,0.0455,0.000107,0.00325,0.095,0.295,117.968,348333,4
0.706,0.354,6,-9.592,1,0.29,0.479,0.0,0.0734,0.376,119.793,242520,3
0.233,0.208,0,-19.908,1,0.0362,0.975,0.944,0.0871,0.246,89.423,98973,4
0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,206267,4
0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,177600,4
0.816,0.603,9,-5.285,1,0.046,0.00109,0.0142,0.0391,0.965,127.603,320441,4
0.665,0.874,2,-4.082,1,0.0308,0.143,1.05e-05,0.251,0.766,103.98,198960,4
0.633,0.778,8,-5.201,1,0.0465,0.147,0.0,0.117,0.926,101.092,188053,4
0.332,0.715,8,-6.779,1,0.0366,0.0191,0.0033,0.131,0.461,116.892,168533,4
0.675,0.011,6,-22.048,1,0.0853,0.992,0.933,0.108,0.0619,75.993,151580,5
0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,317280,4
0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4
0.681,0.676,2,-11.41,1,0.037,0.729,0.924,0.1,0.452,94.985,247613,4
0.577,0.884,10,-3.548,0,0.0903,0.00024,0.000262,0.287,0.686,91.026,206405,3
0.85,0.414,11,-9.221,1,0.287,0.386,0.0,0.0847,0.556,114.989,150699,4
0.532,0.854,1,-4.766,1,0.0886,0.0419,0.0,0.122,0.533,154.374,232133,4
0.539,0.427,0,-12.045,1,0.0344,0.383,1.2e-06,0.304,0.312,129.829,358627,3
0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4
0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,245680,4
0.466,0.944,6,-4.103,0,0.177,0.000119,0.0,0.379,0.384,134.993,181520,4
0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707,4
0.601,0.881,9,-6.036,1,0.206,0.119,8.07e-05,0.0939,0.332,109.983,235636,4
0.53,0.946,3,-2.694,0,0.0517,4.96e-05,0.0,0.351,0.436,110.052,188920,4
0.464,0.965,11,-4.578,1,0.125,0.000145,0.0,0.243,0.389,148.046,223766,3
0.441,0.0613,5,-17.268,1,0.0436,0.951,0.00405,0.0789,0.0777,117.357,173467,4
0.321,0.201,9,-11.445,1,0.0387,0.288,5.36e-06,0.114,0.384,83.766,331267,3
0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4
0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,154600,4
0.713,0.824,3,-7.168,1,0.0393,0.106,8.03e-05,0.13,0.696,120.028,207240,4
0.748,0.549,6,-5.447,0,0.065,0.00268,0.792,0.196,0.197,101.033,233966,4
0.632,0.714,6,-13.228,0,0.0411,0.0456,0.651,0.132,0.0641,99.988,308742,4
0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4
0.634,0.44,10,-10.612,1,0.0342,0.219,0.000312,0.102,0.353,138.023,237079,4
0.666,0.727,10,-7.921,0,0.057,0.482,0.00165,0.363,0.465,107.033,229627,4
0.6,0.617,3,-7.0,0,0.0555,0.0955,0.913,0.108,0.037,106.892,242243,4
0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,178088,4
0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,273587,4
0.487,0.458,10,-8.021,1,0.0304,0.52,1.87e-05,0.158,0.363,151.613,253467,4
0.628,0.835,6,-6.341,0,0.0496,0.4,0.0,0.051,0.627,97.856,215507,4
0.529,0.291,2,-11.506,0,0.0401,0.467,0.0113,0.104,0.494,182.993,257440,3
0.517,0.904,7,-6.244,0,0.0519,1.75e-05,0.0354,0.132,0.601,118.039,295067,4
0.583,0.894,11,-4.925,0,0.0558,0.021,0.00838,0.169,0.588,132.068,214227,4
0.87,0.566,5,-5.659,1,0.0461,0.157,0.0,0.0735,0.724,111.999,158639,4
0.607,0.941,11,-3.807,0,0.481,0.037,0.0137,0.321,0.521,75.401,198400,4
0.744,0.615,0,-8.756,1,0.0394,0.0103,0.00113,0.134,0.444,118.965,210922,4
0.687,0.851,6,-7.485,0,0.0418,0.321,0.502,0.228,0.548,137.991,350487,4
0.374,0.351,2,-10.522,1,0.044,0.832,0.71,0.103,0.0852,82.56,168676,4
0.645,0.554,9,-9.812,1,0.0778,0.596,3.6e-06,0.325,0.533,127.235,164241,4
0.27,0.0651,0,-24.789,0,0.0364,0.986,0.959,0.0694,0.128,103.928,100880,1
0.552,0.987,11,-3.642,1,0.148,0.00122,0.000279,0.669,0.272,89.986,310267,4
0.739,0.915,6,-5.153,1,0.0471,0.00186,0.165,0.199,0.873,115.053,252760,4
0.881,0.39,2,-10.675,1,0.0976,0.071,0.747,0.0489,0.607,118.02,440119,4
0.61,0.324,1,-13.3,0,0.0344,0.106,0.124,0.959,0.33,101.105,570240,4
0.678,0.551,1,-7.332,1,0.0261,0.266,0.00322,0.254,0.767,97.767,280453,3
0.239,0.268,4,-18.225,0,0.0449,0.339,0.719,0.0671,0.15,179.438,549413,3
0.448,0.00119,2,-34.609,0,0.0608,0.995,0.915,0.0843,0.335,72.291,174027,3
0.62,0.563,7,-9.03,1,0.0365,0.191,0.0,0.139,0.914,80.826,213160,4
0.49,0.615,4,-7.878,0,0.0286,0.386,0.0,0.0814,0.11,109.985,216000,4
0.435,0.961,7,-3.658,1,0.141,6.16e-05,0.000134,0.384,0.427,148.016,194093,4
0.129,0.0269,2,-26.772,1,0.0471,0.858,4.08e-05,0.074,0.245,55.942,230987,4
0.658,0.864,7,-3.858,0,0.0815,0.0331,0.0,0.109,0.53,126.904,197936,4
0.604,0.0123,0,-20.627,1,0.293,0.985,0.86,0.118,0.129,81.677,133004,4
0.897,0.308,6,-14.419,0,0.105,0.0321,0.91,0.132,0.566,125.659,432067,4
0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627,4
0.306,0.245,0,-9.771,1,0.0289,0.713,0.0,0.0966,0.141,130.056,205907,4
0.209,0.00299,2,-33.974,1,0.0491,0.992,0.955,0.104,0.039,66.685,442172,3
0.579,0.61,1,-7.39,0,0.0315,0.0486,0.107,0.134,0.9,107.657,220523,4
0.767,0.392,1,-11.996,1,0.0945,0.154,0.000398,0.108,0.48,125.017,153872,4
0.787,0.876,7,-5.789,1,0.122,0.000342,5.98e-05,0.137,0.324,123.968,389740,4
0.511,0.662,11,-8.154,0,0.0378,0.876,0.879,0.0752,0.651,128.021,464000,4
0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4
0.276,0.259,2,-17.332,0,0.034,0.987,0.866,0.102,0.416,180.901,158036,3
0.448,0.22,3,-15.014,1,0.035,0.775,0.837,0.0813,0.0947,137.915,337467,3
0.489,0.964,0,-2.911,1,0.0856,0.025,1.34e-06,0.343,0.31,116.086,315520,4
0.668,0.781,1,-6.151,1,0.0267,0.0191,0.0,0.113,0.695,105.945,208493,4
0.379,0.194,8,-23.481,0,0.0374,0.99,0.842,0.086,0.0865,75.809,109133,4
0.688,0.444,6,-11.085,0,0.182,0.652,0.0,0.0991,0.302,169.926,211893,4
0.597,0.868,1,-8.347,0,0.0542,0.00647,0.181,0.316,0.152,126.99,428267,4
0.57,0.207,5,-12.317,0,0.0744,0.821,0.0,0.106,0.581,146.886,279067,3
0.429,0.278,7,-14.927,1,0.0299,0.845,0.374,0.127,0.377,154.086,185250,4
0.501,0.294,9,-13.183,1,0.0389,0.969,0.926,0.108,0.497,136.188,201987,4
0.636,0.849,0,-7.075,1,0.106,0.0438,0.0,0.372,0.917,156.036,175493,4
0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4
0.252,0.827,9,-6.336,1,0.0406,0.0292,0.508,0.173,0.475,157.725,239147,4
0.603,0.792,0,-6.128,1,0.0291,0.00428,0.113,0.0742,0.896,134.991,222485,4
0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,196093,4
0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
0.873,0.582,5,-9.901,1,0.047,0.0282,0.0699,0.182,0.77,122.005,255613,4
0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
0.398,0.538,10,-7.972,1,0.0472,0.83,1.18e-06,0.746,0.369,124.625,402400,4
0.462,0.791,0,-4.497,1,0.035,0.0115,0.0,0.311,0.425,129.974,231453,4
0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,237587,4
0.524,0.816,1,-5.872,1,0.37,0.383,0.0,0.349,0.789,200.031,285707,4
0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,187684,4
0.295,0.567,2,-8.266,1,0.0327,0.263,2.48e-06,0.0753,0.249,132.572,176707,4
0.665,0.794,4,-5.198,0,0.0492,0.164,0.0,0.159,0.641,149.997,187773,4
0.673,0.729,6,-4.879,1,0.0496,0.083,0.0,0.1,0.675,122.023,169672,4
0.403,0.0273,1,-26.497,1,0.043,0.956,0.948,0.158,0.135,84.169,183391,4
0.481,0.949,2,-5.012,1,0.0518,0.0132,0.012,0.283,0.623,125.031,209253,4
0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,169440,4
0.648,0.309,9,-13.944,0,0.039,0.865,0.0797,0.107,0.534,98.802,257307,4
0.626,0.813,7,-4.548,1,0.0257,0.177,0.00065,0.0986,0.461,97.946,215600,4
0.221,0.962,8,-3.654,0,0.194,7.99e-05,6.2e-05,0.491,0.147,173.942,246800,4
0.487,0.408,0,-9.266,1,0.0269,0.563,0.0128,0.3,0.552,132.347,247573,4
0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,397640,3
0.248,0.01,0,-32.183,1,0.0367,0.842,0.97,0.148,0.0374,77.047,110733,4
0.354,0.829,9,-3.834,1,0.047,0.00183,0.0,0.119,0.195,163.958,216520,4
0.513,0.803,0,-4.45,1,0.0777,0.0161,0.0,0.667,0.746,156.038,190587,4
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4
0.57,0.172,10,-10.897,1,0.0344,0.869,1.14e-06,0.114,0.521,84.948,154640,3
0.646,0.724,9,-6.96,1,0.0265,0.017,1.39e-06,0.153,0.54,115.984,233480,4
0.864,0.21,1,-22.485,0,0.0743,0.503,0.879,0.105,0.898,129.93,147681,4
0.704,0.81,4,-4.874,0,0.0425,0.000315,0.0,0.216,0.726,102.98,216200,4
0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326187,4
0.821,0.383,4,-11.729,1,0.0444,0.00645,0.923,0.106,0.445,104.001,224400,4
0.615,0.687,0,-6.778,1,0.0385,0.447,3.43e-05,0.101,0.747,141.122,228533,4
0.547,0.962,11,-9.81,0,0.0617,8.8e-05,0.787,0.056,0.546,145.986,525753,4
0.44,0.00293,11,-32.537,1,0.0634,0.995,0.927,0.0953,0.0355,110.825,218160,4
0.13,0.086,10,-21.92,1,0.0373,0.932,0.912,0.108,0.0375,90.223,391160,4
0.558,0.742,6,-4.531,1,0.0369,0.0019,5.69e-05,0.0556,0.265,139.933,179173,4
0.565,0.5,7,-8.822,1,0.031,0.452,0.0,0.137,0.242,70.984,210933,4
0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,240000,4
0.197,0.224,0,-13.69,1,0.0411,0.868,0.0,0.809,0.119,181.128,286067,3
0.733,0.637,7,-6.51,1,0.0476,0.315,0.0,0.0948,0.646,110.037,290840,4
0.491,0.549,2,-11.608,1,0.0546,0.811,0.361,0.0606,0.48,99.683,239001,4
0.553,0.871,1,-5.31,1,0.0589,0.0246,0.000107,0.181,0.474,144.064,243173,4
0.38,0.994,7,-4.638,1,0.124,0.000536,0.00128,0.0956,0.267,96.325,199881,4
0.48,0.887,7,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,92.971,232133,4
0.781,0.393,10,-12.197,0,0.149,0.364,8.44e-06,0.107,0.733,101.07,143280,4
0.537,0.688,11,-8.134,1,0.0946,0.451,1.46e-05,0.186,0.767,136.599,177053,3
0.502,0.749,0,-6.772,1,0.0438,0.0182,2.19e-05,0.947,0.33,101.996,269133,4
0.0818,0.0218,0,-28.778,0,0.0409,0.965,0.841,0.104,0.0616,172.879,374733,3
0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,296147,4
0.468,0.0926,0,-21.487,1,0.0368,0.969,0.739,0.0605,0.173,97.951,327440,4
0.35,0.105,2,-19.886,1,0.0374,0.953,0.743,0.14,0.214,113.544,309467,4
0.532,0.468,2,-7.624,1,0.0431,0.168,0.0,0.125,0.247,112.392,280173,4
0.607,0.76,0,-5.229,1,0.0482,0.0745,0.0,0.0595,0.805,88.059,244867,4
0.655,0.587,1,-8.736,1,0.045,0.26,6.07e-06,0.0953,0.521,91.494,219067,4
0.399,0.055,3,-30.203,1,0.0431,0.991,0.915,0.11,0.155,138.428,158759,3
0.444,0.281,4,-9.818,1,0.0312,0.277,7.31e-06,0.174,0.209,145.443,178107,3
0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4
0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773,4
0.734,0.428,10,-19.478,0,0.0766,0.00436,0.0209,0.0937,0.66,126.022,485960,4
0.169,0.0378,0,-24.96,0,0.0416,0.987,0.0524,0.175,0.0311,126.634,333600,3
0.786,0.798,7,-9.307,1,0.0676,0.0124,0.833,0.292,0.756,134.998,215133,4
0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4
0.528,0.947,2,-7.175,1,0.0518,9.31e-06,0.0632,0.165,0.661,149.082,267827,4
0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,304667,4
0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,260333,4
0.554,0.242,0,-8.378,1,0.0438,0.864,1.09e-06,0.145,0.326,134.181,235933,3
0.533,0.83,1,-3.092,1,0.0324,0.011,2.98e-06,0.0801,0.249,120.028,203893,4
0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4
0.305,0.991,1,-2.927,0,0.488,0.000619,0.0,0.11,0.187,76.374,241227,4
0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,123609,1
0.595,0.895,11,-7.477,0,0.0337,0.000219,0.907,0.685,0.554,135.953,280853,4
0.596,0.679,4,-3.881,0,0.0324,0.18,0.0,0.0938,0.746,110.464,167680,4
0.509,0.932,11,-3.948,1,0.0667,0.268,0.0,0.0615,0.675,138.722,245333,4
0.345,0.714,0,-5.48,1,0.0566,0.296,0.0,0.127,0.524,178.522,215079,4
0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,194707,4
0.401,0.14,0,-22.696,1,0.0338,0.99,0.929,0.078,0.326,130.037,283213,4
0.799,0.579,4,-5.144,0,0.0487,0.00381,0.0,0.367,0.363,142.987,203161,4
0.421,0.0867,0,-18.732,1,0.037,0.871,0.429,0.115,0.07,95.438,265320,4
0.612,0.858,6,-7.667,1,0.041,0.00362,0.296,0.106,0.44,134.729,199467,4
0.58,0.212,7,-13.108,1,0.0345,0.877,2.26e-05,0.105,0.533,136.318,231387,3
0.754,0.645,5,-4.086,1,0.0291,0.719,0.167,0.298,0.931,126.585,387120,4
0.644,0.0268,5,-19.54,1,0.208,0.989,0.952,0.0885,0.11,69.536,120001,4
0.689,0.312,4,-19.535,1,0.0273,0.26,0.251,0.927,0.485,100.264,524973,4
0.445,0.189,10,-21.643,1,0.0335,0.991,0.853,0.128,0.45,116.24,239093,4
0.455,0.249,11,-9.603,1,0.0351,0.908,4.36e-06,0.107,0.326,80.527,220133,4
0.52,0.113,0,-14.894,1,0.0417,0.893,0.0,0.11,0.202,99.539,171640,3
0.222,0.807,7,-4.738,1,0.045,0.000696,0.00844,0.0801,0.106,136.344,413524,4
0.297,0.612,11,-13.362,0,0.0805,0.00241,0.635,0.657,0.354,171.611,417120,4
0.781,0.791,7,-3.903,0,0.0468,0.145,0.0,0.127,0.902,76.998,222293,4
0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,208186,4
0.518,0.518,0,-11.181,1,0.0289,0.0101,0.0207,0.409,0.32,89.759,269640,4
0.298,0.927,10,-4.396,0,0.0995,0.00021,0.0,0.296,0.389,133.997,252800,4
0.373,0.434,4,-9.361,0,0.0449,0.193,0.00554,0.134,0.0793,130.702,232493,3
0.64,0.296,11,-20.646,1,0.0324,0.564,0.525,0.093,0.285,117.374,315813,4
0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627,4
0.514,0.742,8,-2.525,1,0.0258,0.27,1.7e-06,0.085,0.47,101.0,246453,4
0.442,0.939,8,-4.18,1,0.094,0.000181,0.00568,0.0857,0.266,140.02,228280,4
0.273,0.59,6,-4.997,1,0.0295,0.00254,1.07e-06,0.108,0.214,174.863,251480,4
0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,155147,4
0.564,0.209,3,-8.922,1,0.0317,0.724,3.99e-05,0.107,0.402,109.024,214667,4
0.669,0.61,1,-8.217,1,0.0457,0.119,2.75e-05,0.53,0.428,94.439,214600,4
0.529,0.891,8,-4.36,1,0.043,0.0457,0.0,0.0942,0.329,104.031,199747,4
0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,248467,4
0.562,0.83,9,-5.975,1,0.0324,0.0913,0.786,0.131,0.451,98.857,256973,4
0.734,0.877,7,-1.917,0,0.039,0.299,0.0,0.0573,0.965,97.356,262973,4
0.259,0.0699,6,-22.174,0,0.0356,0.988,0.918,0.098,0.239,149.225,342000,4
0.529,0.554,7,-7.939,1,0.0301,0.616,0.000263,0.118,0.285,93.967,289093,4
0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,232467,5
0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785,261517,3
0.542,0.749,6,-8.333,0,0.0277,0.173,0.942,0.315,0.674,94.031,237827,4
0.287,0.0712,8,-24.749,1,0.0476,0.906,0.917,0.0982,0.22,205.946,248500,3
0.8,0.699,7,-8.639,1,0.0353,0.0714,0.902,0.0927,0.282,123.997,380323,4
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4
0.511,0.908,0,-6.078,1,0.042,0.00228,0.0289,0.638,0.717,145.213,133973,4
0.437,0.0203,2,-28.456,0,0.0396,0.994,0.935,0.0839,0.187,134.318,233933,4
0.549,0.24,0,-7.778,1,0.0338,0.947,0.0,0.106,0.167,119.58,268800,4
0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,230333,4
0.291,0.4,2,-10.615,1,0.0306,0.145,1.86e-05,0.259,0.0935,83.112,215920,1
0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872,248200,4
0.39,0.0432,6,-24.344,1,0.0506,0.723,0.000303,0.108,0.326,147.436,468133,4
0.365,0.689,9,-5.893,0,0.0907,0.284,0.0,0.13,0.394,165.648,355000,4
0.661,0.885,4,-6.322,1,0.0468,0.0125,0.238,0.209,0.505,139.405,219933,4
0.668,0.404,5,-10.135,1,0.0301,0.584,1.34e-06,0.136,0.707,141.729,301787,4
0.434,0.75,10,-3.53,1,0.0293,0.0107,0.0,0.106,0.488,159.824,201347,4
0.513,0.11,0,-18.106,0,0.0446,0.74,9.26e-05,0.111,0.174,116.625,344693,3
0.565,0.541,9,-8.426,1,0.0376,0.193,3.45e-06,0.0582,0.226,82.006,263333,4
0.643,0.655,2,-10.249,1,0.0255,0.213,0.000249,0.0462,0.878,124.731,219800,4
0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,224907,4
0.553,0.662,7,-6.129,1,0.0259,0.0513,0.0,0.153,0.436,97.847,210760,4
0.603,0.289,6,-16.3,0,0.0394,0.971,0.841,0.0921,0.194,123.978,350987,4
0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
0.297,0.0204,6,-28.613,1,0.0405,0.993,0.896,0.0871,0.0855,125.035,190693,4
0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387,4
0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,216387,4
0.494,0.183,2,-15.477,1,0.036,0.176,0.0542,0.145,0.139,111.202,178360,4
0.614,0.182,4,-18.063,1,0.0439,0.761,0.876,0.0754,0.193,154.036,125616,4
0.62,0.852,1,-4.203,1,0.0308,0.0108,4.94e-06,0.279,0.479,90.038,201840,4
0.756,0.722,4,-8.141,0,0.0622,0.476,0.933,0.113,0.128,119.991,339948,4
0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173,4
0.464,0.887,6,-4.65,1,0.0499,0.000429,0.333,0.126,0.23,132.759,271240,4
0.669,0.683,1,-6.179,0,0.0347,0.0315,4.63e-05,0.0442,0.318,107.957,214733,4
0.687,0.748,3,-4.54,1,0.0785,0.24,0.0,0.373,0.872,88.944,193695,4
0.482,0.55,4,-7.098,0,0.0356,0.135,0.0,0.294,0.105,67.559,252787,4
0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,204347,4
0.744,0.795,7,-6.443,1,0.0444,0.189,0.000712,0.195,0.912,145.833,202627,4
0.607,0.418,1,-6.997,1,0.0363,0.394,0.0,0.182,0.386,95.002,171200,4
0.214,0.941,5,-2.983,0,0.0984,0.000441,0.0,0.0977,0.17,169.548,198360,4
0.464,0.955,0,-3.778,0,0.0387,0.00524,1.12e-05,0.161,0.451,95.003,287027,4
0.6,0.434,7,-7.57,0,0.038,0.405,2.11e-05,0.113,0.639,170.198,199640,4
0.622,0.711,7,-6.618,1,0.0542,0.0457,0.0,0.174,0.679,79.932,195987,4
0.477,0.34,0,-11.666,1,0.0319,0.849,0.000488,0.0992,0.261,173.86,248387,4
0.352,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.351,166.795,220147,4
0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4
0.655,0.786,3,-4.451,1,0.034,0.163,5.99e-05,0.124,0.378,113.964,256013,4
0.503,0.923,9,-4.172,1,0.0444,0.00013,4.71e-06,0.0827,0.824,159.019,198629,4
0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,209040,4
0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,357747,1
0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,238733,4
0.532,0.594,9,-6.638,0,0.0301,0.182,0.000837,0.116,0.331,112.03,449147,4
0.524,0.97,2,-3.324,1,0.0454,0.00011,0.0,0.113,0.66,161.961,243053,4
0.558,0.66,7,-6.223,1,0.0273,0.416,0.0,0.139,0.388,75.009,220893,4
0.253,0.811,10,-6.759,1,0.0533,0.354,0.883,0.101,0.486,109.505,349200,4
0.584,0.717,5,-6.593,1,0.028,0.12,4.23e-05,0.153,0.71,104.606,237400,4
0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,177093,4
0.496,0.924,9,-3.895,1,0.0507,0.00214,0.22,0.136,0.594,91.882,214987,4
0.629,0.362,0,-9.728,1,0.0284,0.685,2.46e-05,0.11,0.174,121.639,227776,4
0.475,0.328,9,-8.656,1,0.0456,0.729,0.00103,0.122,0.429,168.522,255507,3
0.25,0.00761,11,-32.634,1,0.0748,0.924,0.937,0.0992,0.218,75.436,515554,4
0.428,0.919,10,-3.245,0,0.0618,0.0503,0.0,0.245,0.294,145.927,214831,4
0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,211666,4
0.644,0.89,2,-6.993,1,0.0332,0.0246,2.57e-05,0.103,0.619,112.027,214387,4
0.816,0.706,9,-4.456,0,0.123,0.0484,0.0198,0.0912,0.525,92.02,219987,4
0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,218360,4
0.45,0.641,5,-12.137,0,0.0409,0.559,0.205,0.11,0.733,118.101,445907,4
0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-05,0.102,0.72,126.014,149307,4
