danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.491,0.966,4,-4.28,1,0.0538,5.59e-05,0.0,0.307,0.614,105.544,202573,4
0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,131733,4
0.498,0.484,5,-8.74,0,0.0315,0.481,0.0,0.243,0.691,152.498,145933,4
0.522,0.256,3,-7.39,1,0.0309,0.923,0.0,0.359,0.64,114.96,146667,4
0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,255652,4
0.344,0.22,10,-18.899,1,0.0542,0.754,0.925,0.129,0.323,83.826,202493,4
0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,315177,4
0.728,0.512,11,-9.199,0,0.29,0.3,0.0,0.113,0.824,147.17,242827,4
0.404,0.95,0,-2.553,1,0.0471,0.00049,0.0,0.0776,0.581,101.531,120760,4
0.586,0.912,9,-6.212,0,0.0449,0.00539,0.883,0.421,0.504,139.107,188320,4
0.604,0.636,10,-6.535,1,0.044,0.266,0.0,0.167,0.424,147.909,250547,4
0.39,0.0346,6,-30.959,1,0.0448,0.994,0.938,0.116,0.223,122.709,148000,4
0.805,0.531,10,-9.83,0,0.0647,0.0558,0.921,0.111,0.351,126.009,474291,4
0.734,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212,201653,4
0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4
0.67,0.597,5,-7.089,1,0.0416,0.665,4.46e-06,0.363,0.585,115.226,226027,4
0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4
0.532,0.47,7,-8.643,1,0.0477,0.284,0.0,0.0725,0.768,128.99,200213,4
0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4
0.435,0.0564,5,-27.616,0,0.0369,0.99,0.943,0.113,0.127,110.006,155485,4
0.476,0.872,9,-5.292,1,0.0455,0.0104,0.0,0.637,0.623,132.899,265413,4
0.795,0.453,0,-12.68,1,0.279,0.00187,0.000875,0.642,0.38,119.615,260107,4
0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,216800,4
0.589,0.249,2,-10.086,1,0.0329,0.717,0.0,0.106,0.363,150.096,184200,3
0.713,0.526,0,-3.345,1,0.0532,0.94,0.0,0.126,0.66,128.35,81528,4
0.311,0.413,6,-13.636,1,0.0328,0.798,0.613,0.924,0.251,109.807,286868,4
0.306,0.873,0,-3.668,0,0.0567,0.00105,0.0,0.52,0.452,198.387,186373,4
0.382,0.263,4,-12.432,0,0.0403,0.213,3.87e-06,0.198,0.228,119.05,181747,4
0.655,0.779,7,-7.316,0,0.0495,0.0887,0.841,0.128,0.146,89.995,239107,4
0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987,4
0.505,0.842,10,-3.316,1,0.0475,0.0576,0.0,0.111,0.671,172.136,208693,4
0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973,4
0.556,0.75,0,-6.305,0,0.0392,0.0427,0.0,0.0874,0.526,181.838,261467,4
0.46,0.319,1,-8.621,1,0.0356,0.861,0.0,0.118,0.329,145.765,194130,4
0.68,0.589,0,-10.01,1,0.0247,0.152,0.0,0.378,0.696,93.865,168640,4
0.38,0.994,7,-4.638,1,0.124,0.000536,0.00128,0.0956,0.267,96.325,199881,4
0.639,0.51,1,-10.844,1,0.0432,0.0116,0.858,0.0951,0.658,128.431,427307,4
0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,230011,3
0.252,0.687,3,-6.887,1,0.0372,0.00879,0.0774,0.0751,0.0799,143.852,342253,4
0.842,0.464,2,-12.628,1,0.0418,0.429,0.789,0.0978,0.771,93.966,257893,4
0.738,0.785,1,-5.982,1,0.0531,0.00828,0.911,0.0974,0.087,126.024,356728,4
0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
0.579,0.187,7,-13.971,1,0.0345,0.959,0.00305,0.104,0.426,127.996,144547,4
0.626,0.317,7,-13.692,0,0.0414,0.931,0.363,0.0937,0.568,97.281,198347,4
0.657,0.32,7,-15.67,0,0.0858,0.78,0.00714,0.765,0.549,119.363,401587,4
0.695,0.869,0,-4.249,0,0.0385,0.256,0.0,0.0276,0.96,126.974,195840,4
0.591,0.814,4,-4.986,1,0.0468,0.015,0.0,0.117,0.815,149.9,195760,4
0.444,0.484,9,-8.311,1,0.0289,0.12,0.0,0.135,0.263,147.715,279867,4
0.745,0.742,10,-5.693,1,0.0259,0.42,0.0,0.102,0.806,95.996,245067,4
0.139,0.103,0,-21.571,0,0.0367,0.983,0.871,0.111,0.0529,72.441,221046,4
0.531,0.945,7,-5.011,1,0.0557,1.24e-05,4.29e-05,0.0439,0.755,107.044,181947,4
0.555,0.896,0,-3.295,1,0.0388,0.00434,0.0,0.145,0.578,114.995,177067,4
0.749,0.731,4,-10.865,1,0.108,0.00314,0.867,0.111,0.0598,131.997,438720,4
0.28,0.779,7,-5.104,1,0.0513,0.0435,0.0,0.37,0.345,167.134,239173,4
0.75,0.797,0,-4.826,1,0.118,0.293,0.0,0.392,0.523,105.949,215203,4
0.358,0.768,9,-11.3,1,0.0646,0.0266,0.109,0.0787,0.511,120.456,324627,4
0.454,0.947,7,-5.774,1,0.0763,0.000241,0.0683,0.278,0.544,139.325,203507,5
0.622,0.845,9,-7.908,0,0.0268,0.104,0.000727,0.0696,0.924,122.678,264867,4
0.613,0.649,7,-5.532,0,0.0381,0.177,0.0,0.195,0.321,67.023,252160,4
0.42,0.905,9,-5.419,1,0.0804,0.00016,0.0212,0.253,0.306,127.62,236217,4
0.57,0.645,5,-5.816,1,0.0304,0.134,0.0,0.147,0.677,81.084,178279,4
0.477,0.917,2,-3.399,1,0.0814,0.0139,0.0,0.0756,0.267,160.021,199013,4
0.408,0.872,7,-6.09,1,0.0522,0.0383,5.14e-05,0.0515,0.728,172.084,143120,4
0.209,0.0314,10,-26.249,1,0.0343,0.988,0.84,0.102,0.0983,81.629,575760,4
0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,266507,4
0.553,0.769,6,-6.767,1,0.0333,0.000765,0.0187,0.314,0.123,142.036,208346,4
0.114,0.0701,4,-23.417,0,0.0445,0.87,0.431,0.0916,0.0371,89.33,331933,1
0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
0.693,0.977,5,-6.461,0,0.0637,0.00393,0.884,0.0587,0.174,132.995,522827,4
0.654,0.605,11,-10.795,1,0.0494,0.212,0.925,0.0931,0.708,112.177,353802,4
0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,182827,4
0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
0.354,0.00717,7,-23.13,0,0.0413,0.987,0.671,0.0959,0.116,80.517,212991,4
0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467,4
0.521,0.885,4,-4.934,0,0.125,0.00327,0.00904,0.324,0.344,115.985,203080,4
0.539,0.414,1,-9.156,0,0.0601,0.253,1.3e-06,0.143,0.123,94.895,254493,4
0.539,0.949,8,-6.345,1,0.0839,1.63e-05,0.165,0.0811,0.208,144.945,228120,4
0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,215173,4
0.426,0.754,4,-9.125,0,0.074,0.0642,0.765,0.701,0.228,167.42,393053,4
0.633,0.299,11,-7.798,1,0.0353,0.832,0.0,0.108,0.341,147.548,225165,4
0.501,0.178,0,-9.764,1,0.0343,0.697,5.33e-05,0.0761,0.18,131.141,284000,3
0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,271760,4
0.178,0.113,4,-15.157,1,0.0396,0.977,0.881,0.109,0.0348,132.031,224680,5
0.615,0.358,5,-9.694,1,0.0552,0.705,0.0,0.113,0.432,146.06,220307,4
0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107,4
0.673,0.51,7,-8.469,1,0.0406,0.0172,0.22,0.0918,0.295,117.998,342000,4
0.568,0.907,5,-4.641,0,0.0488,0.00115,0.0,0.0982,0.337,112.037,230933,4
0.39,0.455,4,-4.247,1,0.0316,0.397,0.0,0.125,0.358,107.012,182288,4
0.526,0.875,0,-7.576,1,0.0685,0.0002,0.942,0.161,0.136,124.036,59800,4
0.374,0.585,8,-9.436,1,0.054,0.748,0.0,0.821,0.654,176.859,179720,4
0.461,0.636,0,-9.738,1,0.0461,0.767,0.961,0.0898,0.672,117.157,51187,3
0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4
0.585,0.697,1,-6.126,0,0.357,0.0339,0.0,0.255,0.402,133.177,225187,5
0.6,0.677,0,-4.488,1,0.0489,0.227,4.96e-06,0.207,0.765,108.002,260240,3
0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,282093,4
0.443,0.727,11,-4.455,1,0.0315,0.00572,0.000845,0.106,0.407,151.93,214067,4
0.556,0.924,2,-4.048,0,0.0701,0.00225,6.98e-05,0.11,0.49,131.014,229008,4
0.851,0.64,10,-7.269,0,0.0472,0.00206,0.654,0.125,0.138,124.004,371406,4
0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,169027,4
0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,195613,4
0.501,0.836,11,-3.587,0,0.0491,0.208,0.0,0.152,0.618,159.863,192000,4
0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960,4
0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.834,123.543,247133,4
0.635,0.772,7,-4.825,1,0.0279,0.216,0.0,0.285,0.948,119.017,147893,4
0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002,206547,4
0.587,0.512,4,-7.523,1,0.0308,0.0439,1.84e-05,0.0452,0.334,141.852,262307,4
0.709,0.654,5,-7.753,1,0.0267,0.106,0.0,0.277,0.488,119.989,207587,4
0.707,0.597,5,-9.335,0,0.0333,0.046,0.665,0.0958,0.552,88.006,294533,4
0.228,0.302,10,-24.117,0,0.295,0.767,0.953,0.0737,0.0763,72.853,614845,4
0.587,0.597,4,-5.096,1,0.0294,0.407,0.0,0.705,0.841,93.815,156454,4
0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,485667,4
0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,234867,4
0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,195867,4
0.362,0.858,2,-3.92,1,0.0743,0.00211,1.3e-06,0.25,0.282,127.891,196347,4
0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997,224960,4
0.589,0.705,8,-6.342,1,0.0464,0.005,0.0,0.0933,0.894,170.143,192320,4
0.576,0.673,2,-11.383,1,0.0307,0.0616,0.00601,0.114,0.57,168.413,245640,4
0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,306200,3
0.461,0.526,6,-10.668,1,0.0506,0.00142,0.861,0.108,0.0401,120.011,416000,4
0.58,0.718,7,-6.165,1,0.0366,0.000824,0.774,0.0746,0.522,136.007,323000,4
0.635,0.343,7,-8.769,1,0.0371,0.564,4.06e-05,0.131,0.303,104.108,206587,4
0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,4
0.705,0.597,1,-8.817,0,0.0406,0.393,0.838,0.103,0.465,128.001,457037,4
0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126,209573,4
0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,202800,4
0.607,0.991,5,-4.763,0,0.0901,0.00326,0.00039,0.333,0.345,141.904,202245,4
0.217,0.0027,6,-38.644,1,0.0492,0.995,0.907,0.0956,0.229,72.034,147960,4
0.539,0.746,6,-5.242,0,0.036,0.00324,5.08e-06,0.085,0.287,118.994,221000,4
0.356,0.051,5,-27.845,0,0.0437,0.995,0.956,0.152,0.15,75.955,124997,4
0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4
0.759,0.368,8,-14.543,0,0.121,0.0243,0.824,0.33,0.39,114.002,339880,4
0.687,0.469,7,-9.992,1,0.0322,0.714,0.00199,0.252,0.674,102.88,200640,4
0.835,0.663,0,-7.463,0,0.037,0.296,0.0,0.119,0.92,110.979,253787,4
0.593,0.85,11,-6.341,1,0.0411,0.000315,1.52e-06,0.067,0.467,125.027,235689,4
0.462,0.972,7,-2.642,0,0.138,0.00285,0.0,0.666,0.449,128.092,213576,4
0.418,0.954,1,-3.575,0,0.22,0.000724,0.0,0.214,0.375,149.97,286907,4
0.593,0.387,2,-14.627,1,0.0437,0.0233,0.0,0.0961,0.787,102.436,204240,4
0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4
0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,175040,4
0.516,0.884,2,-3.706,0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,336113,4
0.208,0.0133,6,-28.633,0,0.0362,0.989,0.919,0.234,0.0397,85.135,417680,3
0.62,0.652,11,-5.701,1,0.0312,0.015,5.77e-06,0.0835,0.204,109.988,249147,4
0.65,0.396,4,-10.379,1,0.0263,0.662,0.0,0.245,0.435,108.962,250120,4
0.636,0.873,0,-4.672,0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,192427,4
0.743,0.428,4,-11.526,0,0.0307,0.244,0.754,0.0829,0.904,90.234,324133,4
0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626,4
0.25,0.261,0,-8.736,1,0.0308,0.81,9.17e-06,0.126,0.221,182.801,202787,3
0.659,0.572,6,-7.817,0,0.0252,0.0888,1.08e-05,0.0813,0.386,113.987,198213,4
0.837,0.548,2,-9.658,1,0.116,0.0407,0.0,0.05,0.821,102.497,290467,4
0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,221253,4
0.514,0.659,1,-6.142,1,0.0309,0.0284,0.0,0.266,0.463,76.483,200040,4
0.369,0.00372,2,-27.547,1,0.0391,0.992,0.858,0.0921,0.064,67.856,218293,4
0.313,0.448,0,-7.634,1,0.0275,0.7,7.07e-05,0.0584,0.206,83.408,222067,4
0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
0.649,0.958,0,-2.999,1,0.0509,0.000654,9.45e-05,0.319,0.845,138.039,219840,4
0.69,0.447,11,-13.271,1,0.0317,0.223,0.879,0.214,0.609,123.997,350323,4
0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000,4
0.701,0.68,2,-8.492,1,0.0264,0.303,1.51e-05,0.159,0.704,90.607,212587,4
0.754,0.819,0,-6.833,1,0.112,0.0684,0.0,0.345,0.818,142.137,215800,4
0.5,0.967,1,-3.218,1,0.0534,1.25e-05,6.16e-05,0.12,0.498,129.994,227093,4
0.522,0.908,2,-4.649,1,0.0286,0.00145,0.482,0.0898,0.676,111.707,435997,4
0.829,0.4,2,-8.085,0,0.0496,0.182,0.0267,0.144,0.374,121.011,210773,4
0.355,0.713,9,-5.169,1,0.0473,0.0495,1.97e-05,0.35,0.192,169.979,275882,4
0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4
0.417,0.2,2,-19.13,1,0.0417,0.94,0.237,0.114,0.537,120.201,572000,4
0.448,0.982,9,-3.971,0,0.287,0.000165,2.32e-06,0.0539,0.0978,131.895,299820,4
0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,257720,4
0.687,0.892,4,-7.473,0,0.0613,0.205,0.814,0.0636,0.197,123.026,289268,4
0.575,0.972,1,-2.788,1,0.0797,0.0197,0.0,0.161,0.524,129.062,223667,4
0.664,0.872,5,-6.996,0,0.053,0.0157,0.0062,0.184,0.336,139.98,357480,4
0.75,0.883,4,-5.329,0,0.262,0.0181,0.0643,0.329,0.252,150.051,162450,4
0.466,0.15,5,-24.581,1,0.062,0.992,0.872,0.0889,0.797,159.519,233600,4
0.348,0.169,1,-18.45,1,0.0413,0.959,0.889,0.1,0.107,138.877,111443,3
0.702,0.629,1,-4.292,1,0.041,0.0506,0.0,0.0963,0.446,141.967,244227,4
0.395,0.766,0,-11.041,1,0.0512,0.00583,0.00624,0.774,0.611,105.41,326373,4
0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,231333,4
0.377,0.395,3,-8.622,1,0.0332,0.61,0.0,0.295,0.221,133.296,253373,4
0.373,0.737,1,-5.282,1,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,186893,4
0.828,0.903,6,-5.241,0,0.0935,0.00339,0.693,0.256,0.96,130.007,159231,4
0.499,0.841,2,-7.444,1,0.0415,0.0329,0.0,0.291,0.531,143.835,268987,4
0.247,0.982,8,-5.148,1,0.0913,0.000651,0.0196,0.956,0.338,144.48,322680,4
0.761,0.695,5,-7.823,1,0.0337,0.349,0.826,0.111,0.952,103.327,202573,4
0.303,0.741,7,-7.833,1,0.0461,0.2,6.88e-05,0.909,0.312,128.001,538760,4
0.778,0.642,7,-12.971,1,0.04,0.0267,0.878,0.0854,0.0367,124.005,562229,4
0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
0.282,0.101,7,-14.657,1,0.0315,0.934,5.05e-05,0.159,0.141,83.13,264827,4
0.476,0.864,2,-5.893,0,0.0547,0.0585,0.000275,0.23,0.702,137.106,247973,4
0.386,0.926,5,-4.986,0,0.141,0.247,6.56e-05,0.321,0.737,170.381,130973,4
0.428,0.979,1,-2.929,1,0.225,7.04e-05,0.0,0.129,0.292,104.84,171107,4
0.15,0.0115,2,-26.636,1,0.0425,0.976,0.191,0.0836,0.0955,101.769,394560,3
0.512,0.841,7,-3.8,1,0.0309,0.0424,0.000257,0.113,0.33,156.077,187433,4
0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,218293,4
0.596,0.693,3,-4.297,1,0.044,0.261,0.0,0.289,0.21,96.009,285040,3
0.702,0.974,7,-3.214,0,0.0489,0.517,0.654,0.519,0.967,138.308,153573,4
0.722,0.908,6,-4.987,0,0.0804,0.177,0.66,0.0803,0.177,136.96,190293,4
0.557,0.811,4,-7.567,0,0.0446,0.00108,0.824,0.267,0.281,167.284,465093,4
0.66,0.696,9,-7.096,1,0.0367,0.448,0.00194,0.0621,0.598,110.016,258400,4
0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4
0.726,0.604,2,-9.055,1,0.0407,0.774,0.704,0.221,0.72,95.754,175013,4
0.609,0.22,2,-14.68,1,0.0402,0.956,0.0836,0.112,0.443,154.329,241493,3
0.681,0.608,8,-8.369,1,0.0339,0.62,0.000425,0.136,0.315,123.991,227129,4
0.462,0.99,1,-3.175,0,0.211,0.000103,0.0,0.374,0.204,137.061,220539,4
0.639,0.71,1,-7.445,1,0.0275,0.0133,0.0,0.118,0.378,119.989,233173,4
0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,248747,4
0.811,0.726,0,-3.995,1,0.0813,0.154,0.0,0.116,0.666,131.027,264920,4
0.301,0.0089,1,-30.804,1,0.0371,0.987,0.907,0.101,0.0897,127.536,367667,4
0.548,0.325,0,-8.06,1,0.0273,0.524,0.0,0.101,0.2,103.787,222427,4
0.459,0.545,6,-4.874,1,0.0282,0.142,0.0,0.105,0.194,137.941,248587,3
0.47,0.678,4,-8.018,1,0.0587,0.259,0.0,0.204,0.24,84.843,246600,4
0.811,0.762,5,-14.788,1,0.0715,0.237,0.807,0.0766,0.691,120.311,154240,4
0.391,0.0939,8,-25.725,0,0.0531,0.982,0.933,0.107,0.101,127.162,142638,4
0.627,0.699,10,-4.504,1,0.0244,0.174,0.0,0.0789,0.535,94.003,261427,4
0.507,0.668,9,-11.668,0,0.0511,0.0175,0.00207,0.169,0.747,143.989,278213,4
0.139,0.215,7,-15.301,1,0.0352,0.912,0.864,0.0775,0.075,88.27,402467,4
0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,4
0.456,0.456,11,-16.055,0,0.0535,0.973,0.353,0.186,0.974,144.489,210680,3
0.837,0.41,0,-11.797,1,0.0332,0.144,0.0161,0.141,0.793,120.386,257480,4
0.631,0.689,4,-8.358,1,0.0284,0.0731,0.000357,0.102,0.645,107.667,225227,4
0.476,0.991,4,-2.855,0,0.15,0.00191,0.0,0.121,0.202,82.997,226349,4
0.526,0.927,8,-3.616,1,0.0578,0.265,0.000394,0.095,0.559,133.997,248560,4
0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,4
0.102,0.0334,1,-28.713,1,0.0452,0.972,0.962,0.0759,0.0389,89.886,261760,4
0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,187133,4
0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,640267,4
0.6,0.656,7,-5.668,1,0.0271,0.326,0.0,0.0957,0.425,76.0,207827,4
0.471,0.585,1,-6.105,1,0.0822,0.786,0.0,0.811,0.655,150.719,169747,4
0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4
0.432,0.0951,1,-23.511,1,0.0388,0.909,0.89,0.117,0.093,100.265,373840,4
0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987,4
0.444,0.143,0,-11.449,1,0.0302,0.925,6.92e-05,0.118,0.132,100.341,188355,3
0.242,0.0178,7,-31.284,0,0.0483,0.989,0.91,0.0771,0.18,72.645,158227,3
0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,279507,4
0.665,0.839,3,-4.547,1,0.0902,0.559,0.000168,0.356,0.581,89.043,172093,4
0.187,0.855,11,-4.316,0,0.0624,0.000531,0.0204,0.361,0.257,160.892,235400,3
0.458,0.779,3,-8.312,0,0.0486,0.00184,4.28e-05,0.313,0.729,99.093,201920,4
0.546,0.535,4,-17.106,0,0.292,0.0346,0.608,0.222,0.373,110.001,396880,4
0.508,0.979,0,-3.132,1,0.113,0.00105,3.76e-05,0.177,0.484,147.285,252573,4
0.713,0.81,11,-7.564,0,0.0564,0.128,7.05e-05,0.906,0.632,92.022,225747,4
0.444,0.281,4,-9.818,1,0.0312,0.277,7.31e-06,0.174,0.209,145.443,178107,3
0.163,0.194,7,-16.41,1,0.0332,0.929,0.957,0.115,0.0893,94.746,293600,3
0.551,0.81,11,-4.365,1,0.0344,0.0155,0.0,0.169,0.332,73.464,274333,4
0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4
0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,162600,4
0.59,0.00265,0,-30.23,1,0.05,0.922,0.924,0.0927,0.0771,102.913,189733,3
0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,227960,4
0.659,0.991,1,-5.211,0,0.0407,0.128,0.788,0.109,0.74,135.969,223467,4
0.533,0.855,6,-2.901,1,0.0356,0.0553,0.0,0.335,0.64,102.017,165569,4
0.122,0.0963,0,-21.942,1,0.0375,0.962,0.666,0.166,0.133,83.662,227333,4
0.357,0.982,3,-3.41,0,0.107,0.000105,3.64e-06,0.0222,0.368,167.889,247613,4
0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,4
0.338,0.847,3,-3.692,1,0.0458,0.00881,0.00105,0.147,0.232,139.061,341255,4
0.465,0.253,2,-11.032,1,0.0313,0.59,0.0,0.255,0.383,96.123,188920,4
0.612,0.934,9,-5.124,0,0.0663,0.049,0.0,0.103,0.293,130.006,204352,4
0.553,0.872,1,-5.617,1,0.0374,0.00109,0.00115,0.0988,0.543,106.927,174913,4
0.598,0.954,2,-4.86,1,0.0801,0.00951,2.86e-05,0.127,0.235,100.98,311987,4
0.488,0.353,9,-7.166,0,0.0352,0.618,0.0,0.202,0.52,93.455,108512,4
0.784,0.758,6,-9.195,0,0.0649,0.00592,0.712,0.103,0.299,124.002,494492,4
0.723,0.0811,0,-14.113,1,0.0631,0.779,0.0,0.509,0.36,88.044,181493,4
0.549,0.743,7,-7.065,1,0.0319,0.137,0.00193,0.0899,0.804,120.12,261813,4
0.569,0.989,0,-5.144,0,0.0435,0.00153,0.00432,0.338,0.437,141.945,207085,4
0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,4
0.52,0.237,1,-10.292,1,0.0302,0.87,0.0,0.122,0.574,105.711,108840,4
0.545,0.582,8,-7.377,1,0.0368,0.142,0.0,0.144,0.536,147.082,244333,4
0.451,0.9,9,-7.714,1,0.103,0.00269,0.00992,0.984,0.508,135.967,389600,4
0.11,0.0108,5,-34.892,1,0.0377,0.983,0.944,0.0755,0.0762,66.038,406867,4
0.537,0.549,0,-9.476,1,0.055,0.0765,0.0,0.473,0.428,145.344,236693,3
0.84,0.591,8,-6.422,1,0.258,0.128,0.0,0.251,0.581,159.711,327933,4
0.39,0.332,7,-11.375,1,0.0274,0.203,0.000163,0.408,0.176,102.767,233693,4
0.719,0.0818,3,-25.586,1,0.0439,0.79,0.796,0.11,0.432,80.093,75006,4
0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,215160,4
0.312,0.0268,7,-26.537,0,0.0369,0.994,0.885,0.107,0.188,68.524,152000,4
0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,178267,4
0.623,0.845,9,-7.907,0,0.0268,0.102,0.000729,0.0697,0.924,122.681,264867,4
0.25,0.00761,11,-32.634,1,0.0748,0.924,0.937,0.0992,0.218,75.436,515554,4
0.639,0.809,0,-6.641,1,0.0472,0.315,0.00792,0.983,0.753,111.768,381067,4
0.426,0.693,8,-9.759,1,0.0377,0.0251,0.0065,0.101,0.751,126.804,219840,4
0.737,0.364,1,-5.966,1,0.0349,0.741,0.0,0.0932,0.371,110.103,182443,4
0.397,0.546,9,-10.225,0,0.0328,0.363,0.15,0.101,0.4,117.331,224720,1
0.426,0.399,0,-8.447,1,0.034,0.761,0.00112,0.118,0.217,115.979,254723,4
0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4
0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,222739,4
0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,184040,4
0.329,0.167,0,-13.103,1,0.0296,0.913,9.56e-05,0.0921,0.0995,74.174,219227,4
0.728,0.953,0,-4.796,1,0.0376,0.00133,0.00956,0.525,0.947,129.947,225141,4
0.663,0.502,5,-7.07,1,0.0285,0.791,0.0,0.105,0.371,143.969,183087,4
0.637,0.555,5,-8.775,1,0.0252,0.142,0.0,0.137,0.671,135.257,189057,4
0.69,0.445,4,-11.093,1,0.0432,0.469,0.887,0.0685,0.0682,102.982,279280,4
