danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.63,0.894,10,-4.592,1,0.0544,0.255,0,0.181,0.364,142.051,audio_features,6j7hih15xG2cdYwIJnQXsq,spotify:track:6j7hih15xG2cdYwIJnQXsq,https://api.spotify.com/v1/tracks/6j7hih15xG2cdYwIJnQXsq,https://api.spotify.com/v1/audio-analysis/6j7hih15xG2cdYwIJnQXsq,218520,4,2011,acoustic
0.47,0.801,9,-6.426,1,0.0352,0.0758,3.53e-05,0.218,0.431,173.92,audio_features,72R0X0h8YaxYNpegeoOl0M,spotify:track:72R0X0h8YaxYNpegeoOl0M,https://api.spotify.com/v1/tracks/72R0X0h8YaxYNpegeoOl0M,https://api.spotify.com/v1/audio-analysis/72R0X0h8YaxYNpegeoOl0M,235813,4,2011,acoustic
0.435,0.605,8,-6.649,1,0.0275,0.0682,0.00695,0.0653,0.541,62.962,audio_features,1umKFpJdXDtquGCz4oBVDJ,spotify:track:1umKFpJdXDtquGCz4oBVDJ,https://api.spotify.com/v1/tracks/1umKFpJdXDtquGCz4oBVDJ,https://api.spotify.com/v1/audio-analysis/1umKFpJdXDtquGCz4oBVDJ,237227,4,2011,acoustic
0.285,0.186,1,-12.729,1,0.0288,0.756,6.71e-05,0.104,0.203,153.85,audio_features,4BFudy2Zbryi9a1KFad66B,spotify:track:4BFudy2Zbryi9a1KFad66B,https://api.spotify.com/v1/tracks/4BFudy2Zbryi9a1KFad66B,https://api.spotify.com/v1/audio-analysis/4BFudy2Zbryi9a1KFad66B,219467,4,2011,acoustic
0.657,0.716,2,-5.675,1,0.0301,0.014,0,0.0483,0.435,93.924,audio_features,3NCg46FWgnANZc9HQHQOQR,spotify:track:3NCg46FWgnANZc9HQHQOQR,https://api.spotify.com/v1/tracks/3NCg46FWgnANZc9HQHQOQR,https://api.spotify.com/v1/audio-analysis/3NCg46FWgnANZc9HQHQOQR,248960,4,2011,acoustic
0.448,0.885,9,-3.755,1,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,audio_features,0RUXHlYhA057fCOe2vqIqu,spotify:track:0RUXHlYhA057fCOe2vqIqu,https://api.spotify.com/v1/tracks/0RUXHlYhA057fCOe2vqIqu,https://api.spotify.com/v1/audio-analysis/0RUXHlYhA057fCOe2vqIqu,255893,4,2011,acoustic
0.622,0.805,5,-6.618,1,0.202,0.274,0.000105,0.113,0.771,89.981,audio_features,2eLplOs3tISvZMpdZmirUh,spotify:track:2eLplOs3tISvZMpdZmirUh,https://api.spotify.com/v1/tracks/2eLplOs3tISvZMpdZmirUh,https://api.spotify.com/v1/audio-analysis/2eLplOs3tISvZMpdZmirUh,177613,4,2011,acoustic
0.557,0.533,4,-6.114,0,0.03,0.0783,0.00955,0.413,0.157,92.999,audio_features,5qninDC32ywn4sOtBwwACO,spotify:track:5qninDC32ywn4sOtBwwACO,https://api.spotify.com/v1/tracks/5qninDC32ywn4sOtBwwACO,https://api.spotify.com/v1/audio-analysis/5qninDC32ywn4sOtBwwACO,304517,4,2011,acoustic
0.479,0.74,10,-4.307,1,0.0422,0.0216,0,0.326,0.49,139.872,audio_features,0MhCb3iakymVqQIOeYPSUf,spotify:track:0MhCb3iakymVqQIOeYPSUf,https://api.spotify.com/v1/tracks/0MhCb3iakymVqQIOeYPSUf,https://api.spotify.com/v1/audio-analysis/0MhCb3iakymVqQIOeYPSUf,211387,4,2011,acoustic
0.421,0.659,2,-7.339,1,0.0302,0.125,0,0.0857,0.436,90.913,audio_features,6ZOBY9RG2tcxXX0ohKtfRc,spotify:track:6ZOBY9RG2tcxXX0ohKtfRc,https://api.spotify.com/v1/tracks/6ZOBY9RG2tcxXX0ohKtfRc,https://api.spotify.com/v1/audio-analysis/6ZOBY9RG2tcxXX0ohKtfRc,205773,4,2011,acoustic
