danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.564,0.864,4,-5.121,1,0.0341,0.0761,0,0.182,0.534,95.984,audio_features,6R6ux6KaKrhAg2EIB2krdU,spotify:track:6R6ux6KaKrhAg2EIB2krdU,https://api.spotify.com/v1/tracks/6R6ux6KaKrhAg2EIB2krdU,https://api.spotify.com/v1/audio-analysis/6R6ux6KaKrhAg2EIB2krdU,228933,4,2016,acoustic
0.618,0.61,4,-6.413,1,0.0517,0.0129,0,0.0821,0.595,125.887,audio_features,1V2K6ftpUhL9sLEoceuzoY,spotify:track:1V2K6ftpUhL9sLEoceuzoY,https://api.spotify.com/v1/tracks/1V2K6ftpUhL9sLEoceuzoY,https://api.spotify.com/v1/audio-analysis/1V2K6ftpUhL9sLEoceuzoY,218707,4,2016,acoustic
0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071,audio_features,12niARgkwxGsklcEwh6GlG,spotify:track:12niARgkwxGsklcEwh6GlG,https://api.spotify.com/v1/tracks/12niARgkwxGsklcEwh6GlG,https://api.spotify.com/v1/audio-analysis/12niARgkwxGsklcEwh6GlG,203870,4,2016,acoustic
0.687,0.748,3,-4.54,1,0.0785,0.24,0,0.373,0.872,88.944,audio_features,4NxUuupOGPquDhy1yFIZK3,spotify:track:4NxUuupOGPquDhy1yFIZK3,https://api.spotify.com/v1/tracks/4NxUuupOGPquDhy1yFIZK3,https://api.spotify.com/v1/audio-analysis/4NxUuupOGPquDhy1yFIZK3,193695,4,2016,acoustic
0.512,0.785,0,-4.21,1,0.12,0.0608,0,0.0673,0.598,79.183,audio_features,74HX1HcsR135apNYpHUUZj,spotify:track:74HX1HcsR135apNYpHUUZj,https://api.spotify.com/v1/tracks/74HX1HcsR135apNYpHUUZj,https://api.spotify.com/v1/audio-analysis/74HX1HcsR135apNYpHUUZj,523203,4,2016,acoustic
0.73,0.403,4,-10.146,1,0.0483,0.718,0.00242,0.0985,0.502,124.901,audio_features,3rUw4cRDeYVZhjkUXBnFUQ,spotify:track:3rUw4cRDeYVZhjkUXBnFUQ,https://api.spotify.com/v1/tracks/3rUw4cRDeYVZhjkUXBnFUQ,https://api.spotify.com/v1/audio-analysis/3rUw4cRDeYVZhjkUXBnFUQ,229227,4,2016,acoustic
0.652,0.24,10,-15.691,1,0.0295,0.678,0.00652,0.0784,0.257,83.02,audio_features,1pLbS57mLE8iG4njSQIAtX,spotify:track:1pLbS57mLE8iG4njSQIAtX,https://api.spotify.com/v1/tracks/1pLbS57mLE8iG4njSQIAtX,https://api.spotify.com/v1/audio-analysis/1pLbS57mLE8iG4njSQIAtX,225147,1,2016,acoustic
0.497,0.726,10,-5.976,1,0.0427,0.0221,0.000938,0.235,0.257,102.889,audio_features,6ONb917y8Dah2OSXA95XJT,spotify:track:6ONb917y8Dah2OSXA95XJT,https://api.spotify.com/v1/tracks/6ONb917y8Dah2OSXA95XJT,https://api.spotify.com/v1/audio-analysis/6ONb917y8Dah2OSXA95XJT,240329,4,2016,acoustic
0.447,0.247,6,-11.988,1,0.0407,0.787,2.29e-06,0.0983,0.198,139.63,audio_features,6qONjN95Wk5zsOs7pY2Kq3,spotify:track:6qONjN95Wk5zsOs7pY2Kq3,https://api.spotify.com/v1/tracks/6qONjN95Wk5zsOs7pY2Kq3,https://api.spotify.com/v1/audio-analysis/6qONjN95Wk5zsOs7pY2Kq3,298912,4,2016,acoustic
0.612,0.409,7,-6.797,1,0.0292,0.519,0,0.0554,0.698,78.969,audio_features,5V2tLRgrwtQjTrCxmYVLZ8,spotify:track:5V2tLRgrwtQjTrCxmYVLZ8,https://api.spotify.com/v1/tracks/5V2tLRgrwtQjTrCxmYVLZ8,https://api.spotify.com/v1/audio-analysis/5V2tLRgrwtQjTrCxmYVLZ8,176632,4,2016,acoustic
0.553,0.274,1,-12.564,1,0.0379,0.798,7.13e-06,0.103,0.208,86.672,audio_features,68A8M94uf0m5bM5sxf3Tn8,spotify:track:68A8M94uf0m5bM5sxf3Tn8,https://api.spotify.com/v1/tracks/68A8M94uf0m5bM5sxf3Tn8,https://api.spotify.com/v1/audio-analysis/68A8M94uf0m5bM5sxf3Tn8,186584,4,2016,acoustic
0.62,0.184,5,-14.967,1,0.0389,0.92,0.00103,0.118,0.38,75.482,audio_features,1FvdIykhNv60ULZWjVIR3U,spotify:track:1FvdIykhNv60ULZWjVIR3U,https://api.spotify.com/v1/tracks/1FvdIykhNv60ULZWjVIR3U,https://api.spotify.com/v1/audio-analysis/1FvdIykhNv60ULZWjVIR3U,277800,4,2016,acoustic
0.569,0.632,6,-5.684,1,0.0795,0.311,0,0.681,0.655,175.992,audio_features,0zNW294lisPmO25OftESLT,spotify:track:0zNW294lisPmO25OftESLT,https://api.spotify.com/v1/tracks/0zNW294lisPmO25OftESLT,https://api.spotify.com/v1/audio-analysis/0zNW294lisPmO25OftESLT,174787,4,2016,acoustic
0.44,0.0353,6,-20.858,1,0.0522,0.99,0.00312,0.108,0.362,181.988,audio_features,1yycinn2WICj4UKGQ9xPjD,spotify:track:1yycinn2WICj4UKGQ9xPjD,https://api.spotify.com/v1/tracks/1yycinn2WICj4UKGQ9xPjD,https://api.spotify.com/v1/audio-analysis/1yycinn2WICj4UKGQ9xPjD,144653,4,2016,acoustic
