danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,audio_features,5vjLSffimiIP26QG5WcN2K,spotify:track:5vjLSffimiIP26QG5WcN2K,https://api.spotify.com/v1/tracks/5vjLSffimiIP26QG5WcN2K,https://api.spotify.com/v1/audio-analysis/5vjLSffimiIP26QG5WcN2K,198853,4,2017,acoustic
0.633,0.299,11,-7.798,1,0.0353,0.832,0,0.108,0.341,147.548,audio_features,5pq4v03P5PxMcnCagg4S3Z,spotify:track:5pq4v03P5PxMcnCagg4S3Z,https://api.spotify.com/v1/tracks/5pq4v03P5PxMcnCagg4S3Z,https://api.spotify.com/v1/audio-analysis/5pq4v03P5PxMcnCagg4S3Z,225165,4,2017,acoustic
0.717,0.32,3,-8.393,1,0.0283,0.828,0,0.107,0.322,107.946,audio_features,6CgNoAbFJ4Q4Id4EjtbXlC,spotify:track:6CgNoAbFJ4Q4Id4EjtbXlC,https://api.spotify.com/v1/tracks/6CgNoAbFJ4Q4Id4EjtbXlC,https://api.spotify.com/v1/audio-analysis/6CgNoAbFJ4Q4Id4EjtbXlC,260187,4,2017,acoustic
0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,audio_features,3Et4LKZLnXygPYfNdeB3D3,spotify:track:3Et4LKZLnXygPYfNdeB3D3,https://api.spotify.com/v1/tracks/3Et4LKZLnXygPYfNdeB3D3,https://api.spotify.com/v1/audio-analysis/3Et4LKZLnXygPYfNdeB3D3,354400,4,2017,acoustic
0.538,0.507,9,-6.059,1,0.0342,0.394,0,0.0946,0.705,88.683,audio_features,3g61xRaqII8q1wlQDzv550,spotify:track:3g61xRaqII8q1wlQDzv550,https://api.spotify.com/v1/tracks/3g61xRaqII8q1wlQDzv550,https://api.spotify.com/v1/audio-analysis/3g61xRaqII8q1wlQDzv550,216612,4,2017,acoustic
0.497,0.13,6,-15.571,1,0.0436,0.841,0,0.111,0.179,130.769,audio_features,5oV8bZaShr2d01FFMHBUPq,spotify:track:5oV8bZaShr2d01FFMHBUPq,https://api.spotify.com/v1/tracks/5oV8bZaShr2d01FFMHBUPq,https://api.spotify.com/v1/audio-analysis/5oV8bZaShr2d01FFMHBUPq,181136,3,2017,acoustic
0.641,0.264,6,-6.97,1,0.0364,0.923,0,0.0983,0.357,101.18,audio_features,4NkIYlfobkqS2hALHTIUV9,spotify:track:4NkIYlfobkqS2hALHTIUV9,https://api.spotify.com/v1/tracks/4NkIYlfobkqS2hALHTIUV9,https://api.spotify.com/v1/audio-analysis/4NkIYlfobkqS2hALHTIUV9,221419,4,2017,acoustic
0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,audio_features,02a2RQEICEzbdPPYh0aLnJ,spotify:track:02a2RQEICEzbdPPYh0aLnJ,https://api.spotify.com/v1/tracks/02a2RQEICEzbdPPYh0aLnJ,https://api.spotify.com/v1/audio-analysis/02a2RQEICEzbdPPYh0aLnJ,200800,4,2017,acoustic
0.55,0.499,4,-9.502,1,0.0338,0.472,2.26e-06,0.0798,0.144,86.966,audio_features,4bXoVtbp6fN8FaSQvGQB41,spotify:track:4bXoVtbp6fN8FaSQvGQB41,https://api.spotify.com/v1/tracks/4bXoVtbp6fN8FaSQvGQB41,https://api.spotify.com/v1/audio-analysis/4bXoVtbp6fN8FaSQvGQB41,246613,1,2017,acoustic
0.546,0.411,2,-9.308,1,0.0475,0.701,9.73e-05,0.0955,0.528,79.785,audio_features,696vpg0aBvBxpZAuasmg15,spotify:track:696vpg0aBvBxpZAuasmg15,https://api.spotify.com/v1/tracks/696vpg0aBvBxpZAuasmg15,https://api.spotify.com/v1/audio-analysis/696vpg0aBvBxpZAuasmg15,218502,4,2017,acoustic
0.658,0.125,8,-15.901,1,0.0323,0.877,0,0.287,0.507,106.686,audio_features,1YnLthg0HOs8YTzgN5hVh2,spotify:track:1YnLthg0HOs8YTzgN5hVh2,https://api.spotify.com/v1/tracks/1YnLthg0HOs8YTzgN5hVh2,https://api.spotify.com/v1/audio-analysis/1YnLthg0HOs8YTzgN5hVh2,136542,4,2017,acoustic
0.313,0.321,8,-8.713,1,0.0352,0.746,0,0.0948,0.244,53.845,audio_features,37bc0lXXN8Udi7IPwL58Hn,spotify:track:37bc0lXXN8Udi7IPwL58Hn,https://api.spotify.com/v1/tracks/37bc0lXXN8Udi7IPwL58Hn,https://api.spotify.com/v1/audio-analysis/37bc0lXXN8Udi7IPwL58Hn,222250,4,2017,acoustic
0.534,0.26,1,-12.406,1,0.0319,0.834,0.00405,0.102,0.151,113.877,audio_features,4ujYTGqbiV5xl97Pqoctq2,spotify:track:4ujYTGqbiV5xl97Pqoctq2,https://api.spotify.com/v1/tracks/4ujYTGqbiV5xl97Pqoctq2,https://api.spotify.com/v1/audio-analysis/4ujYTGqbiV5xl97Pqoctq2,159820,4,2017,acoustic
0.585,0.103,7,-12.682,1,0.0309,0.801,0,0.126,0.179,133.057,audio_features,7BRwh1bemr9rFMDeTbcy5S,spotify:track:7BRwh1bemr9rFMDeTbcy5S,https://api.spotify.com/v1/tracks/7BRwh1bemr9rFMDeTbcy5S,https://api.spotify.com/v1/audio-analysis/7BRwh1bemr9rFMDeTbcy5S,234135,4,2017,acoustic
0.623,0.132,0,-13.668,1,0.035,0.893,0,0.217,0.266,82.105,audio_features,1uxm47Qn1JhUWZHQfcY6w1,spotify:track:1uxm47Qn1JhUWZHQfcY6w1,https://api.spotify.com/v1/tracks/1uxm47Qn1JhUWZHQfcY6w1,https://api.spotify.com/v1/audio-analysis/1uxm47Qn1JhUWZHQfcY6w1,193537,4,2017,acoustic
0.755,0.78,2,-6.084,1,0.0327,0.124,2.83e-05,0.121,0.387,120.004,audio_features,4LbWtBkN82ZRhz9jqzgrb3,spotify:track:4LbWtBkN82ZRhz9jqzgrb3,https://api.spotify.com/v1/tracks/4LbWtBkN82ZRhz9jqzgrb3,https://api.spotify.com/v1/audio-analysis/4LbWtBkN82ZRhz9jqzgrb3,188133,4,2017,acoustic
0.345,0.714,0,-5.48,1,0.0566,0.296,0,0.127,0.524,178.522,audio_features,1wQDdCFGWzljnTvKdhoNpA,spotify:track:1wQDdCFGWzljnTvKdhoNpA,https://api.spotify.com/v1/tracks/1wQDdCFGWzljnTvKdhoNpA,https://api.spotify.com/v1/audio-analysis/1wQDdCFGWzljnTvKdhoNpA,215079,4,2017,acoustic
0.499,0.209,3,-16.668,1,0.0305,0.882,0.00491,0.088,0.138,82.892,audio_features,2dS2710jYUM8gE2V1KC3uG,spotify:track:2dS2710jYUM8gE2V1KC3uG,https://api.spotify.com/v1/tracks/2dS2710jYUM8gE2V1KC3uG,https://api.spotify.com/v1/audio-analysis/2dS2710jYUM8gE2V1KC3uG,269987,4,2017,acoustic
0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,audio_features,53iFMaNUXn6Oj8hUIKSO5a,spotify:track:53iFMaNUXn6Oj8hUIKSO5a,https://api.spotify.com/v1/tracks/53iFMaNUXn6Oj8hUIKSO5a,https://api.spotify.com/v1/audio-analysis/53iFMaNUXn6Oj8hUIKSO5a,200800,4,2017,acoustic
0.546,0.411,2,-9.308,1,0.0475,0.701,9.73e-05,0.0955,0.528,79.785,audio_features,4XBcShO4h4X55x9yMmyKHL,spotify:track:4XBcShO4h4X55x9yMmyKHL,https://api.spotify.com/v1/tracks/4XBcShO4h4X55x9yMmyKHL,https://api.spotify.com/v1/audio-analysis/4XBcShO4h4X55x9yMmyKHL,218502,4,2017,acoustic
0.373,0.25,1,-11.411,1,0.0326,0.709,0.000359,0.102,0.109,83.827,audio_features,2bLR9LPyrBiT0F4KohEbop,spotify:track:2bLR9LPyrBiT0F4KohEbop,https://api.spotify.com/v1/tracks/2bLR9LPyrBiT0F4KohEbop,https://api.spotify.com/v1/audio-analysis/2bLR9LPyrBiT0F4KohEbop,204876,5,2017,acoustic
0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,147.997,audio_features,0Kt5AHOpQAkEsHAuPeB0le,spotify:track:0Kt5AHOpQAkEsHAuPeB0le,https://api.spotify.com/v1/tracks/0Kt5AHOpQAkEsHAuPeB0le,https://api.spotify.com/v1/audio-analysis/0Kt5AHOpQAkEsHAuPeB0le,216052,4,2017,acoustic
0.271,0.0937,0,-15.035,1,0.0367,0.939,0,0.108,0.147,164.721,audio_features,24UxG3p1Ghtc5ejJtGBoeL,spotify:track:24UxG3p1Ghtc5ejJtGBoeL,https://api.spotify.com/v1/tracks/24UxG3p1Ghtc5ejJtGBoeL,https://api.spotify.com/v1/audio-analysis/24UxG3p1Ghtc5ejJtGBoeL,211625,5,2017,acoustic
0.444,0.143,0,-11.449,1,0.0302,0.925,6.92e-05,0.118,0.132,100.341,audio_features,14UvqLsdqw2dsmVkmTYptE,spotify:track:14UvqLsdqw2dsmVkmTYptE,https://api.spotify.com/v1/tracks/14UvqLsdqw2dsmVkmTYptE,https://api.spotify.com/v1/audio-analysis/14UvqLsdqw2dsmVkmTYptE,188355,3,2017,acoustic
0.694,0.472,8,-8.62,1,0.0281,0.41,0,0.233,0.467,95.002,audio_features,33SH8ZC36EzoRstHbaFE72,spotify:track:33SH8ZC36EzoRstHbaFE72,https://api.spotify.com/v1/tracks/33SH8ZC36EzoRstHbaFE72,https://api.spotify.com/v1/audio-analysis/33SH8ZC36EzoRstHbaFE72,244189,4,2017,acoustic
