danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,audio_features,6lfxq3CG4xtTiEg7opyCyx,spotify:track:6lfxq3CG4xtTiEg7opyCyx,https://api.spotify.com/v1/tracks/6lfxq3CG4xtTiEg7opyCyx,https://api.spotify.com/v1/audio-analysis/6lfxq3CG4xtTiEg7opyCyx,201933,3,2018,acoustic
0.514,0.319,3,-8.978,1,0.0941,0.805,0,0.211,0.677,203.651,audio_features,2dMkrhsWFVP2rHZmTEKkeh,spotify:track:2dMkrhsWFVP2rHZmTEKkeh,https://api.spotify.com/v1/tracks/2dMkrhsWFVP2rHZmTEKkeh,https://api.spotify.com/v1/audio-analysis/2dMkrhsWFVP2rHZmTEKkeh,235107,4,2018,acoustic
0.637,0.14,2,-11.472,1,0.0407,0.903,0,0.107,0.392,139.78,audio_features,2lxBZVbkiCXC1soks2RXwV,spotify:track:2lxBZVbkiCXC1soks2RXwV,https://api.spotify.com/v1/tracks/2lxBZVbkiCXC1soks2RXwV,https://api.spotify.com/v1/audio-analysis/2lxBZVbkiCXC1soks2RXwV,214240,4,2018,acoustic
0.643,0.638,1,-4.947,0,0.0407,0.204,0,0.0707,0.6,82.001,audio_features,7BXW1QCg56yzEBV8pW8pah,spotify:track:7BXW1QCg56yzEBV8pW8pah,https://api.spotify.com/v1/tracks/7BXW1QCg56yzEBV8pW8pah,https://api.spotify.com/v1/audio-analysis/7BXW1QCg56yzEBV8pW8pah,226107,4,2018,acoustic
0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,audio_features,4PuUa8e5s7P3Zv1IdCGIsa,spotify:track:4PuUa8e5s7P3Zv1IdCGIsa,https://api.spotify.com/v1/tracks/4PuUa8e5s7P3Zv1IdCGIsa,https://api.spotify.com/v1/audio-analysis/4PuUa8e5s7P3Zv1IdCGIsa,296387,4,2018,acoustic
0.621,0.61,5,-8.455,1,0.0454,0.336,0,0.157,0.424,139.001,audio_features,0vy1K9FhCK8woHW7MKEcBG,spotify:track:0vy1K9FhCK8woHW7MKEcBG,https://api.spotify.com/v1/tracks/0vy1K9FhCK8woHW7MKEcBG,https://api.spotify.com/v1/audio-analysis/0vy1K9FhCK8woHW7MKEcBG,189987,4,2018,acoustic
0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,audio_features,18k8IlS52uxRWObykDUZFG,spotify:track:18k8IlS52uxRWObykDUZFG,https://api.spotify.com/v1/tracks/18k8IlS52uxRWObykDUZFG,https://api.spotify.com/v1/audio-analysis/18k8IlS52uxRWObykDUZFG,279373,4,2018,acoustic
0.678,0.199,9,-9.785,1,0.0307,0.957,3.23e-06,0.0968,0.262,72.006,audio_features,7d0bJhpp0mCYyMXaMgWyMS,spotify:track:7d0bJhpp0mCYyMXaMgWyMS,https://api.spotify.com/v1/tracks/7d0bJhpp0mCYyMXaMgWyMS,https://api.spotify.com/v1/audio-analysis/7d0bJhpp0mCYyMXaMgWyMS,171293,4,2018,acoustic
0.664,0.0755,10,-19.836,1,0.0389,0.91,0,0.164,0.575,80.004,audio_features,65VhbQdqvozUntjnlFkFbZ,spotify:track:65VhbQdqvozUntjnlFkFbZ,https://api.spotify.com/v1/tracks/65VhbQdqvozUntjnlFkFbZ,https://api.spotify.com/v1/audio-analysis/65VhbQdqvozUntjnlFkFbZ,123609,1,2018,acoustic
0.567,0.862,2,-4.073,1,0.0384,0.0131,0,0.0608,0.61,126.066,audio_features,1GgoypuXSxpTKOxEYiZ3JJ,spotify:track:1GgoypuXSxpTKOxEYiZ3JJ,https://api.spotify.com/v1/tracks/1GgoypuXSxpTKOxEYiZ3JJ,https://api.spotify.com/v1/audio-analysis/1GgoypuXSxpTKOxEYiZ3JJ,197387,4,2018,acoustic
0.478,0.398,2,-10.124,1,0.0286,0.0222,0.0183,0.0826,0.371,159.906,audio_features,63F2nWghdifkNHVns5GT8W,spotify:track:63F2nWghdifkNHVns5GT8W,https://api.spotify.com/v1/tracks/63F2nWghdifkNHVns5GT8W,https://api.spotify.com/v1/audio-analysis/63F2nWghdifkNHVns5GT8W,291676,3,2018,acoustic
0.74,0.622,1,-5.492,0,0.0306,0.71,0.000122,0.18,0.759,93.985,audio_features,7zb2TzZwpXuBJutFIqS6lA,spotify:track:7zb2TzZwpXuBJutFIqS6lA,https://api.spotify.com/v1/tracks/7zb2TzZwpXuBJutFIqS6lA,https://api.spotify.com/v1/audio-analysis/7zb2TzZwpXuBJutFIqS6lA,149560,4,2018,acoustic
