danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.445,0.71,4,-6.819,1,0.0275,0.103,6.14e-05,0.169,0.468,148.011,audio_features,23MG7PAYUQp0esP2dzWHWj,spotify:track:23MG7PAYUQp0esP2dzWHWj,https://api.spotify.com/v1/tracks/23MG7PAYUQp0esP2dzWHWj,https://api.spotify.com/v1/audio-analysis/23MG7PAYUQp0esP2dzWHWj,263253,4,2006,acoustic
0.329,0.167,0,-13.103,1,0.0296,0.913,9.56e-05,0.0921,0.0995,74.174,audio_features,08YEGpKt2LHJ0URCXKHEie,spotify:track:08YEGpKt2LHJ0URCXKHEie,https://api.spotify.com/v1/tracks/08YEGpKt2LHJ0URCXKHEie,https://api.spotify.com/v1/audio-analysis/08YEGpKt2LHJ0URCXKHEie,219227,4,2006,acoustic
0.59,0.562,10,-5.8,1,0.029,0.327,0,0.135,0.271,119.429,audio_features,0p9sEGpxxooSZCjfKrWcZy,spotify:track:0p9sEGpxxooSZCjfKrWcZy,https://api.spotify.com/v1/tracks/0p9sEGpxxooSZCjfKrWcZy,https://api.spotify.com/v1/audio-analysis/0p9sEGpxxooSZCjfKrWcZy,227027,4,2006,acoustic
0.597,0.374,6,-10.03,1,0.0292,0.508,8.19e-05,0.299,0.352,141.057,audio_features,5FjhLFw4Zs9wQWIiiQRpgo,spotify:track:5FjhLFw4Zs9wQWIiiQRpgo,https://api.spotify.com/v1/tracks/5FjhLFw4Zs9wQWIiiQRpgo,https://api.spotify.com/v1/audio-analysis/5FjhLFw4Zs9wQWIiiQRpgo,201267,4,2006,acoustic
0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,audio_features,6ta5yavnnEfCE4faU0jebM,spotify:track:6ta5yavnnEfCE4faU0jebM,https://api.spotify.com/v1/tracks/6ta5yavnnEfCE4faU0jebM,https://api.spotify.com/v1/audio-analysis/6ta5yavnnEfCE4faU0jebM,154600,4,2006,acoustic
0.615,0.358,5,-9.694,1,0.0552,0.705,0,0.113,0.432,146.06,audio_features,2gJ3ZOaiWr3jGHwevufOxr,spotify:track:2gJ3ZOaiWr3jGHwevufOxr,https://api.spotify.com/v1/tracks/2gJ3ZOaiWr3jGHwevufOxr,https://api.spotify.com/v1/audio-analysis/2gJ3ZOaiWr3jGHwevufOxr,220307,4,2006,acoustic
0.545,0.255,8,-14.844,1,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,audio_features,2ZaYFNn1YQuLSVdHhanr4Q,spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,https://api.spotify.com/v1/tracks/2ZaYFNn1YQuLSVdHhanr4Q,https://api.spotify.com/v1/audio-analysis/2ZaYFNn1YQuLSVdHhanr4Q,149013,4,2006,acoustic
0.596,0.904,7,-7.458,1,0.0352,0.797,0.823,0.1,0.971,128.498,audio_features,0nNwfRyw0eY323NMkBM0y8,spotify:track:0nNwfRyw0eY323NMkBM0y8,https://api.spotify.com/v1/tracks/0nNwfRyw0eY323NMkBM0y8,https://api.spotify.com/v1/audio-analysis/0nNwfRyw0eY323NMkBM0y8,205800,4,2006,acoustic
0.473,0.741,0,-9.178,1,0.0369,0.138,0.0182,0.122,0.794,110.729,audio_features,1ze24O8m1ZIbrxLafPCcMk,spotify:track:1ze24O8m1ZIbrxLafPCcMk,https://api.spotify.com/v1/tracks/1ze24O8m1ZIbrxLafPCcMk,https://api.spotify.com/v1/audio-analysis/1ze24O8m1ZIbrxLafPCcMk,187667,4,2006,acoustic
0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,audio_features,33JX2be3eKVhl5xk8YQhVc,spotify:track:33JX2be3eKVhl5xk8YQhVc,https://api.spotify.com/v1/tracks/33JX2be3eKVhl5xk8YQhVc,https://api.spotify.com/v1/audio-analysis/33JX2be3eKVhl5xk8YQhVc,317280,4,2006,acoustic
0.56,0.681,10,-8.358,1,0.0328,0.126,0.000889,0.0506,0.901,83.91,audio_features,2pDOP7lUpO5LGUz798H0me,spotify:track:2pDOP7lUpO5LGUz798H0me,https://api.spotify.com/v1/tracks/2pDOP7lUpO5LGUz798H0me,https://api.spotify.com/v1/audio-analysis/2pDOP7lUpO5LGUz798H0me,216773,4,2006,acoustic
0.73,0.266,0,-15.101,1,0.0357,0.649,0.000111,0.13,0.487,129.933,audio_features,2XzS4vuHyjZ3jBhn1slvU4,spotify:track:2XzS4vuHyjZ3jBhn1slvU4,https://api.spotify.com/v1/tracks/2XzS4vuHyjZ3jBhn1slvU4,https://api.spotify.com/v1/audio-analysis/2XzS4vuHyjZ3jBhn1slvU4,210680,4,2006,acoustic
0.456,0.54,2,-4.593,1,0.0433,0.327,0,0.17,0.77,149.746,audio_features,0SQmgir2AkvVKa3snPcn2z,spotify:track:0SQmgir2AkvVKa3snPcn2z,https://api.spotify.com/v1/tracks/0SQmgir2AkvVKa3snPcn2z,https://api.spotify.com/v1/audio-analysis/0SQmgir2AkvVKa3snPcn2z,140680,4,2006,acoustic
