danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,energy_cat
0.576,0.835,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,4,pop,5
0.429,0.524,-8.106,0,0.0618,0.87,0.0,0.184,0.407,75.074,3,classical,3
0.276,0.903,-2.542,1,0.062,0.00485,0.0,0.127,0.723,81.286,4,country,5
0.534,0.546,-9.67,1,0.031,0.347,0.0036,0.633,0.762,85.357,4,blues,3
0.598,0.571,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,4,blues,3
0.191,0.0271,-23.12,1,0.0421,0.979,0.485,0.119,0.0688,66.663,4,classical,1
0.515,0.876,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,4,metal,5
0.502,0.476,-7.521,1,0.0357,0.714,5.23e-06,0.159,0.322,146.363,4,country,3
0.481,0.839,-4.78,1,0.0357,0.0101,0.0,0.093,0.904,97.308,4,acoustic,5
0.514,0.836,-3.663,1,0.0381,0.112,0.0,0.0878,0.501,143.888,4,country,5
0.761,0.627,-5.554,1,0.0538,0.175,0.0,0.128,0.891,109.821,4,dance,4
0.426,0.868,-3.702,1,0.047,6.54e-05,0.0,0.0723,0.402,149.042,4,rock,5
0.492,0.639,-6.067,1,0.0382,0.591,5.53e-06,0.0794,0.304,151.915,4,acoustic,4
0.826,0.8,-2.844,0,0.147,0.17,0.0,0.0656,0.9,93.572,4,jazz,4
0.686,0.718,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,4,techno,4
0.779,0.373,-7.114,1,0.0287,0.438,0.0,0.109,0.444,106.466,4,acoustic,2
0.611,0.648,-4.579,1,0.0441,0.00055,0.0028,0.0846,0.457,132.983,4,metal,4
0.58,0.552,-11.044,1,0.0391,0.751,0.0158,0.136,0.689,124.921,4,jazz,3
0.817,0.437,-14.623,1,0.113,0.901,0.1,0.144,0.787,107.094,4,jazz,3
0.249,0.0279,-29.617,0,0.039,0.975,0.966,0.103,0.037,84.122,3,classical,1
0.383,0.9,-5.42,1,0.134,0.00085,1.94e-06,0.271,0.286,183.96,4,metal,5
0.657,0.727,-5.435,0,0.0319,0.000297,0.881,0.0907,0.776,126.01,4,techno,4
0.46,0.91,-3.71,1,0.0525,0.000585,0.00155,0.0735,0.327,73.019,4,metal,5
0.314,0.983,-3.228,1,0.12,0.00014,0.000487,0.282,0.516,184.084,4,blues,5
0.47,0.623,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,4,rock,4
0.461,0.0457,-28.398,0,0.0587,0.988,0.913,0.0619,0.122,73.86,3,classical,1
0.664,0.692,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,4,rock,4
0.562,0.685,-7.172,1,0.0528,0.108,2.55e-05,0.084,0.616,94.881,4,acoustic,4
0.652,0.936,-8.577,1,0.0293,0.0137,0.00887,0.0566,0.561,137.982,4,techno,5
0.844,0.754,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,4,dance,4
0.59,0.355,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,4,jazz,2
0.427,0.393,-9.142,1,0.0418,0.832,1.54e-06,0.0932,0.244,177.429,4,country,2
0.626,0.829,-6.795,0,0.0538,0.00458,0.0597,0.227,0.192,121.943,4,techno,5
0.664,0.706,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968,4,rock,4
0.798,0.345,-12.805,1,0.0484,0.763,1.65e-06,0.115,0.486,124.164,4,jazz,2
0.52,0.852,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,4,rock,5
0.797,0.605,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,4,rock,4
0.717,0.733,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996,4,pop,4
0.866,0.454,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,4,dance,3
0.706,0.786,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,4,dance,4
0.675,0.011,-22.048,1,0.0853,0.992,0.933,0.108,0.0619,75.993,5,jazz,1
0.769,0.678,-3.725,1,0.0315,0.427,8.04e-06,0.0939,0.581,106.951,4,country,4
0.646,0.823,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,4,dance,5
0.702,0.711,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,4,country,4
0.417,0.443,-6.261,1,0.0328,0.709,0.0,0.217,0.47,119.903,4,rock,3
0.511,0.908,-6.078,1,0.042,0.00228,0.0289,0.638,0.717,145.213,4,blues,5
0.489,0.91,-6.746,0,0.0545,3.19e-05,0.09,0.17,0.645,76.774,4,rock,5
0.428,0.688,-9.718,1,0.0359,0.0295,0.0077,0.0907,0.745,126.823,4,blues,4
0.55,0.783,-5.886,1,0.0367,0.0392,0.00067,0.153,0.405,117.997,4,country,4
0.443,0.514,-17.074,1,0.433,0.863,0.0202,0.507,0.388,62.545,4,jazz,3
0.771,0.685,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,4,dance,4
0.638,0.926,-3.598,1,0.0484,0.116,2.91e-06,0.0862,0.929,133.966,4,rock,5
0.719,0.639,-7.357,1,0.0251,0.0241,9.23e-05,0.386,0.64,125.158,4,country,4
0.594,0.355,-11.184,1,0.0305,0.0478,0.000109,0.0559,0.327,134.097,4,rock,2
0.299,0.674,-4.744,1,0.0365,8.17e-05,0.000649,0.134,0.619,98.793,4,pop,4
0.277,0.216,-9.66,1,0.03,0.945,0.00116,0.325,0.362,75.258,4,jazz,2
0.534,0.392,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4,country,2
0.678,0.551,-7.332,1,0.0261,0.266,0.00322,0.254,0.767,97.767,3,blues,3
0.599,0.788,-6.25,0,0.0294,0.263,0.00525,0.155,0.581,100.001,3,metal,4
0.48,0.785,-7.765,1,0.0294,0.12,5.23e-06,0.138,0.921,151.752,4,pop,4
0.675,0.435,-11.1,1,0.0335,0.899,0.00828,0.0937,0.719,155.97,4,jazz,3
0.495,0.965,-4.717,1,0.0578,3.72e-05,0.000188,0.304,0.43,101.069,4,rock,5
0.451,0.701,-4.005,1,0.0379,0.543,1.89e-06,0.0712,0.633,118.086,5,rock,4
0.596,0.677,-7.131,1,0.0464,0.0469,0.0,0.0859,0.64,75.055,4,pop,4
0.198,0.0246,-32.071,0,0.0436,0.945,0.275,0.122,0.125,168.273,3,classical,1
0.688,0.716,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,3,dance,4
0.553,0.966,-3.097,1,0.074,0.000548,4.06e-05,0.197,0.609,107.97,4,metal,5
0.407,0.863,-7.968,1,0.0704,0.000643,0.591,0.128,0.519,113.98,3,metal,5
0.45,0.989,-3.234,1,0.0574,0.000275,0.0,0.872,0.455,97.968,4,metal,5
0.486,0.173,-13.739,1,0.0277,0.872,0.000368,0.0867,0.101,82.777,4,acoustic,1
0.433,0.973,-4.82,1,0.145,2.38e-05,1.79e-06,0.0813,0.298,171.955,4,metal,5
0.761,0.032,-19.836,1,0.058,0.986,0.875,0.127,0.0565,77.112,4,jazz,1
0.665,0.839,-4.547,1,0.0902,0.559,0.000168,0.356,0.581,89.043,4,blues,5
0.332,0.635,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,3,dance,4
0.776,0.693,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996,4,dance,4
0.284,0.128,-17.745,1,0.0347,0.967,0.832,0.0535,0.114,96.321,4,classical,1
0.778,0.718,-4.556,1,0.0297,0.00674,0.00257,0.14,0.969,104.728,4,blues,4
0.674,0.646,-5.876,1,0.027,0.486,8.37e-05,0.262,0.613,148.1,4,country,4
0.437,0.759,-4.224,1,0.0788,0.00902,0.0,0.103,0.34,96.121,4,blues,4
0.578,0.866,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,dance,5
0.286,0.427,-6.547,1,0.042,0.688,0.0,0.146,0.404,79.303,4,pop,3
0.369,0.518,-10.228,0,0.0368,0.806,0.814,0.45,0.116,89.801,4,jazz,3
0.498,0.12,-17.721,1,0.0487,0.851,0.0,0.171,0.338,121.187,4,acoustic,1
0.799,0.484,-10.484,0,0.0409,0.564,0.93,0.0863,0.136,128.006,4,techno,3
0.343,0.945,-3.259,1,0.0555,0.000101,9.62e-06,0.346,0.539,176.135,4,metal,5
0.851,0.629,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,4,pop,4
0.493,0.808,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,metal,5
0.477,0.572,-7.328,1,0.0319,0.00708,0.784,0.144,0.0414,194.033,4,rock,3
0.484,0.978,-3.112,1,0.0829,0.00623,0.0,0.375,0.537,96.003,4,metal,5
0.616,0.812,-4.618,1,0.036,0.377,0.0,0.304,0.399,117.033,4,country,5
0.745,0.742,-5.693,1,0.0259,0.42,0.0,0.102,0.806,95.996,4,dance,4
0.572,0.317,-9.108,1,0.0241,0.705,0.00385,0.528,0.38,78.009,4,acoustic,2
0.413,0.982,-4.079,0,0.201,0.00242,0.00112,0.323,0.155,118.504,4,metal,5
0.803,0.869,-9.635,0,0.047,0.0503,0.898,0.084,0.398,122.001,4,techno,5
0.629,0.361,-13.476,0,0.0367,0.492,0.8,0.367,0.0778,158.015,4,techno,2
0.373,0.961,-3.16,1,0.0996,3.49e-05,1.46e-05,0.271,0.543,168.131,4,metal,5
0.588,0.754,-4.681,1,0.182,0.561,3.92e-05,0.148,0.925,137.91,4,pop,4
0.551,0.909,-9.174,1,0.0397,0.00652,0.9,0.583,0.289,126.001,4,pop,5
0.655,0.649,-6.785,0,0.0291,0.0378,0.715,0.113,0.301,122.987,4,techno,4
0.503,0.785,-6.571,1,0.0743,0.295,0.0,0.744,0.734,91.464,4,rock,4
0.545,0.582,-7.377,1,0.0368,0.142,0.0,0.144,0.536,147.082,4,acoustic,3
0.596,0.661,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,5,dance,4
0.327,0.0775,-24.232,0,0.0401,0.981,0.801,0.0786,0.149,128.069,4,classical,1
0.529,0.869,-7.238,1,0.0399,0.000194,0.0,0.357,0.487,97.672,4,acoustic,5
0.926,0.916,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,4,dance,5
0.855,0.425,-12.939,1,0.0953,0.111,0.852,0.0774,0.195,120.025,4,techno,3
0.608,0.208,-11.824,1,0.0316,0.951,0.0,0.131,0.239,70.9,4,jazz,2
0.469,0.79,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4,metal,4
0.169,0.0378,-24.96,0,0.0416,0.987,0.0524,0.175,0.0311,126.634,3,classical,1
0.741,0.428,-11.359,0,0.0501,0.22,0.193,0.0886,0.396,109.016,4,techno,3
0.414,0.305,-13.844,1,0.0551,0.876,0.00412,0.111,0.231,111.412,4,acoustic,2
0.433,0.583,-6.922,1,0.0687,0.799,0.000645,0.0989,0.497,84.415,4,blues,3
0.593,0.552,-5.838,1,0.028,0.18,1.71e-05,0.11,0.39,115.0,4,country,3
0.495,0.856,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024,4,pop,5
0.612,0.584,-6.296,1,0.0623,0.788,3.13e-06,0.193,0.845,154.704,4,acoustic,3
0.481,0.944,-3.665,1,0.231,0.00926,0.000328,0.278,0.396,165.02,4,metal,5
0.517,0.906,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4,pop,5
0.803,0.654,-10.071,1,0.0468,0.00349,0.733,0.0859,0.435,128.007,4,techno,4
0.417,0.519,-10.291,1,0.0393,0.169,0.00618,0.236,0.234,94.522,4,acoustic,3
0.895,0.318,-7.992,0,0.0892,0.00298,0.913,0.063,0.0785,122.0,4,techno,2
0.739,0.909,-4.006,0,0.0287,0.0492,0.0,0.159,0.842,132.98,4,techno,5
0.57,0.787,-3.907,1,0.0438,0.00293,6.01e-05,0.341,0.241,131.997,4,techno,4
0.782,0.736,-9.004,0,0.0511,0.00818,0.849,0.858,0.119,122.998,4,techno,4
0.263,0.939,-4.648,1,0.0834,7.66e-05,0.000364,0.374,0.408,175.293,4,metal,5
0.651,0.564,-8.691,0,0.0385,0.102,0.133,0.612,0.165,103.025,4,techno,3
0.64,0.781,-3.155,1,0.0398,0.578,0.0,0.272,0.646,91.02,4,country,4
0.793,0.568,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,4,dance,3
0.675,0.706,-4.265,0,0.0358,0.341,3.4e-06,0.0601,0.967,92.36,4,jazz,4
0.605,0.497,-6.676,1,0.0319,0.727,3.95e-05,0.102,0.72,126.014,4,jazz,3
0.687,0.792,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,4,dance,4
0.756,0.808,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,4,dance,5
0.549,0.935,-5.692,0,0.0518,0.00656,0.775,0.0641,0.341,118.016,4,jazz,5
0.358,0.883,-6.669,1,0.0485,0.00217,0.0258,0.121,0.703,155.482,4,pop,5
0.559,0.871,-5.338,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,4,pop,5
0.292,0.14,-22.971,1,0.036,0.992,0.91,0.1,0.443,85.169,4,classical,1
0.56,0.959,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,4,pop,5
0.549,0.122,-18.079,1,0.04,0.99,0.924,0.114,0.0398,135.458,4,classical,1
0.614,0.474,-10.133,0,0.0264,0.00563,0.00285,0.1,0.388,104.987,4,blues,3
0.372,0.479,-8.218,1,0.0411,0.00173,0.00018,0.147,0.08,175.134,4,metal,3
0.595,0.557,-8.305,1,0.0253,0.543,0.0,0.176,0.415,90.177,4,jazz,3
0.677,0.863,-4.97,0,0.0425,0.0108,0.217,0.124,0.458,124.027,4,techno,5
0.607,0.783,-4.41,1,0.0397,0.000683,0.0,0.0678,0.434,113.172,4,dance,4
0.433,0.772,-6.069,0,0.0592,0.193,1.76e-06,0.0952,0.674,200.093,4,acoustic,4
0.333,0.959,-4.348,1,0.072,3.19e-06,0.0563,0.299,0.242,137.052,4,metal,5
0.53,0.478,-16.418,0,0.0368,0.453,0.984,0.112,0.597,69.509,4,rock,3
0.663,0.204,-9.921,0,0.0358,0.805,1.42e-05,0.0717,0.52,95.963,4,blues,2
0.357,0.0431,-25.461,1,0.0334,0.992,0.948,0.13,0.0698,131.976,4,classical,1
0.416,0.546,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,4,country,3
0.693,0.564,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,3,techno,3
0.555,0.931,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,4,country,5
0.64,0.884,-2.609,1,0.0428,0.0226,0.0,0.187,0.573,124.968,4,metal,5
0.725,0.487,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,4,pop,3
0.693,0.259,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972,4,blues,2
0.846,0.887,-8.748,1,0.0622,0.00139,0.599,0.141,0.818,123.03,4,techno,5
0.588,0.888,-4.263,0,0.0307,0.000541,7.15e-06,0.25,0.801,120.006,4,metal,5
0.507,0.18,-15.229,1,0.0379,0.83,0.255,0.106,0.507,73.807,4,country,1
0.466,0.759,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,4,rock,4
0.663,0.961,-4.737,0,0.0653,0.000119,0.432,0.195,0.537,124.701,4,techno,5
0.492,0.646,-5.334,0,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,4,rock,4
0.606,0.887,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,4,rock,5
0.591,0.959,-2.515,1,0.057,0.103,0.0,0.779,0.86,163.883,4,country,5
0.605,0.725,-7.337,1,0.0824,0.00145,0.00528,0.324,0.763,160.008,4,jazz,4
0.669,0.324,-10.443,1,0.0337,0.867,8.05e-05,0.106,0.437,120.221,4,jazz,2
0.498,0.342,-14.183,0,0.0383,0.938,0.0515,0.0648,0.608,106.316,4,classical,2
0.616,0.877,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,4,country,5
0.623,0.493,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,4,dance,3
0.43,0.791,-5.419,0,0.0302,0.0726,0.0193,0.11,0.217,171.864,4,acoustic,4
0.447,0.788,-4.994,0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04,4,blues,4
0.624,0.682,-4.796,1,0.0367,0.118,5.7e-06,0.105,0.452,126.001,4,jazz,4
0.168,0.0613,-24.987,0,0.0481,0.974,0.246,0.0836,0.0399,102.674,4,classical,1
0.47,0.156,-17.036,1,0.0399,0.623,0.187,0.104,0.059,118.176,4,jazz,1
0.62,0.852,-4.203,1,0.0308,0.0108,4.94e-06,0.279,0.479,90.038,4,country,5
0.656,0.884,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,4,rock,5
0.484,0.905,-9.497,0,0.0955,0.00644,0.296,0.199,0.34,138.15,4,techno,5
0.749,0.839,-9.173,0,0.231,0.0364,0.0,0.134,0.64,87.587,4,jazz,5
0.581,0.86,-4.092,1,0.039,0.048,0.0,0.169,0.79,148.318,4,country,5
0.792,0.952,-6.749,1,0.055,0.134,0.000263,0.254,0.968,106.009,4,techno,5
0.552,0.977,-6.153,1,0.102,0.00522,0.0,0.102,0.322,134.888,4,techno,5
0.449,0.936,-7.243,1,0.0377,0.00389,0.46,0.429,0.741,129.948,4,pop,5
0.467,0.883,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,4,rock,5
0.617,0.525,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,4,dance,3
0.454,0.571,-8.977,1,0.0667,0.142,0.000163,0.179,0.792,184.125,4,blues,3
0.606,0.62,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,4,rock,4
0.725,0.803,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,4,metal,5
0.906,0.388,-10.729,1,0.045,0.0869,0.0187,0.117,0.541,120.027,4,techno,2
0.599,0.854,-5.429,1,0.0436,0.0746,0.0,0.278,0.311,119.986,4,rock,5
0.505,0.842,-3.316,1,0.0475,0.0576,0.0,0.111,0.671,172.136,4,country,5
0.5,0.457,-11.934,1,0.033,0.516,0.0229,0.122,0.444,112.946,3,blues,3
0.587,0.523,-9.947,1,0.0288,0.11,0.765,0.107,0.0457,95.004,4,jazz,3
0.367,0.941,-4.033,1,0.067,1.41e-05,1.34e-06,0.385,0.678,159.985,4,rock,5
0.42,0.0876,-28.052,1,0.0425,0.995,0.9,0.102,0.278,82.496,4,classical,1
0.601,0.723,-4.364,0,0.0384,0.000347,0.0011,0.346,0.581,114.991,4,blues,4
0.589,0.855,-7.522,1,0.0387,0.0647,0.021,0.296,0.64,132.824,4,pop,5
0.565,0.988,-1.448,1,0.145,0.00664,0.0508,0.0935,0.0316,150.05,4,techno,5
0.641,0.836,-3.952,1,0.196,0.0283,4.17e-06,0.152,0.693,174.971,4,pop,5
0.454,0.948,-4.126,1,0.0831,0.0142,0.0,0.346,0.488,149.094,4,metal,5
0.397,0.975,-3.532,0,0.365,0.00152,0.0,0.118,0.451,192.021,4,metal,5
0.591,0.924,-4.724,0,0.0465,0.00231,0.00435,0.391,0.275,128.175,4,techno,5
0.539,0.939,-8.683,1,0.0466,0.0055,0.00502,0.875,0.543,129.65,4,blues,5
0.53,0.453,-8.94,1,0.0446,0.712,0.898,0.095,0.933,169.852,4,acoustic,3
0.17,0.0154,-33.088,1,0.0453,0.987,0.963,0.107,0.151,93.363,4,classical,1
0.463,0.95,-3.82,1,0.0737,0.00038,0.0,0.0384,0.352,107.178,4,pop,5
0.23,0.766,-3.849,0,0.0398,0.000424,0.838,0.159,0.227,151.106,4,classical,4
0.728,0.266,-7.322,1,0.0293,0.872,1.03e-05,0.114,0.307,115.189,4,acoustic,2
0.273,0.0175,-28.361,0,0.036,0.994,0.906,0.0795,0.118,69.415,3,classical,1
0.462,0.89,-4.853,1,0.0382,2.99e-05,0.00909,0.0685,0.383,155.008,4,metal,5
0.551,0.913,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,4,metal,5
0.58,0.748,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,4,metal,4
0.472,0.929,-4.439,1,0.0412,0.0137,0.0262,0.166,0.0663,100.035,1,techno,5
0.52,0.983,-2.664,1,0.0859,0.000971,0.016,0.419,0.329,95.962,4,metal,5
0.465,0.821,-7.733,1,0.0485,0.00287,4.93e-06,0.0613,0.661,181.556,4,acoustic,5
0.622,0.712,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,4,dance,4
0.672,0.899,-7.581,0,0.07,0.146,6.44e-06,0.164,0.728,128.978,4,techno,5
0.524,0.816,-5.872,1,0.37,0.383,0.0,0.349,0.789,200.031,4,pop,5
0.499,0.302,-15.15,1,0.0495,0.752,0.0266,0.129,0.564,167.075,4,acoustic,2
0.577,0.884,-3.548,0,0.0903,0.00024,0.000262,0.287,0.686,91.026,3,metal,5
0.595,0.85,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,4,pop,5
0.54,0.584,-8.532,1,0.0446,0.08,7.88e-05,0.474,0.659,122.573,4,blues,3
0.494,0.596,-6.641,1,0.0311,0.298,0.0,0.219,0.166,119.971,4,dance,3
0.704,0.81,-4.874,0,0.0425,0.000315,0.0,0.216,0.726,102.98,4,rock,5
0.658,0.538,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,4,country,3
0.183,0.0575,-29.202,1,0.0492,0.971,0.985,0.127,0.0361,81.066,3,classical,1
0.493,0.808,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,metal,5
0.818,0.799,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,dance,4
0.481,0.949,-5.012,1,0.0518,0.0132,0.012,0.283,0.623,125.031,4,pop,5
0.464,0.417,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,rock,3
0.588,0.628,-7.714,1,0.0344,0.539,0.83,0.0968,0.186,88.006,4,jazz,4
0.631,0.437,-11.137,0,0.0344,0.688,0.577,0.118,0.636,95.242,4,jazz,3
0.352,0.357,-12.357,0,0.0297,0.706,0.000192,0.0941,0.268,99.203,4,jazz,2
0.342,0.907,-4.44,1,0.0672,0.0265,2.36e-05,0.206,0.624,157.509,3,rock,5
0.884,0.677,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,4,dance,4
0.41,0.959,-4.563,1,0.0869,0.000324,0.0,0.0766,0.83,193.155,4,pop,5
0.617,0.85,-4.543,1,0.0325,6.39e-05,2.93e-05,0.481,0.589,125.03,4,metal,5
0.256,0.354,-14.584,1,0.0668,0.854,0.0467,0.931,0.33,116.99,4,jazz,2
0.574,0.586,-6.141,1,0.0337,0.354,0.0,0.106,0.26,127.795,4,country,3
0.551,0.643,-6.336,1,0.031,0.12,0.249,0.33,0.611,68.553,4,blues,4
0.518,0.828,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,4,acoustic,5
0.756,0.694,-5.982,1,0.0365,0.378,0.708,0.0452,0.913,93.335,4,jazz,4
0.45,0.895,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577,4,metal,5
0.658,0.125,-15.901,1,0.0323,0.877,0.0,0.287,0.507,106.686,4,acoustic,1
0.58,0.988,-5.577,1,0.0951,0.0443,0.0108,0.0668,0.403,152.347,4,blues,5
0.803,0.776,-8.439,0,0.0445,0.149,0.872,0.138,0.0843,125.003,4,techno,4
0.534,0.966,-3.944,0,0.0582,0.000266,0.382,0.049,0.48,141.998,4,techno,5
0.452,0.873,-4.867,1,0.0613,0.000519,0.0,0.0592,0.433,80.473,4,metal,5
0.553,0.717,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,4,rock,4
0.573,0.929,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,4,metal,5
0.397,0.747,-7.677,0,0.0771,0.121,4.68e-05,0.312,0.766,110.172,3,blues,4
0.805,0.388,-9.806,0,0.339,0.898,0.883,0.105,0.169,80.006,4,jazz,2
0.379,0.716,-4.312,1,0.0326,0.000272,0.00123,0.0786,0.239,92.721,4,metal,4
0.726,0.355,-10.735,1,0.0761,0.837,0.0117,0.105,0.272,105.546,4,jazz,2
0.492,0.126,-18.791,0,0.0353,0.917,0.823,0.141,0.147,106.178,4,jazz,1
0.413,0.807,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,4,dance,5
0.604,0.34,-9.571,0,0.0619,0.3,2.5e-05,0.0896,0.36,127.992,4,jazz,2
0.438,0.47,-7.053,1,0.0257,0.253,1.07e-06,0.301,0.292,83.056,3,country,3
0.738,0.868,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,dance,5
0.599,0.637,-11.208,1,0.0292,0.143,4.1e-05,0.134,0.591,116.042,4,acoustic,4
0.405,0.6,-5.599,1,0.0254,0.00472,2.27e-06,0.29,0.399,92.815,4,blues,3
0.639,0.704,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,4,rock,4
0.624,0.954,-3.678,0,0.101,0.0215,0.606,0.122,0.304,160.084,4,techno,5
0.674,0.608,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,4,pop,4
0.425,0.726,-5.438,1,0.0386,0.0418,0.0157,0.27,0.315,113.085,4,blues,4
0.68,0.687,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,4,dance,4
0.696,0.484,-10.38,0,0.032,0.744,0.912,0.0879,0.598,91.244,4,jazz,3
0.673,0.42,-7.581,1,0.0317,0.112,0.0,0.0897,0.385,108.066,4,dance,3
0.456,0.0329,-23.702,1,0.0532,0.956,7.85e-05,0.152,0.342,82.938,4,jazz,1
0.473,0.867,-8.824,0,0.159,0.00866,0.691,0.0571,0.153,94.09,4,jazz,5
0.316,0.966,-5.3,0,0.0831,0.126,0.315,0.32,0.448,152.754,4,acoustic,5
0.655,0.861,-4.439,1,0.0328,0.0162,0.0163,0.0869,0.894,96.411,4,blues,5
0.442,0.489,-6.157,1,0.0269,0.555,8.87e-06,0.117,0.326,91.179,3,jazz,3
0.443,0.993,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,4,metal,5
0.243,0.171,-17.543,1,0.037,0.814,0.00523,0.102,0.0897,126.599,4,jazz,1
0.571,0.934,-4.22,0,0.0531,0.00316,6.21e-06,0.197,0.409,132.594,4,metal,5
0.487,0.534,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,4,dance,3
0.673,0.841,-3.564,1,0.0557,0.0683,0.0,0.0965,0.94,97.027,4,rock,5
0.29,0.756,-5.408,0,0.039,0.0114,0.148,0.0947,0.546,146.458,3,blues,4
0.5,0.485,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,4,country,3
0.83,0.585,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,dance,3
0.662,0.788,-7.755,0,0.03,0.0308,0.0,0.166,0.616,127.97,4,pop,4
0.405,0.799,-6.615,1,0.0635,0.513,0.375,0.221,0.274,113.991,4,blues,4
0.58,0.702,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4,metal,4
0.447,0.247,-11.988,1,0.0407,0.787,2.29e-06,0.0983,0.198,139.63,4,acoustic,2
0.576,0.864,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,4,metal,5
0.58,0.816,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938,4,country,5
0.421,0.407,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,rock,3
0.755,0.777,-4.173,0,0.0364,0.69,0.177,0.172,0.771,110.035,4,jazz,4
