danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,energy_cat
0.647,0.901,-5.138,1,0.0437,0.0172,1.35e-06,0.0527,0.581,118.957,4,country,5
0.478,0.398,-10.124,1,0.0286,0.0222,0.0183,0.0826,0.371,159.906,3,acoustic,2
0.116,0.059,-26.632,1,0.0446,0.983,0.913,0.152,0.0393,94.137,4,classical,1
0.375,0.244,-15.945,1,0.035,0.789,0.77,0.643,0.785,127.819,4,classical,2
0.793,0.637,-11.994,1,0.093,0.00192,0.796,0.143,0.32,128.001,4,techno,4
0.682,0.945,-3.244,1,0.0587,0.00918,0.712,0.138,0.621,127.989,4,techno,5
0.894,0.791,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4,pop,4
0.28,0.779,-5.104,1,0.0513,0.0435,0.0,0.37,0.345,167.134,4,dance,4
0.676,0.762,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,4,acoustic,4
0.925,0.681,-8.098,0,0.0406,0.0189,0.000102,0.067,0.799,120.007,4,techno,4
0.629,0.559,-8.34,1,0.0321,0.501,0.0,0.26,0.499,114.969,4,rock,3
0.74,0.671,-9.343,1,0.0451,0.00111,0.799,0.277,0.264,111.989,4,techno,4
0.767,0.677,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,4,dance,4
0.357,0.727,-3.708,0,0.0358,0.953,0.615,0.247,0.646,165.785,4,jazz,4
0.209,0.655,-6.038,1,0.0384,0.0138,2.28e-05,0.374,0.182,180.689,4,pop,4
0.623,0.66,-9.175,0,0.0376,0.484,0.918,0.0631,0.562,110.221,4,jazz,4
0.317,0.00558,-31.939,1,0.0427,0.994,0.938,0.136,0.0463,168.635,3,classical,1
0.677,0.298,-12.724,0,0.0471,0.653,6.24e-05,0.121,0.875,142.031,4,blues,2
0.628,0.566,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859,4,dance,3
0.856,0.754,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,4,pop,4
0.741,0.616,-6.686,1,0.034,0.052,5.86e-05,0.0705,0.486,147.008,4,pop,4
0.534,0.724,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846,4,rock,4
0.706,0.713,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,4,pop,4
0.697,0.877,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99,4,rock,5
0.447,0.393,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,3,rock,2
0.661,0.837,-6.539,1,0.0331,0.139,2.15e-05,0.14,0.967,141.042,4,blues,5
0.355,0.919,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,4,metal,5
0.893,0.751,-8.082,0,0.293,0.0096,0.0,0.167,0.508,135.877,4,pop,4
0.724,0.786,-9.393,1,0.0483,0.0138,0.85,0.111,0.0382,109.996,4,techno,4
0.524,0.951,-2.932,0,0.0753,0.000241,1.59e-05,0.335,0.544,125.01,4,rock,5
0.425,0.273,-10.712,0,0.0355,0.745,0.0,0.093,0.365,137.994,4,acoustic,2
0.73,0.504,-13.915,1,0.0477,0.124,0.882,0.107,0.0936,122.013,4,techno,3
0.599,0.47,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,4,dance,3
0.19,0.323,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,4,blues,2
0.767,0.694,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,4,blues,4
0.655,0.779,-7.316,0,0.0495,0.0887,0.841,0.128,0.146,89.995,4,jazz,4
0.653,0.964,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,4,metal,5
0.775,0.795,-7.799,1,0.0339,0.0401,0.000114,0.0425,0.963,116.346,4,rock,4
0.709,0.891,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,4,dance,5
0.476,0.846,-3.544,1,0.0449,0.00815,0.0,0.201,0.192,108.149,4,blues,5
0.205,0.253,-14.943,1,0.0413,0.854,0.954,0.062,0.216,117.075,5,classical,2
0.285,0.86,-5.882,1,0.0537,0.000851,0.0,0.0815,0.209,106.613,3,metal,5
0.753,0.852,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,4,pop,5
0.477,0.94,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,4,metal,5
0.395,0.0826,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,4,jazz,1
0.264,0.785,-8.52,0,0.0685,0.000105,0.2,0.0848,0.593,168.873,4,blues,4
0.834,0.551,-11.13,1,0.0295,0.461,0.135,0.116,0.73,113.843,4,country,3
0.66,0.666,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,4,pop,4
0.602,0.164,-13.504,1,0.046,0.968,0.0,0.0929,0.155,98.499,4,jazz,1
0.736,0.811,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4,rock,5
0.709,0.721,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,4,dance,4
0.546,0.5,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92,4,pop,3
0.408,0.176,-11.212,0,0.0663,0.24,0.0,0.315,0.428,169.041,3,acoustic,1
0.462,0.766,-6.509,0,0.0482,0.814,0.0628,0.137,0.628,127.453,4,blues,4
0.851,0.756,-6.7,0,0.245,0.0492,0.0,0.064,0.448,135.961,4,pop,4
0.52,0.82,-6.023,0,0.145,0.136,0.00813,0.325,0.495,120.883,4,blues,5
0.724,0.509,-12.97,1,0.0446,0.00812,0.395,0.0981,0.0594,99.993,4,jazz,3
0.811,0.266,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,4,pop,2
0.492,0.961,-3.943,1,0.0957,3.14e-05,0.00315,0.122,0.324,129.988,4,metal,5
0.645,0.552,-7.623,1,0.033,0.167,2.33e-05,0.0718,0.214,102.881,4,country,3
0.539,0.16,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,4,country,1
0.684,0.784,-7.308,1,0.026,0.00141,0.508,0.0796,0.767,140.006,4,techno,4
0.272,0.435,-10.096,0,0.0385,0.568,0.00128,0.0879,0.27,78.721,4,acoustic,3
0.795,0.564,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,4,rock,3
0.476,0.84,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,4,country,5
0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,rock,4
0.668,0.558,-11.645,0,0.0414,0.306,0.888,0.0528,0.759,95.123,4,jazz,3
0.596,0.872,-4.925,1,0.0796,0.135,3.23e-06,0.278,0.899,146.734,4,rock,5
0.623,0.438,-9.336,0,0.0475,0.624,0.0,0.0886,0.661,114.283,4,jazz,3
0.882,0.874,-4.518,1,0.141,0.0173,1.84e-06,0.152,0.842,107.88,4,pop,5
0.407,0.916,-5.307,1,0.0907,0.000104,3.64e-05,0.156,0.559,170.046,4,rock,5
0.502,0.279,-7.973,1,0.0318,0.61,0.0,0.166,0.404,118.438,4,acoustic,2
0.864,0.21,-22.485,0,0.0743,0.503,0.879,0.105,0.898,129.93,4,jazz,2
0.0623,0.0116,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,3,classical,1
0.409,0.766,-8.028,0,0.0565,0.000144,0.361,0.269,0.783,122.692,4,blues,4
0.671,0.771,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,4,dance,4
0.716,0.738,-6.347,1,0.0406,0.0018,0.00696,0.113,0.349,129.04,4,blues,4
0.565,0.541,-8.426,1,0.0376,0.193,3.45e-06,0.0582,0.226,82.006,4,country,3
0.502,0.772,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,4,country,4
0.31,0.584,-10.091,1,0.042,0.000827,0.512,0.0528,0.16,86.913,4,metal,3
0.566,0.889,-5.22,1,0.0426,4.3e-05,0.00907,0.292,0.141,127.045,4,metal,5
0.55,0.514,-7.348,1,0.0265,0.118,0.0,0.0906,0.311,138.105,4,country,3
0.59,0.396,-12.62,1,0.0411,0.829,0.0207,0.28,0.518,99.971,3,jazz,2
0.494,0.634,-4.933,1,0.0282,0.259,1.15e-06,0.109,0.28,156.03,4,country,4
0.562,0.683,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003,4,country,4
0.119,0.00363,-34.548,1,0.0425,0.934,0.236,0.205,0.0367,76.089,4,classical,1
0.545,0.947,-4.117,1,0.268,0.014,3.05e-05,0.545,0.46,175.999,4,metal,5
0.241,0.122,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,4,classical,1
0.689,0.0783,-23.226,1,0.787,0.914,0.0,0.699,0.47,84.627,1,acoustic,1
0.275,0.216,-14.504,1,0.0493,0.896,0.0,0.231,0.0551,95.421,5,acoustic,2
0.655,0.807,-7.674,1,0.0309,0.0056,2.42e-05,0.159,0.73,120.781,4,country,5
0.572,0.529,-6.897,1,0.0282,0.146,0.0,0.335,0.321,139.876,4,country,3
0.36,0.0339,-28.417,1,0.0489,0.987,0.901,0.101,0.2,103.524,4,classical,1
0.441,0.815,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007,4,metal,5
0.584,0.781,-7.547,1,0.0441,0.331,0.944,0.0896,0.903,126.9,4,jazz,4
0.711,0.937,-5.314,1,0.0351,0.146,0.763,0.324,0.57,134.21,4,techno,5
0.354,0.0322,-27.492,0,0.0435,0.992,0.955,0.104,0.0638,67.872,4,classical,1
0.726,0.787,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4,pop,4
0.384,0.765,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,4,pop,4
0.382,0.996,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,4,metal,5
0.767,0.694,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,4,blues,4
0.347,0.0169,-29.461,1,0.0379,0.995,0.895,0.0859,0.116,68.711,3,classical,1
0.509,0.781,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4,techno,4
0.119,0.369,-15.537,1,0.0529,0.9,0.784,0.14,0.0431,75.039,5,classical,2
0.727,0.626,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4,country,4
0.593,0.98,-3.875,0,0.0305,0.00287,3.16e-05,0.208,0.864,134.714,4,techno,5
0.744,0.619,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4,pop,4
0.814,0.569,-5.277,0,0.116,0.000245,0.422,0.0753,0.612,130.001,4,techno,3
0.486,0.765,-4.23,0,0.128,0.0239,3.02e-05,0.11,0.386,141.933,4,blues,4
0.461,0.653,-8.617,1,0.327,0.158,0.0,0.197,0.588,81.628,1,dance,4
0.465,0.253,-11.032,1,0.0313,0.59,0.0,0.255,0.383,96.123,4,blues,2
0.775,0.931,-3.814,1,0.0406,0.0163,0.000408,0.119,0.698,122.039,4,blues,5
0.612,0.824,-4.758,1,0.0478,0.013,0.0,0.288,0.586,82.017,4,rock,5
0.463,0.704,-7.456,0,0.0411,0.26,0.000648,0.554,0.882,112.145,4,acoustic,4
0.659,0.667,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,4,dance,4
0.594,0.00544,-35.422,1,0.07,0.995,0.952,0.0814,0.314,76.497,3,classical,1
0.698,0.828,-5.506,1,0.0502,0.308,0.0,0.0314,0.638,88.189,4,jazz,5
0.552,0.531,-6.767,1,0.125,0.656,5.21e-05,0.11,0.324,91.573,4,jazz,3
0.596,0.679,-3.881,0,0.0324,0.18,0.0,0.0938,0.746,110.464,4,rock,4
0.51,0.931,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4,pop,5
0.3,0.884,-3.836,1,0.0504,0.000553,0.0,0.065,0.407,160.011,4,classical,5
0.483,0.575,-6.077,0,0.0367,0.0714,0.0,0.34,0.41,101.97,4,metal,3
0.535,0.983,-5.011,1,0.0798,9.86e-05,6.45e-06,0.0803,0.385,76.522,4,metal,5
0.503,0.705,-10.006,0,0.0445,0.163,0.111,0.0637,0.537,96.853,4,jazz,4
0.445,0.953,-2.463,0,0.0704,0.0106,0.0,0.281,0.475,172.063,4,metal,5
0.666,0.421,-8.553,0,0.0421,0.535,0.0143,0.112,0.435,79.918,4,acoustic,3
0.376,0.944,-4.053,1,0.174,0.000101,1.18e-06,0.313,0.453,176.021,4,metal,5
0.555,0.639,-6.832,1,0.033,0.137,1.99e-05,0.0733,0.518,125.77,4,rock,4
0.773,0.511,-10.256,0,0.0731,0.453,0.903,0.0428,0.86,90.058,4,jazz,3
0.567,0.58,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,4,dance,3
0.409,0.765,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,4,country,4
0.688,0.556,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,4,dance,3
0.495,0.965,-4.717,1,0.0578,3.72e-05,0.000188,0.304,0.43,101.069,4,pop,5
0.489,0.327,-12.523,1,0.0285,0.712,0.0012,0.135,0.282,99.544,4,country,2
0.745,0.805,-5.549,1,0.0307,0.0223,1.06e-06,0.13,0.765,126.065,4,country,5
0.578,0.997,-5.45,0,0.066,0.0605,0.886,0.0858,0.188,138.0,4,techno,5
0.438,0.477,-7.649,1,0.031,0.243,7.8e-06,0.183,0.176,137.645,4,rock,3
0.355,0.713,-5.169,1,0.0473,0.0495,1.97e-05,0.35,0.192,169.979,4,pop,4
0.641,0.762,-4.355,1,0.0451,0.0904,1.26e-06,0.101,0.647,127.514,4,country,4
0.397,0.312,-10.504,1,0.0307,0.772,0.0,0.117,0.141,179.605,4,acoustic,2
0.0769,0.0846,-25.997,1,0.045,0.922,0.929,0.113,0.0586,176.329,4,classical,1
0.521,0.241,-10.866,1,0.0424,0.533,0.000184,0.129,0.0982,120.301,4,acoustic,2
0.713,0.802,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,dance,5
0.531,0.808,-7.299,1,0.0627,0.000371,4.21e-06,0.219,0.676,130.069,4,pop,5
0.532,0.854,-4.766,1,0.0886,0.0419,0.0,0.122,0.533,154.374,4,acoustic,5
0.66,0.768,-8.205,0,0.0759,0.000159,0.595,0.284,0.296,128.06,4,pop,4
0.353,0.405,-10.785,0,0.0365,0.464,0.000422,0.109,0.242,96.014,1,acoustic,3
0.247,0.0639,-25.269,1,0.039,0.966,0.681,0.115,0.232,173.092,3,classical,1
0.773,0.747,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,4,dance,4
0.503,0.671,-5.717,1,0.0284,0.093,3.37e-05,0.176,0.381,140.115,4,country,4
0.421,0.873,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,4,pop,5
0.885,0.581,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,4,pop,3
0.595,0.896,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,4,rock,5
0.873,0.465,-8.95,0,0.0618,0.245,0.307,0.134,0.729,89.982,4,jazz,3
0.625,0.85,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,4,pop,5
0.778,0.824,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,pop,5
0.744,0.273,-14.149,1,0.0351,0.748,0.0255,0.11,0.194,138.016,4,acoustic,2
0.507,0.85,-5.679,1,0.0472,0.378,0.0,0.0567,0.847,171.8,4,country,5
0.884,0.26,-13.995,0,0.172,0.283,0.00188,0.11,0.377,125.948,4,techno,2
0.767,0.733,-9.414,0,0.0476,0.22,0.502,0.0346,0.82,116.991,4,jazz,4
0.742,0.363,-8.188,1,0.0282,0.671,1.43e-06,0.145,0.351,130.921,3,country,2
0.725,0.4,-10.934,1,0.077,0.275,2.93e-06,0.0829,0.65,88.131,4,acoustic,2
0.587,0.252,-14.222,1,0.0384,0.651,0.136,0.104,0.386,73.919,4,blues,2
0.541,0.916,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,4,metal,5
0.272,0.00397,-31.601,0,0.0475,0.992,0.9,0.0763,0.19,72.059,4,classical,1
0.581,0.441,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,4,rock,3
0.605,0.31,-9.172,1,0.0272,0.742,1.33e-05,0.11,0.399,105.85,4,jazz,2
0.631,0.547,-11.439,1,0.0321,0.274,0.000927,0.105,0.859,153.998,4,country,3
0.699,0.713,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,dance,4
0.539,0.746,-5.242,0,0.036,0.00324,5.08e-06,0.085,0.287,118.994,4,metal,4
0.418,0.924,-2.386,0,0.0562,0.544,0.0964,0.157,0.351,92.981,4,acoustic,5
0.385,0.425,-6.144,1,0.0305,0.715,0.0,0.131,0.53,126.162,4,rock,3
0.816,0.211,-18.026,1,0.103,0.295,0.904,0.266,0.423,118.0,4,techno,2
0.658,0.51,-7.823,1,0.0443,0.447,0.0,0.628,0.568,115.045,4,pop,3
0.356,0.982,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,4,rock,5
0.748,0.558,-9.648,1,0.0462,0.00175,0.913,0.102,0.134,124.007,4,techno,3
0.252,0.0578,-26.184,1,0.0518,0.953,0.0163,0.0721,0.0391,108.013,4,classical,1
0.632,0.804,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,4,country,5
0.333,0.412,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,4,country,3
0.452,0.592,-9.568,1,0.062,0.334,0.000648,0.265,0.677,153.854,4,blues,3
0.367,0.917,-4.285,0,0.0475,2.09e-06,0.00238,0.193,0.462,88.904,4,classical,5
0.388,0.122,-22.312,1,0.0446,0.952,0.48,0.0538,0.591,153.204,3,classical,1
0.477,0.348,-14.586,1,0.0335,0.931,0.949,0.11,0.0867,117.94,4,classical,2
0.686,0.917,-3.06,0,0.151,0.104,1.44e-06,0.444,0.387,119.979,4,dance,5
0.686,0.991,-5.937,0,0.0334,0.0307,0.889,0.861,0.587,138.231,4,techno,5
0.499,0.883,-4.742,1,0.0451,0.0689,0.0,0.163,0.533,138.801,4,country,5
0.473,0.67,-7.756,1,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,4,jazz,4
0.457,0.488,-7.727,1,0.0302,0.337,1.69e-05,0.156,0.492,157.951,3,acoustic,3
0.477,0.377,-6.054,1,0.032,0.836,0.0,0.117,0.453,131.593,4,jazz,2
0.777,0.497,-6.846,0,0.056,0.256,0.0,0.295,0.465,96.994,4,dance,3
0.327,0.145,-20.443,1,0.0397,0.945,0.884,0.091,0.136,178.966,1,jazz,1
0.545,0.289,-15.626,1,0.0325,0.778,0.365,0.718,0.308,102.006,4,blues,2
0.679,0.729,-9.718,1,0.0389,0.295,6.4e-06,0.129,0.93,108.263,4,rock,4
0.532,0.47,-8.643,1,0.0477,0.284,0.0,0.0725,0.768,128.99,4,acoustic,3
0.534,0.802,-7.626,1,0.333,0.0507,0.513,0.108,0.342,123.834,4,techno,5
0.517,0.481,-8.273,1,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51,4,rock,3
0.431,0.95,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,4,pop,5
0.693,0.823,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,4,rock,5
0.336,0.91,-5.836,0,0.335,0.000417,0.0,0.0984,0.287,199.964,4,metal,5
0.75,0.978,-7.416,0,0.0381,0.127,0.953,0.0863,0.788,133.019,4,techno,5
0.438,0.94,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3,rock,5
0.499,0.581,-12.3,1,0.0694,0.111,0.167,0.11,0.0539,118.08,4,techno,3
0.856,0.609,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,pop,4
0.724,0.943,-7.858,1,0.0419,3.04e-05,0.834,0.038,0.836,120.016,4,jazz,5
0.35,0.734,-9.182,0,0.0452,0.011,0.000371,0.785,0.579,132.664,4,rock,4
0.205,0.0525,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,4,classical,1
0.554,0.74,-7.706,1,0.0799,0.693,7.19e-05,0.225,0.803,133.363,4,blues,4
0.424,0.279,-11.061,0,0.0308,0.784,6.62e-05,0.118,0.193,66.818,3,blues,2
0.498,0.487,-10.417,0,0.0883,0.666,2.63e-05,0.107,0.779,133.807,4,jazz,3
0.506,0.88,-5.005,0,0.0523,0.00256,0.266,0.191,0.283,132.162,4,blues,5
0.492,0.646,-5.334,0,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,4,metal,4
0.578,0.742,-5.494,1,0.026,0.00511,3.52e-06,0.117,0.2,107.028,4,acoustic,4
0.386,0.075,-14.124,0,0.0348,0.985,0.904,0.0869,0.23,96.76,4,jazz,1
0.434,0.653,-6.969,0,0.0324,0.693,0.0421,0.177,0.625,105.09,4,blues,4
0.527,0.461,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,3,country,3
0.61,0.61,-7.071,1,0.0337,0.0117,0.0,0.134,0.442,82.523,4,blues,4
0.743,0.446,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,blues,3
0.896,0.684,-6.099,1,0.0731,0.0461,0.051,0.164,0.686,99.995,4,jazz,4
0.2,0.863,-3.424,1,0.0626,0.000651,0.0,0.339,0.468,93.977,3,metal,5
0.847,0.59,-6.301,1,0.133,0.059,0.0,0.0822,0.595,97.014,4,dance,3
0.384,0.319,-15.107,1,0.0443,0.88,0.87,0.136,0.546,128.12,3,acoustic,2
0.526,0.0344,-27.855,0,0.11,0.996,0.924,0.118,0.208,67.101,4,classical,1
0.137,0.0625,-22.77,1,0.04,0.941,0.926,0.277,0.0365,87.682,3,classical,1
0.693,0.509,-11.376,1,0.0289,0.513,0.0,0.378,0.751,132.338,4,rock,3
0.246,0.258,-11.691,1,0.0307,0.912,2.07e-05,0.105,0.295,94.946,3,acoustic,2
0.515,0.554,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,4,rock,3
0.374,0.925,-2.413,0,0.0852,0.0695,0.456,0.262,0.525,115.657,4,blues,5
0.777,0.493,-6.516,1,0.126,0.181,0.0,0.108,0.82,134.086,4,dance,3
0.666,0.423,-8.012,1,0.043,0.494,0.0,0.106,0.154,129.89,4,dance,3
0.844,0.603,-8.527,0,0.0568,0.556,0.881,0.131,0.724,103.648,4,jazz,4
0.547,0.878,-4.224,1,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,4,country,5
0.373,0.108,-16.105,1,0.0286,0.668,0.756,0.168,0.354,72.118,4,jazz,1
0.569,0.489,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,4,jazz,3
0.705,0.735,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,4,rock,4
0.5,0.552,-7.888,1,0.0413,0.466,0.00221,0.108,0.209,83.81,4,blues,3
0.583,0.0819,-15.249,1,0.04,0.869,0.0,0.103,0.167,79.385,4,country,1
0.463,0.928,-4.559,0,0.183,0.00187,1.76e-05,0.321,0.641,122.742,4,techno,5
0.427,0.06,-19.714,0,0.0457,0.991,0.938,0.0908,0.0384,135.54,4,classical,1
0.68,0.589,-10.01,1,0.0247,0.152,0.0,0.378,0.696,93.865,4,country,3
0.579,0.981,-7.433,1,0.0994,0.00991,3.22e-05,0.515,0.276,142.025,4,techno,5
0.52,0.237,-10.292,1,0.0302,0.87,0.0,0.122,0.574,105.711,4,jazz,2
0.183,0.131,-17.785,0,0.0401,0.785,0.899,0.121,0.0543,111.851,4,classical,1
0.688,0.731,-8.297,0,0.0754,0.412,0.432,0.112,0.774,167.153,4,jazz,4
0.6,0.939,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,4,pop,5
0.719,0.847,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,4,dance,5
0.602,0.477,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,4,country,3
0.852,0.551,-4.951,1,0.0416,0.0146,0.0,0.0898,0.85,134.061,4,dance,3
0.851,0.425,-12.978,1,0.0949,0.141,0.9,0.196,0.161,128.013,4,techno,3
0.235,0.78,-6.764,1,0.0401,0.000296,0.0194,0.12,0.563,186.923,4,blues,4
0.453,0.953,-3.058,0,0.152,1.67e-05,0.0825,0.106,0.446,142.96,4,blues,5
0.415,0.126,-18.253,1,0.0578,0.962,0.77,0.0985,0.237,177.535,3,jazz,1
0.609,0.801,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,4,techno,5
0.371,0.921,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,4,blues,5
0.502,0.749,-6.772,1,0.0438,0.0182,2.19e-05,0.947,0.33,101.996,4,rock,4
0.296,0.0383,-31.888,0,0.0337,0.734,0.711,0.133,0.168,124.621,4,classical,1
0.439,0.756,-7.028,1,0.0381,0.212,0.0,0.122,0.443,123.745,4,rock,4
0.488,0.842,-5.926,1,0.0469,0.0116,0.00127,0.146,0.41,90.003,4,rock,5
0.639,0.981,-7.371,1,0.0489,0.0329,0.743,0.33,0.403,140.979,4,techno,5
0.558,0.719,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,4,rock,4
0.39,0.958,-4.455,0,0.0622,5.67e-05,0.0437,0.121,0.348,167.045,4,metal,5
0.525,0.693,-6.972,1,0.0327,0.046,9.55e-06,0.247,0.363,107.012,4,country,4
0.809,0.463,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,4,pop,3
0.443,0.517,-10.019,0,0.0542,0.0372,0.895,0.0702,0.0739,123.978,4,techno,3
0.644,0.97,-5.184,1,0.0743,0.00188,0.032,0.0796,0.777,74.987,4,techno,5
0.417,0.63,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,4,blues,4
0.389,0.762,-5.45,0,0.0368,0.501,0.0159,0.123,0.583,143.433,4,blues,4
0.541,0.552,-6.657,1,0.0352,0.472,8.52e-05,0.068,0.473,77.47,1,acoustic,3
0.661,0.66,-9.061,1,0.0373,0.0257,0.00977,0.256,0.814,120.617,4,country,4
0.578,0.882,-6.354,1,0.044,0.000121,0.479,0.284,0.623,125.603,4,pop,5
0.544,0.796,-4.065,0,0.0291,0.657,0.00438,0.208,0.748,96.321,4,jazz,4
0.328,0.939,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,4,metal,5
0.597,0.517,-12.61,1,0.0292,0.405,0.0011,0.121,0.555,124.417,4,blues,3
0.472,0.72,-7.719,0,0.0383,0.0658,0.9,0.284,0.36,149.97,1,jazz,4
0.418,0.109,-14.113,1,0.0409,0.995,0.00379,0.12,0.227,116.913,3,blues,1
0.438,0.636,-4.941,1,0.0404,0.000984,0.0,0.171,0.689,173.258,4,blues,4
0.326,0.0993,-22.496,1,0.072,0.988,0.916,0.108,0.417,137.274,1,classical,1
0.637,0.432,-19.523,0,0.0664,0.609,0.943,0.112,0.0333,99.208,4,techno,3
0.539,0.443,-7.079,1,0.0366,0.575,1.26e-05,0.137,0.409,147.789,4,jazz,3
0.713,0.639,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,4,jazz,4
0.512,0.841,-3.8,1,0.0309,0.0424,0.000257,0.113,0.33,156.077,4,country,5
0.418,0.299,-10.791,1,0.0369,0.933,0.000215,0.111,0.43,112.414,4,acoustic,2
0.327,0.168,-13.988,0,0.0499,0.912,0.0245,0.0973,0.0999,76.779,4,acoustic,1
0.419,0.269,-9.388,1,0.0356,0.626,1.83e-05,0.116,0.152,121.695,4,acoustic,2
0.463,0.222,-18.379,1,0.21,0.692,0.876,0.0975,0.194,175.732,4,techno,2
0.373,0.737,-5.282,1,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,4,metal,4
