danceability,key,mode,speechiness,liveness,tempo,time_signature,genre
0.421,2,1,0.0302,0.0857,90.913,4,acoustic
0.469,0,1,0.0454,0.103,181.027,4,acoustic
0.62,11,1,0.0312,0.0835,109.988,4,acoustic
0.766,7,1,0.0394,0.261,104.03,4,acoustic
0.575,9,1,0.0356,0.0572,137.977,4,acoustic
0.515,7,1,0.031,0.0961,153.046,4,acoustic
0.308,7,1,0.0316,0.1,87.493,4,acoustic
0.492,1,1,0.0302,0.111,126.434,4,acoustic
0.472,9,0,0.029,0.145,110.081,4,acoustic
0.733,7,1,0.0476,0.0948,110.037,4,acoustic
0.503,3,1,0.0272,0.128,136.135,4,acoustic
0.539,2,1,0.133,0.124,95.644,4,acoustic
0.708,7,1,0.0439,0.0912,92.488,4,acoustic
0.672,5,1,0.0253,0.1,102.977,4,acoustic
0.512,9,1,0.046,0.14,76.418,4,acoustic
0.523,11,0,0.0292,0.0922,122.571,4,acoustic
0.459,8,0,0.0285,0.291,127.967,4,acoustic
0.448,6,1,0.0386,0.697,104.8,4,acoustic
0.565,4,1,0.126,0.0743,165.087,4,acoustic
0.573,6,1,0.0305,0.114,100.024,4,acoustic
0.612,6,1,0.0317,0.188,106.982,4,acoustic
0.484,5,1,0.0298,0.15,139.966,3,acoustic
0.618,0,1,0.042,0.177,99.182,4,acoustic
0.558,9,1,0.137,0.0652,129.91,4,acoustic
0.683,2,1,0.0362,0.156,92.012,4,acoustic
0.651,7,1,0.0553,0.127,149.955,4,acoustic
0.622,9,1,0.0302,0.0975,130.546,3,acoustic
0.384,7,1,0.0283,0.112,74.872,4,acoustic
0.471,2,1,0.0524,0.335,80.01,4,acoustic
0.597,2,1,0.0343,0.147,90.023,4,acoustic
0.406,1,0,0.253,0.104,160.103,4,acoustic
0.298,0,1,0.046,0.0718,112.239,4,acoustic
0.424,9,0,0.0444,0.739,69.045,4,acoustic
0.444,0,0,0.0547,0.115,114.295,3,acoustic
0.694,1,1,0.0294,0.19,98.984,4,acoustic
0.462,4,0,0.0293,0.422,99.243,4,acoustic
0.539,9,1,0.0369,0.105,151.001,4,acoustic
0.502,2,1,0.0266,0.0728,78.046,4,acoustic
0.512,7,1,0.0419,0.138,171.975,4,acoustic
0.74,8,1,0.0251,0.177,110.017,4,acoustic
0.644,0,1,0.0367,0.943,112.056,4,acoustic
0.356,2,1,0.068,0.0997,166.3,4,blues
0.495,9,1,0.926,0.641,78.443,3,blues
0.505,0,1,0.0475,0.069,130.121,4,blues
0.43,6,0,0.0318,0.7,106.656,4,blues
0.365,2,1,0.0418,0.106,95.163,4,blues
0.46,11,1,0.0332,0.708,109.67,4,blues
0.457,9,1,0.0295,0.0711,105.111,4,blues
0.625,4,1,0.0402,0.855,106.671,4,blues
0.447,9,1,0.035,0.11,152.058,4,blues
0.508,4,1,0.0401,0.939,107.527,4,blues
0.471,1,1,0.0822,0.811,150.719,4,blues
0.154,7,1,0.111,0.368,205.478,4,blues
0.642,3,1,0.028,0.354,100.644,4,blues
0.677,6,1,0.0611,0.0581,127.971,4,blues
0.445,2,1,0.054,0.164,109.482,4,blues
0.511,2,0,0.0473,0.221,79.963,4,blues
0.757,2,1,0.0291,0.141,111.64,4,blues
0.393,9,1,0.0332,0.201,112.657,3,blues
0.638,7,0,0.039,0.335,143.984,4,blues
0.464,9,1,0.0342,0.128,117.531,4,blues
0.483,7,1,0.0376,0.0865,90.742,4,blues
0.439,2,1,0.0469,0.173,109.309,4,blues
0.515,2,1,0.0597,0.046,109.911,4,blues
0.734,9,1,0.0375,0.198,85.672,4,blues
0.236,10,0,0.0393,0.109,171.402,3,blues
0.622,9,1,0.0302,0.0975,130.546,3,blues
0.55,10,1,0.0385,0.957,103.466,4,blues
0.406,0,0,0.103,0.0726,93.274,4,blues
0.449,2,1,0.0297,0.452,144.185,3,blues
0.503,5,1,0.0357,0.44,120.998,4,blues
0.529,2,1,0.0453,0.954,89.906,4,blues
0.417,0,1,0.116,0.1,79.82,4,blues
0.486,1,1,0.0372,0.131,132.044,4,blues
0.558,9,1,0.0304,0.352,69.566,4,blues
0.556,4,0,0.0423,0.218,132.33,4,blues
0.778,0,1,0.0297,0.14,104.728,4,blues
0.392,10,0,0.196,0.131,90.515,4,blues
0.557,11,0,0.0268,0.156,104.636,4,blues
0.594,2,1,0.0391,0.577,152.936,4,blues
0.695,0,1,0.173,0.0481,150.368,4,blues
0.598,0,1,0.0249,0.356,87.994,4,blues
0.574,2,1,0.0268,0.172,79.967,4,blues
0.687,2,1,0.0515,0.327,84.969,4,blues
0.522,6,1,0.0452,0.203,85.548,4,blues
0.604,5,1,0.305,0.0766,84.691,4,blues
0.387,0,0,0.0276,0.107,104.281,3,blues
0.426,3,0,0.0396,0.113,170.501,4,blues
0.162,0,0,0.132,0.245,193.174,4,blues
0.835,0,0,0.037,0.119,110.979,4,blues
0.708,7,1,0.071,0.0411,100.034,4,blues
0.279,8,1,0.0406,0.104,136.732,3,classical
0.334,4,0,0.0355,0.0968,60.171,4,classical
0.0694,3,1,0.0482,0.0739,73.566,4,classical
0.287,9,1,0.0541,0.09,145.703,4,classical
0.242,7,0,0.0483,0.0771,72.645,3,classical
0.477,2,1,0.0335,0.11,117.94,4,classical
0.351,7,0,0.0615,0.0902,71.266,4,classical
0.341,2,1,0.0388,0.113,76.382,1,classical
0.181,2,1,0.0404,0.0987,71.623,3,classical
0.225,7,1,0.0421,0.0708,60.829,3,classical
0.309,3,1,0.041,0.0979,72.915,3,classical
0.142,7,1,0.0377,0.115,92.621,3,classical
0.203,1,1,0.0405,0.111,74.253,4,classical
0.538,8,1,0.0399,0.109,59.173,4,classical
0.0818,0,0,0.0409,0.104,172.879,3,classical
0.557,8,1,0.0542,0.145,112.819,4,classical
0.277,2,1,0.0545,0.0712,131.571,3,classical
0.28,8,0,0.0367,0.0762,87.953,4,classical
0.167,2,1,0.0357,0.757,88.113,4,classical
0.323,4,0,0.0343,0.171,112.378,4,classical
0.189,9,0,0.0414,0.0957,100.968,4,classical
0.437,0,1,0.0369,0.0845,140.478,4,classical
0.287,0,1,0.0381,0.0876,150.269,3,classical
0.0804,11,1,0.04,0.119,82.14,3,classical
0.144,10,1,0.0399,0.0758,99.435,4,classical
0.231,0,0,0.0351,0.112,134.312,4,classical
0.287,4,0,0.0406,0.0987,101.679,4,classical
0.484,7,0,0.0753,0.276,122.012,4,classical
0.261,5,0,0.0409,0.0903,150.136,4,classical
0.213,9,0,0.0419,0.0704,171.927,4,classical
0.192,10,1,0.038,0.0485,87.354,4,classical
0.356,4,1,0.0406,0.0807,132.413,4,classical
0.465,2,1,0.0447,0.108,147.973,4,classical
0.332,2,1,0.0501,0.0955,117.9,3,classical
0.308,3,0,0.0377,0.0871,67.191,3,classical
0.234,11,1,0.0373,0.0854,101.636,3,classical
0.0709,1,1,0.0435,0.0924,76.646,3,classical
0.129,7,1,0.0397,0.954,68.762,4,classical
0.292,7,1,0.0372,0.1,87.91,3,classical
0.387,1,1,0.0477,0.0906,97.176,4,classical
0.392,5,1,0.0655,0.0688,63.424,4,classical
0.25,10,1,0.0436,0.123,109.384,4,classical
0.443,8,1,0.0501,0.166,102.632,4,classical
0.315,7,1,0.0422,0.0974,71.646,4,classical
0.544,5,1,0.0683,0.0854,144.33,4,classical
0.187,6,1,0.0362,0.109,67.144,4,classical
0.501,7,1,0.0567,0.106,89.143,3,classical
0.291,11,1,0.0439,0.296,125.103,3,classical
0.35,0,0,0.0547,0.0736,76.023,3,classical
0.139,7,1,0.0352,0.0775,88.27,4,classical
0.692,2,1,0.0255,0.185,104.023,4,country
0.366,4,1,0.031,0.271,151.343,3,country
0.546,7,1,0.0319,0.0841,151.914,4,country
0.626,0,1,0.0318,0.293,113.044,4,country
0.599,4,1,0.0402,0.196,172.017,4,country
0.421,0,1,0.0298,0.0816,169.784,4,country
0.768,4,0,0.0616,0.139,111.989,4,country
0.645,2,1,0.0462,0.0834,105.97,4,country
0.495,0,1,0.0351,0.1,208.067,4,country
0.441,11,1,0.0363,0.109,141.733,4,country
0.485,8,1,0.0288,0.0977,151.948,4,country
0.595,6,1,0.034,0.109,121.943,4,country
0.645,2,1,0.0462,0.0834,105.97,4,country
0.481,4,1,0.0385,0.121,205.57,4,country
0.581,3,1,0.0783,0.0871,169.902,4,country
0.562,8,1,0.0387,0.112,103.029,4,country
0.548,4,0,0.0247,0.164,74.956,4,country
0.535,4,1,0.0901,0.209,164.17,4,country
0.536,2,1,0.0337,0.0876,147.93,4,country
0.483,2,1,0.0314,0.405,151.977,4,country
0.605,7,1,0.0261,0.095,73.986,1,country
0.565,3,1,0.0299,0.0975,91.996,4,country
0.616,9,0,0.0278,0.228,111.934,4,country
0.596,6,1,0.0369,0.116,127.93,4,country
0.593,1,1,0.0307,0.0998,142.881,4,country
0.558,9,1,0.0449,0.173,143.971,4,country
0.374,11,1,0.0325,0.219,74.234,4,country
0.523,9,0,0.0274,0.133,129.95,4,country
0.497,9,1,0.0306,0.103,172.126,4,country
0.485,5,1,0.0327,0.225,140.781,4,country
0.655,6,1,0.0406,0.118,132.226,4,country
0.519,6,1,0.03,0.166,129.862,4,country
0.597,7,1,0.0333,0.102,133.23,3,country
0.626,7,1,0.0257,0.0986,97.946,4,country
0.668,1,1,0.0267,0.113,105.945,4,country
0.708,6,0,0.0266,0.361,95.031,4,country
0.566,6,1,0.0279,0.107,158.119,4,country
0.62,1,1,0.0308,0.279,90.038,4,country
0.571,5,0,0.0365,0.316,115.013,4,country
0.62,1,1,0.0308,0.279,90.038,4,country
0.655,2,1,0.0265,0.139,92.014,4,country
0.616,9,0,0.0278,0.228,111.934,4,country
0.475,5,1,0.0413,0.0873,151.988,4,country
0.576,1,1,0.033,0.13,137.232,4,country
0.558,6,1,0.0291,0.0758,139.985,4,country
0.464,5,1,0.0497,0.31,87.858,4,country
0.663,0,1,0.0395,0.233,129.983,4,country
0.605,0,1,0.0234,0.188,89.991,4,country
0.505,1,1,0.0479,0.101,181.085,3,country
0.58,7,1,0.0345,0.105,136.318,3,country
0.646,9,1,0.0976,0.267,89.99,4,dance
0.671,8,1,0.161,0.298,129.024,4,dance
0.747,11,0,0.075,0.251,125.008,4,dance
0.686,4,1,0.119,0.163,99.978,4,dance
0.576,2,1,0.0486,0.082,150.017,4,dance
0.421,10,1,0.0267,0.11,139.028,3,dance
0.858,1,0,0.0469,0.0741,117.009,4,dance
0.604,0,0,0.103,0.127,126.06,4,dance
0.734,1,1,0.0383,0.108,127.986,4,dance
0.75,5,0,0.142,0.266,129.993,4,dance
0.767,11,0,0.184,0.144,146.155,4,dance
0.652,0,1,0.0887,0.604,94.1,4,dance
0.674,0,1,0.0376,0.145,90.01,4,dance
0.578,6,0,0.0548,0.14,149.976,4,dance
0.757,7,1,0.0355,0.0445,126.977,4,dance
0.587,11,1,0.161,0.331,123.907,4,dance
0.684,2,0,0.0675,0.271,164.02,4,dance
0.682,4,1,0.0479,0.149,101.019,4,dance
0.722,7,0,0.0639,0.108,126.885,4,dance
0.562,0,1,0.0475,0.112,116.044,4,dance
0.668,7,0,0.0535,0.0385,131.959,4,dance
0.413,11,0,0.318,0.631,149.33,4,dance
0.584,1,0,0.0343,0.309,126.04,4,dance
0.67,0,0,0.0499,0.335,120.05,4,dance
0.664,3,1,0.0396,0.228,129.873,4,dance
0.651,6,1,0.0487,0.144,123.008,4,dance
0.608,2,1,0.0285,0.157,127.885,4,dance
0.733,0,1,0.143,0.372,127.086,4,dance
0.73,3,0,0.0496,0.0691,130.0,4,dance
0.63,10,1,0.0544,0.181,142.051,4,dance
0.683,5,0,0.251,0.33,159.96,4,dance
0.719,0,0,0.0916,0.221,127.963,4,dance
0.672,11,0,0.0589,0.0811,163.984,4,dance
0.72,4,0,0.0511,0.14,127.004,4,dance
0.595,10,0,0.0884,0.259,128.024,4,dance
0.622,7,1,0.0542,0.174,79.932,4,dance
0.668,1,0,0.0605,0.104,91.993,4,dance
0.692,1,1,0.11,0.0787,73.987,4,dance
0.742,1,1,0.0552,0.354,101.002,4,dance
0.707,7,1,0.316,0.191,130.021,4,dance
0.545,6,1,0.0324,0.0894,99.099,4,dance
0.581,9,1,0.0401,0.11,127.952,4,dance
0.583,11,1,0.0318,0.0451,89.993,4,dance
0.744,9,0,0.0418,0.105,140.889,4,dance
0.661,10,0,0.0744,0.355,131.001,4,dance
0.638,5,1,0.182,0.277,175.038,4,dance
0.396,9,1,0.0287,0.183,173.794,4,dance
0.527,1,0,0.062,0.0798,155.99,4,dance
0.653,9,1,0.0623,0.443,160.048,4,dance
0.691,8,0,0.0535,0.331,130.072,4,dance
0.471,1,1,0.0822,0.811,150.719,4,jazz
0.422,3,1,0.0487,0.713,139.312,1,jazz
0.372,7,1,0.0357,0.158,137.995,4,jazz
0.7,1,1,0.0324,0.22,144.035,4,jazz
0.339,4,1,0.0375,0.341,94.775,3,jazz
0.704,5,0,0.0607,0.192,84.475,4,jazz
0.801,11,1,0.132,0.141,94.0,4,jazz
0.409,2,1,0.0453,0.0559,78.136,4,jazz
0.761,4,0,0.0403,0.0791,98.989,3,jazz
0.68,3,0,0.032,0.0787,115.963,4,jazz
0.51,7,1,0.0345,0.0916,129.408,4,jazz
0.783,8,1,0.119,0.168,83.003,4,jazz
0.401,3,1,0.0354,0.118,86.604,4,jazz
0.647,7,1,0.0428,0.0882,151.251,4,jazz
0.342,1,1,0.0277,0.152,94.746,3,jazz
0.831,1,0,0.0984,0.0955,99.994,4,jazz
0.449,2,1,0.0297,0.452,144.185,3,jazz
0.573,9,0,0.039,0.0618,100.416,4,jazz
0.641,10,1,0.0331,0.147,113.323,4,jazz
0.517,5,0,0.0404,0.21,94.734,4,jazz
0.59,0,1,0.0411,0.28,99.971,3,jazz
0.282,7,1,0.0315,0.159,83.13,4,jazz
0.445,3,1,0.0397,0.121,117.283,4,jazz
0.47,2,1,0.0399,0.104,118.176,4,jazz
0.547,7,1,0.0317,0.0945,109.199,4,jazz
0.659,0,1,0.0342,0.103,111.976,4,jazz
0.667,0,1,0.11,0.336,90.045,4,jazz
0.565,5,1,0.0698,0.112,197.9,4,jazz
0.573,5,1,0.0357,0.0912,90.692,4,jazz
0.598,4,1,0.0273,0.144,109.998,4,jazz
0.857,11,1,0.0765,0.0584,93.989,4,jazz
0.702,1,1,0.0298,0.178,94.084,4,jazz
0.387,2,1,0.0509,0.172,178.043,4,jazz
0.666,0,0,0.0326,0.0661,94.955,4,jazz
0.621,2,0,0.0491,0.116,107.75,4,jazz
0.158,1,0,0.035,0.14,81.421,4,jazz
0.673,9,1,0.0327,0.868,114.724,4,jazz
0.754,10,0,0.303,0.158,96.941,4,jazz
0.673,1,0,0.0365,0.129,82.02,4,jazz
0.701,1,0,0.0557,0.0729,80.029,4,jazz
0.404,2,1,0.108,0.138,131.768,5,jazz
0.608,2,0,0.0259,0.338,94.016,4,jazz
0.337,0,1,0.0545,0.534,97.314,4,jazz
0.568,9,0,0.0384,0.117,93.98,4,jazz
0.59,6,0,0.233,0.0408,140.118,4,jazz
0.67,2,1,0.0366,0.0829,139.949,4,jazz
0.628,10,1,0.0319,0.126,63.476,4,jazz
0.624,8,1,0.0367,0.105,126.001,4,jazz
0.416,8,1,0.039,0.111,131.156,3,jazz
0.551,1,1,0.0394,0.109,129.246,4,jazz
0.548,3,1,0.151,0.127,145.133,4,metal
0.235,2,0,0.28,0.0448,185.278,4,metal
0.397,2,0,0.365,0.118,192.021,4,metal
0.595,6,1,0.034,0.109,121.943,4,metal
0.683,5,0,0.251,0.33,159.96,4,metal
0.474,3,1,0.122,0.43,146.46,4,metal
0.58,1,0,0.0395,0.322,129.968,4,metal
0.681,4,1,0.121,0.0677,184.975,4,metal
0.473,11,0,0.173,0.26,76.006,4,metal
0.63,0,1,0.0327,0.231,95.978,4,metal
0.374,1,0,0.0397,0.11,161.976,4,metal
0.489,1,0,0.081,0.0531,175.969,4,metal
0.234,9,1,0.0516,0.289,137.107,4,metal
0.305,1,0,0.488,0.11,76.374,4,metal
0.708,2,1,0.0897,0.0913,96.016,4,metal
0.515,5,1,0.0511,0.486,92.028,4,metal
0.545,1,1,0.0706,0.367,124.061,4,metal
0.493,4,1,0.122,0.231,103.979,4,metal
0.595,5,0,0.0401,0.174,93.94,4,metal
0.531,2,1,0.0304,0.205,135.3,4,metal
0.446,10,0,0.0489,0.0404,187.961,4,metal
0.529,3,1,0.0649,0.0582,111.132,4,metal
0.368,2,0,0.106,0.0599,84.585,4,metal
0.445,2,0,0.236,0.673,105.533,4,metal
0.683,4,0,0.029,0.258,106.254,4,metal
0.508,11,1,0.032,0.0859,136.004,4,metal
0.39,10,0,0.0622,0.121,167.045,4,metal
0.282,6,0,0.0294,0.103,103.929,4,metal
0.485,0,0,0.0525,0.124,153.055,4,metal
0.398,11,1,0.0441,0.172,149.893,4,metal
0.551,1,1,0.0452,0.138,128.976,4,metal
0.507,11,0,0.0382,0.0725,138.19,4,metal
0.434,10,1,0.123,0.08,160.011,4,metal
0.519,11,0,0.113,0.572,174.027,4,metal
0.457,7,1,0.0348,0.888,85.989,4,metal
0.667,0,1,0.0335,0.0888,113.99,4,metal
0.439,9,1,0.182,0.118,149.022,4,metal
0.477,9,1,0.103,0.346,76.517,4,metal
0.417,1,1,0.208,0.115,175.977,4,metal
0.574,10,1,0.0524,0.0333,116.007,4,metal
0.485,4,1,0.0568,0.642,99.983,4,metal
0.558,4,0,0.0576,0.116,146.581,4,metal
0.578,8,1,0.2,0.258,74.985,4,metal
0.565,5,1,0.0321,0.114,154.122,4,metal
0.502,5,1,0.0577,0.26,174.884,4,metal
0.547,7,0,0.0867,0.216,128.059,4,metal
0.357,7,1,0.145,0.112,120.29,4,metal
0.186,4,0,0.196,0.544,177.943,3,metal
0.423,3,1,0.0498,0.122,141.855,4,metal
0.526,1,0,0.078,0.3,102.99,4,metal
0.56,3,1,0.0439,0.161,112.96,4,pop
0.418,4,1,0.0339,0.113,121.805,4,pop
0.864,0,1,0.037,0.0992,129.062,4,pop
0.668,7,1,0.0273,0.0661,120.38,4,pop
0.556,9,1,0.0281,0.0996,135.187,4,pop
0.623,9,0,0.0268,0.0697,122.681,4,pop
0.646,9,1,0.0976,0.267,89.99,4,pop
0.62,7,1,0.0365,0.139,80.826,4,pop
0.73,8,1,0.0298,0.0473,104.948,4,pop
0.346,0,0,0.0285,0.61,143.07,3,pop
0.733,5,0,0.0292,0.0956,127.975,4,pop
0.618,9,0,0.0272,0.0658,122.698,4,pop
0.747,11,0,0.075,0.251,125.008,4,pop
0.404,5,0,0.0408,0.112,126.15,4,pop
0.671,8,1,0.161,0.298,129.024,4,pop
0.211,9,1,0.422,0.986,165.136,4,pop
0.421,10,1,0.0267,0.11,139.028,3,pop
0.396,4,1,0.0414,0.136,151.544,4,pop
0.686,4,1,0.119,0.163,99.978,4,pop
0.775,0,1,0.0339,0.0425,116.346,4,pop
0.762,3,1,0.0919,0.16,93.51,4,pop
0.535,6,1,0.0857,0.0522,123.432,4,pop
0.365,2,1,0.304,0.318,79.119,4,pop
0.251,1,0,0.116,0.79,154.134,4,pop
0.636,6,0,0.106,0.0917,151.894,4,pop
0.451,9,1,0.103,0.984,135.967,4,pop
0.858,1,0,0.0469,0.0741,117.009,4,pop
0.782,0,1,0.0341,0.0456,116.342,4,pop
0.603,2,0,0.0249,0.112,107.993,4,pop
0.429,5,0,0.227,0.0812,115.785,3,pop
0.576,2,1,0.0486,0.082,150.017,4,pop
0.599,6,1,0.0584,0.245,128.004,4,pop
0.449,5,1,0.0268,0.0833,139.631,4,pop
0.666,7,1,0.0269,0.0663,120.394,4,pop
0.734,1,1,0.0383,0.108,127.986,4,pop
0.662,2,0,0.03,0.166,127.97,4,pop
0.492,9,0,0.0921,0.0705,111.519,5,pop
0.622,9,0,0.0268,0.0696,122.678,4,pop
0.629,0,0,0.265,0.0888,121.845,4,pop
0.622,7,1,0.0367,0.139,80.826,4,pop
0.674,0,1,0.0376,0.145,90.01,4,pop
0.545,6,1,0.063,0.303,127.967,4,pop
0.604,0,0,0.103,0.127,126.06,4,pop
0.654,4,0,0.0545,0.973,111.208,4,pop
0.578,6,0,0.0548,0.14,149.976,4,pop
0.403,5,0,0.0382,0.0982,125.798,4,pop
0.767,11,0,0.184,0.144,146.155,4,pop
0.778,0,1,0.0341,0.0424,116.336,4,pop
0.715,0,1,0.137,0.115,95.078,4,pop
0.803,10,0,0.0611,0.0916,97.041,4,pop
0.56,3,1,0.0439,0.161,112.96,4,rock
0.418,4,1,0.0339,0.113,121.805,4,rock
0.733,5,0,0.0292,0.0956,127.975,4,rock
0.497,11,0,0.0703,0.119,152.178,4,rock
0.692,2,1,0.0255,0.185,104.023,4,rock
0.588,11,0,0.0258,0.356,110.986,3,rock
0.686,4,1,0.119,0.163,99.978,4,rock
0.668,7,1,0.0273,0.0661,120.38,4,rock
0.366,4,1,0.031,0.271,151.343,3,rock
0.357,10,1,0.0594,0.975,91.099,4,rock
0.421,10,1,0.0267,0.11,139.028,3,rock
0.623,9,0,0.0268,0.0697,122.681,4,rock
0.534,11,0,0.0417,0.115,128.978,3,rock
0.62,7,1,0.0365,0.139,80.826,4,rock
0.626,0,1,0.0318,0.293,113.044,4,rock
0.578,4,0,0.025,0.117,103.985,4,rock
0.548,3,1,0.151,0.127,145.133,4,rock
0.346,0,0,0.0285,0.61,143.07,3,rock
0.674,0,1,0.0376,0.145,90.01,4,rock
0.618,9,0,0.0272,0.0658,122.698,4,rock
0.599,4,1,0.0402,0.196,172.017,4,rock
0.404,5,0,0.0408,0.112,126.15,4,rock
0.421,0,1,0.0298,0.0816,169.784,4,rock
0.211,9,1,0.422,0.986,165.136,4,rock
0.235,2,0,0.28,0.0448,185.278,4,rock
0.396,4,1,0.0414,0.136,151.544,4,rock
0.722,7,0,0.0639,0.108,126.885,4,rock
0.775,0,1,0.0339,0.0425,116.346,4,rock
0.501,0,1,0.0343,0.0761,131.141,3,rock
0.208,9,0,0.0921,0.0942,190.366,4,rock
0.495,0,1,0.0351,0.1,208.067,4,rock
0.535,6,1,0.0857,0.0522,123.432,4,rock
0.397,2,0,0.365,0.118,192.021,4,rock
0.251,1,0,0.116,0.79,154.134,4,rock
0.349,3,1,0.0316,0.12,74.541,4,rock
0.32,0,1,0.0377,0.977,97.307,3,rock
0.548,4,0,0.0247,0.164,74.956,4,rock
0.451,9,1,0.103,0.984,135.967,4,rock
0.356,2,1,0.068,0.0997,166.3,4,rock
0.472,7,1,0.0294,0.092,110.057,3,rock
0.546,2,1,0.0519,0.387,124.007,4,rock
0.569,11,0,0.0263,0.364,110.972,3,rock
0.505,0,1,0.0475,0.069,130.121,4,rock
0.482,6,1,0.0327,0.988,132.22,4,rock
0.603,4,0,0.0641,0.287,102.473,4,rock
0.588,11,0,0.0258,0.356,110.986,3,rock
0.605,7,1,0.0261,0.095,73.986,1,rock
0.782,0,1,0.0341,0.0456,116.342,4,rock
0.441,11,1,0.0363,0.109,141.733,4,rock
0.64,7,1,0.0876,0.461,81.449,4,rock
0.748,6,0,0.065,0.196,101.033,4,techno
0.597,7,1,0.0377,0.55,108.993,4,techno
0.767,7,1,0.0461,0.111,114.07,4,techno
0.78,6,1,0.0631,0.651,128.018,4,techno
0.757,7,1,0.0333,0.112,119.493,4,techno
0.811,0,1,0.0593,0.0966,120.009,4,techno
0.629,4,0,0.0797,0.111,156.038,4,techno
0.812,11,1,0.0524,0.0972,119.992,4,techno
0.854,9,0,0.0514,0.106,119.989,4,techno
0.691,11,0,0.11,0.118,135.034,4,techno
0.708,10,0,0.0604,0.0993,122.959,4,techno
0.668,7,0,0.0422,0.23,126.972,4,techno
0.7,7,1,0.0923,0.888,127.99,4,techno
0.593,6,0,0.0272,0.195,112.477,4,techno
0.643,0,0,0.0593,0.0697,139.981,4,techno
0.89,0,1,0.0497,0.369,122.002,4,techno
0.805,10,0,0.0647,0.111,126.009,4,techno
0.751,9,0,0.0561,0.0686,126.014,4,techno
0.675,7,1,0.108,0.127,130.038,4,techno
0.718,4,0,0.0477,0.0946,100.026,4,techno
0.814,11,0,0.116,0.0753,130.001,4,techno
0.803,8,0,0.047,0.084,122.001,4,techno
0.838,0,0,0.0576,0.102,120.003,4,techno
0.782,1,1,0.0546,0.11,126.994,4,techno
0.536,5,0,0.0595,0.109,184.043,4,techno
0.738,1,1,0.0531,0.0974,126.024,4,techno
0.815,7,1,0.054,0.0968,123.996,4,techno
0.881,5,0,0.137,0.0215,127.984,4,techno
0.72,5,0,0.128,0.088,135.379,4,techno
0.558,2,0,0.0318,0.349,126.046,4,techno
0.699,10,1,0.0716,0.182,126.036,4,techno
0.667,6,0,0.0492,0.336,124.0,4,techno
0.807,4,1,0.113,0.0565,165.034,4,techno
0.898,7,1,0.148,0.0376,128.023,4,techno
0.654,11,1,0.0494,0.0931,112.177,4,techno
0.62,7,0,0.041,0.0912,128.002,4,techno
0.618,7,1,0.0546,0.073,127.93,4,techno
0.721,6,0,0.0429,0.118,115.016,4,techno
0.472,7,1,0.0386,0.269,132.062,4,techno
0.788,7,1,0.0792,0.109,123.977,4,techno
0.57,2,0,0.045,0.0449,156.014,4,techno
0.895,1,0,0.0892,0.063,122.0,4,techno
0.625,4,0,0.0831,0.133,156.044,4,techno
0.672,11,1,0.0408,0.132,125.999,4,techno
0.693,0,1,0.0367,0.0579,125.128,4,techno
0.621,8,0,0.116,0.127,159.979,4,techno
0.88,11,0,0.332,0.278,128.011,4,techno
0.557,11,0,0.0391,0.0866,103.9,4,techno
0.686,3,1,0.0478,0.054,127.996,4,techno
0.849,0,0,0.0917,0.128,124.021,4,techno
0.483,4,1,0.0429,0.115,133.406,3,acoustic
0.585,4,1,0.0398,0.115,136.703,3,acoustic
0.564,3,1,0.0317,0.107,109.024,4,acoustic
0.487,10,1,0.0289,0.0797,102.614,4,acoustic
0.572,3,1,0.0258,0.0974,140.182,4,acoustic
0.619,8,0,0.0317,0.103,129.96,4,acoustic
0.43,6,0,0.0302,0.11,171.864,4,acoustic
0.713,3,1,0.0393,0.13,120.028,4,acoustic
0.439,1,1,0.0296,0.187,136.513,4,acoustic
0.652,11,0,0.0457,0.0972,105.946,4,acoustic
0.543,9,1,0.0368,0.0888,135.257,3,acoustic
0.586,7,1,0.0261,0.0976,138.133,4,acoustic
0.657,1,1,0.0314,0.12,91.967,4,acoustic
0.65,7,1,0.0232,0.119,84.141,4,acoustic
0.425,11,0,0.0355,0.093,137.994,4,acoustic
0.726,10,1,0.0491,0.0446,87.086,4,acoustic
0.638,2,1,0.034,0.0797,98.591,4,acoustic
0.594,4,1,0.0295,0.112,98.819,4,acoustic
0.275,2,1,0.0493,0.231,95.421,5,acoustic
0.532,9,0,0.0301,0.116,112.03,4,acoustic
0.546,9,0,0.0531,0.706,109.959,4,acoustic
0.479,6,1,0.0519,0.0799,176.49,4,acoustic
0.591,4,1,0.0277,0.231,79.68,4,acoustic
0.408,3,1,0.0271,0.118,137.982,4,acoustic
0.499,7,1,0.0621,0.0555,89.038,4,acoustic
0.522,6,1,0.0322,0.332,158.156,4,acoustic
0.486,2,1,0.0271,0.109,77.987,4,acoustic
0.512,11,0,0.0652,0.109,183.452,3,acoustic
0.497,4,0,0.0373,0.111,81.367,4,acoustic
0.45,6,0,0.0386,0.992,74.71,4,acoustic
0.531,1,1,0.0304,0.124,106.337,4,acoustic
0.479,9,0,0.0459,0.112,146.819,4,acoustic
0.262,2,1,0.031,0.14,99.913,3,acoustic
0.571,11,1,0.0301,0.102,93.997,4,acoustic
0.588,8,1,0.0382,0.114,91.036,4,acoustic
0.757,11,0,0.0449,0.097,107.948,4,acoustic
0.343,5,1,0.0369,0.0923,66.509,4,acoustic
0.374,4,0,0.19,0.766,119.633,4,acoustic
