danceability,key,mode,speechiness,liveness,tempo,time_signature,genre
0.498,7,1,0.0283,0.109,83.808,4,acoustic
0.289,11,0,0.0489,0.393,96.547,4,acoustic
0.608,2,1,0.0364,0.357,87.914,4,acoustic
0.693,3,1,0.025,0.109,106.006,4,acoustic
0.625,7,1,0.0328,0.0891,123.543,4,acoustic
0.576,6,1,0.0277,0.582,101.069,4,acoustic
0.363,11,0,0.0383,0.112,146.148,4,acoustic
0.485,2,1,0.0404,0.11,96.623,5,acoustic
0.613,7,0,0.0381,0.195,67.023,4,acoustic
0.298,0,1,0.0437,0.118,78.951,3,acoustic
0.37,0,1,0.0536,0.0745,174.775,4,acoustic
0.624,5,0,0.0283,0.107,113.664,4,acoustic
0.443,9,1,0.0301,0.177,59.554,4,acoustic
0.354,9,1,0.0949,0.685,207.934,3,acoustic
0.487,5,0,0.0397,0.103,118.039,3,acoustic
0.473,8,1,0.0321,0.0578,139.952,3,acoustic
0.263,2,1,0.0355,0.986,168.129,4,acoustic
0.423,9,0,0.0299,0.0898,87.667,4,acoustic
0.394,9,1,0.0414,0.0854,90.044,4,acoustic
0.597,5,0,0.0382,0.192,121.984,4,acoustic
0.537,8,1,0.0328,0.08,146.112,4,acoustic
0.59,0,0,0.0339,0.201,122.971,4,acoustic
0.487,7,1,0.053,0.342,175.744,4,acoustic
0.251,1,1,0.128,0.814,177.13,4,blues
0.491,5,1,0.133,0.281,147.836,4,blues
0.558,7,1,0.0329,0.129,72.494,4,blues
0.625,0,1,0.0471,0.371,71.537,4,blues
0.461,0,1,0.0444,0.973,80.773,4,blues
0.465,7,1,0.04,0.981,143.933,4,blues
0.524,0,1,0.0416,0.771,133.828,4,blues
0.55,1,1,0.12,0.197,172.389,4,blues
0.592,9,1,0.041,0.0468,125.903,4,blues
0.629,6,1,0.0262,0.139,114.243,4,blues
0.628,10,1,0.0296,0.101,98.966,3,blues
0.338,2,1,0.0438,0.556,206.255,4,blues
0.404,8,0,0.0265,0.164,143.911,4,blues
0.552,4,0,0.229,0.132,161.548,4,blues
0.665,3,1,0.0902,0.356,89.043,4,blues
0.389,2,1,0.0393,0.0758,185.007,3,blues
0.548,9,1,0.119,0.103,173.869,4,blues
0.322,8,1,0.0476,0.138,186.329,3,blues
0.471,1,0,0.12,0.121,112.074,4,blues
0.504,11,1,0.0285,0.105,91.118,4,blues
0.917,8,1,0.0783,0.29,112.999,4,blues
0.428,4,1,0.0581,0.275,99.967,4,blues
0.404,0,1,0.0471,0.0776,101.531,4,blues
0.314,2,1,0.12,0.282,184.084,4,blues
0.671,11,0,0.21,0.12,133.557,4,blues
0.206,4,0,0.0469,0.228,172.338,3,blues
0.503,6,0,0.0329,0.106,168.215,4,blues
0.398,10,1,0.0472,0.746,124.625,4,blues
0.497,0,1,0.103,0.0376,122.582,4,blues
0.345,0,1,0.0329,0.0735,164.373,4,blues
0.465,6,1,0.0396,0.688,156.672,4,blues
0.328,4,1,0.0394,0.256,153.972,4,blues
0.307,0,1,0.0481,0.136,57.431,4,blues
0.515,1,0,0.123,0.0835,147.693,4,blues
0.682,7,1,0.0692,0.0835,139.785,4,blues
0.565,4,0,0.026,0.11,74.843,4,blues
0.563,2,1,0.029,0.131,134.824,4,blues
0.487,5,0,0.0397,0.103,118.039,3,blues
0.354,9,1,0.0949,0.685,207.934,3,blues
0.596,11,0,0.0304,0.299,98.86,4,blues
0.557,0,1,0.0631,0.107,84.788,4,blues
0.723,5,1,0.0442,0.0829,120.094,4,blues
0.886,5,1,0.0344,0.0998,97.989,4,blues
0.405,0,0,0.0364,0.0825,133.438,3,blues
0.289,11,0,0.0489,0.393,96.547,4,blues
0.501,0,1,0.0346,0.361,106.923,4,blues
0.479,9,1,0.038,0.144,147.1,4,blues
0.334,0,1,0.0524,0.981,85.597,4,blues
0.763,0,1,0.0312,0.522,107.979,4,blues
0.65,3,1,0.031,0.0816,95.128,4,blues
0.0999,0,0,0.0424,0.105,71.277,4,classical
0.191,8,1,0.0578,0.0941,132.614,1,classical
0.526,7,0,0.11,0.118,67.101,4,classical
0.325,2,0,0.0333,0.571,49.034,3,classical
0.366,10,1,0.0342,0.0491,119.388,3,classical
0.313,2,1,0.0368,0.181,145.162,4,classical
0.231,2,1,0.0579,0.0742,131.413,4,classical
0.212,2,1,0.0525,0.112,185.678,3,classical
0.193,9,1,0.0608,0.505,143.301,3,classical
0.494,10,1,0.0426,0.136,98.224,4,classical
0.234,4,0,0.08,0.344,199.846,4,classical
0.463,5,1,0.044,0.105,122.437,4,classical
0.479,0,1,0.0395,0.107,94.036,4,classical
0.272,7,0,0.0389,0.324,101.19,4,classical
0.277,3,1,0.0338,0.126,100.66,3,classical
0.14,11,0,0.129,0.0729,199.947,4,classical
0.0712,0,1,0.0405,0.0579,66.659,4,classical
0.331,7,1,0.037,0.0762,65.591,4,classical
0.427,5,0,0.0457,0.0908,135.54,4,classical
0.386,2,1,0.0433,0.155,142.499,4,classical
0.525,8,1,0.0349,0.186,115.509,4,classical
0.406,8,1,0.0477,0.245,116.267,4,classical
0.192,7,1,0.0473,0.0718,71.063,4,classical
0.401,8,1,0.0583,0.0995,103.858,4,classical
0.257,2,1,0.0476,0.123,104.077,4,classical
0.286,3,1,0.0386,0.125,135.483,4,classical
0.225,10,1,0.0544,0.0937,132.853,4,classical
0.386,0,1,0.0941,0.338,154.175,4,classical
0.461,0,1,0.0461,0.0898,117.157,3,classical
0.143,7,1,0.046,0.168,88.003,4,classical
0.468,0,1,0.0368,0.0605,97.951,4,classical
0.221,0,1,0.0351,0.114,104.822,4,classical
0.32,2,1,0.0432,0.0822,80.74,3,classical
0.117,5,0,0.042,0.131,70.206,4,classical
0.367,2,0,0.0597,0.107,140.319,3,classical
0.769,6,0,0.064,0.191,118.317,3,classical
0.213,10,1,0.0413,0.111,138.349,4,classical
0.1,2,1,0.0453,0.0938,89.504,4,classical
0.262,8,1,0.0606,0.121,126.839,4,classical
0.33,3,1,0.0419,0.122,136.561,3,classical
0.185,7,1,0.0448,0.147,74.892,3,classical
0.273,6,0,0.036,0.0795,69.415,3,classical
0.23,1,0,0.0399,0.094,155.964,3,classical
0.485,4,0,0.0371,0.119,115.362,5,classical
0.137,7,1,0.0342,0.377,86.181,4,classical
0.165,2,0,0.0479,0.183,128.937,3,classical
0.328,9,0,0.0354,0.122,87.896,4,classical
0.363,5,0,0.0566,0.0683,122.314,4,classical
0.181,0,1,0.04,0.0674,95.026,4,classical
0.357,7,1,0.0415,0.0553,133.759,4,classical
0.591,0,1,0.0266,0.159,135.893,4,country
0.7,2,1,0.191,0.453,102.065,4,country
0.416,7,1,0.0297,0.0845,159.929,4,country
0.798,9,1,0.0284,0.252,104.945,4,country
0.499,6,1,0.177,0.306,185.069,4,country
0.645,0,1,0.0344,0.175,97.555,4,country
0.656,0,1,0.0279,0.904,123.988,4,country
0.532,5,1,0.0503,0.217,90.187,4,country
0.607,7,1,0.0382,0.519,121.043,4,country
0.545,6,1,0.0279,0.114,131.784,4,country
0.505,10,1,0.0475,0.111,172.136,4,country
0.787,0,1,0.0265,0.323,115.979,4,country
0.467,9,1,0.0433,0.124,109.555,4,country
0.577,4,1,0.0324,0.3,135.77,4,country
0.593,7,1,0.0264,0.0808,138.084,4,country
0.616,3,0,0.03,0.108,117.954,4,country
0.436,1,1,0.0333,0.0488,166.819,4,country
0.644,0,1,0.0258,0.155,128.029,4,country
0.589,2,1,0.0365,0.149,131.951,4,country
0.607,7,1,0.0264,0.359,130.092,4,country
0.613,4,1,0.0545,0.113,102.261,4,country
0.72,10,1,0.0411,0.15,132.06,4,country
0.641,1,1,0.0328,0.0997,126.103,4,country
0.647,7,1,0.0437,0.0527,118.957,4,country
0.46,9,1,0.0266,0.134,135.757,4,country
0.461,1,1,0.0295,0.0419,83.378,4,country
0.522,9,1,0.0465,0.0585,111.01,4,country
0.426,7,1,0.0295,0.188,119.306,4,country
0.598,7,1,0.0434,0.178,121.799,4,country
0.684,7,1,0.0332,0.243,102.902,4,country
0.582,10,1,0.0294,0.123,90.918,4,country
0.579,7,1,0.0256,0.164,103.779,4,country
0.616,1,1,0.0407,0.0808,145.863,4,country
0.618,2,1,0.0374,0.033,104.942,4,country
0.631,6,1,0.0321,0.105,153.998,4,country
0.41,2,1,0.0346,0.389,103.026,4,country
0.747,0,1,0.03,0.462,111.721,4,country
0.343,11,0,0.0511,0.0581,205.573,4,country
0.743,11,1,0.0431,0.224,121.469,4,country
0.637,9,1,0.0286,0.0826,114.366,3,country
0.671,10,1,0.0281,0.085,119.941,4,country
0.721,10,1,0.0486,0.0519,119.018,4,country
0.323,0,1,0.0428,0.103,84.692,4,country
0.649,9,1,0.0248,0.233,89.855,4,country
0.499,4,1,0.0451,0.163,138.801,4,country
0.667,10,1,0.0336,0.0915,124.979,4,country
0.549,6,1,0.0288,0.0778,122.476,4,country
0.483,4,1,0.0284,0.0712,130.644,4,country
0.321,7,0,0.0352,0.0873,157.037,4,country
0.492,0,1,0.149,0.111,188.008,4,country
0.894,2,1,0.112,0.0388,105.018,4,dance
0.356,1,1,0.0808,0.0953,148.017,4,dance
0.352,1,1,0.0747,0.0995,148.033,4,dance
0.944,5,0,0.161,0.0379,113.046,4,dance
0.277,4,0,0.0377,0.136,104.561,4,dance
0.662,0,1,0.0334,0.114,131.0,4,dance
0.662,5,1,0.118,0.0465,86.412,4,dance
0.926,10,0,0.0929,0.0234,110.007,4,dance
0.706,5,1,0.0399,0.0822,100.011,4,dance
0.811,0,1,0.0813,0.116,131.027,4,dance
0.656,7,0,0.0922,0.118,94.514,4,dance
0.66,9,1,0.0472,0.0268,89.975,4,dance
0.497,10,0,0.0836,0.101,138.081,4,dance
0.856,7,0,0.0416,0.206,98.018,4,dance
0.566,1,1,0.262,0.114,193.979,4,dance
0.583,5,0,0.0314,0.123,140.039,4,dance
0.826,5,0,0.0491,0.298,102.017,4,dance
0.622,7,0,0.0916,0.0979,94.364,4,dance
0.509,10,0,0.0886,0.119,138.039,4,dance
0.796,1,1,0.108,0.12,119.928,4,dance
0.845,1,1,0.138,0.0694,138.007,4,dance
0.713,1,0,0.483,0.0308,199.764,4,dance
0.446,9,0,0.0295,0.0931,159.958,3,dance
0.759,11,1,0.257,0.141,98.579,4,dance
0.539,6,1,0.0436,0.117,118.106,4,dance
0.557,6,1,0.0405,0.118,118.241,4,dance
0.862,7,1,0.0645,0.589,109.877,4,dance
0.605,11,0,0.197,0.235,125.802,4,dance
0.414,2,1,0.0758,0.369,170.229,4,dance
0.597,10,1,0.375,0.839,126.342,4,dance
0.8,7,1,0.0506,0.0697,128.29,4,dance
0.532,2,1,0.057,0.114,87.183,4,dance
0.858,6,0,0.358,0.141,59.972,4,dance
0.644,7,1,0.0803,0.158,169.799,4,dance
0.688,9,0,0.0818,0.0813,75.007,3,dance
0.814,1,1,0.0637,0.0979,119.011,4,dance
0.697,5,1,0.201,0.082,87.043,4,dance
0.757,8,1,0.106,0.0624,153.944,4,dance
0.489,5,1,0.038,0.0727,128.985,4,dance
0.548,9,1,0.0382,0.197,90.048,4,dance
0.774,5,0,0.121,0.241,143.011,4,dance
0.676,5,1,0.0628,0.384,136.027,4,dance
0.553,0,1,0.0333,0.115,120.051,4,dance
0.567,6,0,0.105,0.04,89.036,4,dance
0.709,2,1,0.0281,0.355,112.019,4,dance
0.252,0,1,0.0368,0.118,139.361,4,dance
0.817,6,1,0.0623,0.119,110.086,4,dance
0.555,1,1,0.263,0.118,171.609,4,dance
0.677,7,0,0.0327,0.173,91.104,4,dance
0.777,6,0,0.268,0.207,87.998,4,dance
0.526,8,1,0.031,0.106,156.848,4,jazz
0.623,5,0,0.0505,0.335,119.74,4,jazz
0.421,8,1,0.0467,0.132,107.853,4,jazz
0.297,3,1,0.028,0.154,139.817,4,jazz
0.498,5,0,0.0315,0.243,152.498,4,jazz
0.551,3,1,0.0827,0.0786,79.168,4,jazz
0.599,5,0,0.0367,0.11,138.314,4,jazz
0.525,3,1,0.0646,0.0639,115.155,4,jazz
0.651,0,1,0.0341,0.11,75.978,4,jazz
0.473,7,1,0.0304,0.0867,94.945,4,jazz
0.733,10,0,0.132,0.442,86.983,4,jazz
0.477,5,1,0.0451,0.0713,111.171,5,jazz
0.526,5,1,0.0459,0.437,131.715,4,jazz
0.565,7,0,0.0474,0.678,121.714,4,jazz
0.659,10,0,0.0573,0.19,115.118,4,jazz
0.41,1,1,0.034,0.115,136.604,4,jazz
0.798,2,1,0.0317,0.134,103.152,4,jazz
0.666,11,0,0.0356,0.0971,81.923,4,jazz
0.74,9,0,0.0304,0.118,99.96,4,jazz
0.521,2,0,0.0369,0.257,136.483,4,jazz
0.726,2,1,0.0761,0.105,105.546,4,jazz
0.503,0,1,0.0362,0.144,86.349,4,jazz
0.479,0,1,0.0395,0.107,94.036,4,jazz
0.522,4,1,0.0494,0.0893,135.848,3,jazz
0.763,9,1,0.0495,0.101,136.901,4,jazz
0.703,10,1,0.0638,0.154,113.108,4,jazz
0.549,3,0,0.108,0.206,82.755,4,jazz
0.623,10,0,0.0376,0.0631,110.221,4,jazz
0.453,1,1,0.0358,0.101,117.986,4,jazz
0.628,10,1,0.0296,0.101,98.966,3,jazz
0.501,10,1,0.0478,0.134,175.882,4,jazz
0.375,8,1,0.0337,0.108,72.518,4,jazz
0.569,8,1,0.0452,0.173,100.998,4,jazz
0.635,8,1,0.0281,0.326,131.806,4,jazz
0.234,5,1,0.0293,0.0922,174.036,3,jazz
0.634,0,0,0.0455,0.111,150.909,4,jazz
0.404,1,1,0.069,0.0732,204.163,3,jazz
0.805,6,1,0.0363,0.11,119.98,4,jazz
0.745,9,1,0.0442,0.118,103.011,4,jazz
0.588,1,1,0.0344,0.0968,88.006,4,jazz
0.617,8,1,0.0295,0.117,113.572,3,jazz
0.753,5,0,0.0352,0.0854,104.95,4,jazz
0.844,5,0,0.0568,0.131,103.648,4,jazz
0.581,0,0,0.0547,0.116,88.101,4,jazz
0.705,4,0,0.0417,0.0977,89.015,4,jazz
0.789,8,1,0.0344,0.112,91.011,4,jazz
0.322,8,1,0.0476,0.138,186.329,3,jazz
0.771,6,0,0.0621,0.144,130.094,4,jazz
0.315,10,1,0.0297,0.101,78.356,4,jazz
0.403,0,1,0.0441,0.102,84.241,4,jazz
0.354,4,0,0.168,0.204,143.772,4,metal
0.291,6,0,0.171,0.886,134.724,4,metal
0.451,2,0,0.0368,0.27,147.974,4,metal
0.384,11,1,0.055,0.168,89.922,4,metal
0.448,3,0,0.0342,0.135,123.762,4,metal
0.337,2,0,0.057,0.0945,87.561,4,metal
0.659,4,0,0.0455,0.1,166.163,4,metal
0.49,0,0,0.0604,0.12,153.048,4,metal
0.478,7,1,0.102,0.0738,141.077,4,metal
0.469,0,0,0.111,0.0636,124.001,4,metal
0.366,10,0,0.108,0.449,104.016,3,metal
0.419,1,0,0.106,0.137,169.881,4,metal
0.564,1,1,0.0631,0.226,103.885,4,metal
0.589,4,1,0.0291,0.0987,122.688,3,metal
0.496,8,1,0.108,0.0958,109.905,4,metal
0.625,9,0,0.0309,0.0932,139.817,4,metal
0.464,6,1,0.0499,0.126,132.759,4,metal
0.481,4,1,0.0717,0.204,95.023,3,metal
0.637,8,1,0.109,0.288,142.018,4,metal
0.556,0,1,0.0469,0.143,99.935,4,metal
0.364,2,1,0.0724,0.0317,92.717,4,metal
0.219,11,0,0.16,0.375,168.069,3,metal
0.45,9,0,0.0637,0.361,155.014,4,metal
0.608,2,0,0.0963,0.392,125.023,4,metal
0.413,6,0,0.201,0.323,118.504,4,metal
0.457,5,1,0.0321,0.166,99.93,4,metal
0.502,9,1,0.0553,0.0921,102.121,4,metal
0.263,1,1,0.0834,0.374,175.293,4,metal
0.577,6,0,0.0361,0.347,116.045,4,metal
0.218,7,1,0.291,0.228,87.469,4,metal
0.582,8,1,0.0668,0.0371,106.003,4,metal
0.392,6,1,0.134,0.272,95.298,4,metal
0.253,8,1,0.162,0.281,171.971,4,metal
0.547,10,0,0.0258,0.205,143.752,4,metal
0.493,1,1,0.0479,0.111,81.781,4,metal
0.532,7,0,0.0512,0.317,140.042,4,metal
0.503,4,0,0.094,0.248,106.039,4,metal
0.536,5,1,0.0498,0.14,99.116,4,metal
0.553,1,1,0.0589,0.181,144.064,4,metal
0.477,0,1,0.0601,0.224,91.964,4,metal
0.445,5,1,0.0343,0.0982,86.875,4,metal
0.493,5,0,0.0482,0.0835,92.827,4,metal
0.491,2,1,0.136,0.517,163.268,4,metal
0.431,6,1,0.0789,0.321,156.103,4,metal
0.627,10,0,0.052,0.369,97.867,4,metal
0.214,5,0,0.0984,0.0977,169.548,4,metal
0.361,2,1,0.103,0.126,92.334,4,metal
0.45,6,1,0.0574,0.872,97.968,4,metal
0.478,11,1,0.14,0.124,173.967,4,metal
0.402,9,0,0.309,0.144,134.85,4,metal
0.894,2,1,0.112,0.0388,105.018,4,pop
0.458,0,1,0.0572,0.305,169.639,4,pop
0.662,0,1,0.0334,0.114,131.0,4,pop
0.419,7,1,0.117,0.537,100.328,4,pop
0.944,5,0,0.161,0.0379,113.046,4,pop
0.552,2,1,0.0699,0.0962,98.94,4,pop
0.706,5,1,0.0399,0.0822,100.011,4,pop
0.523,6,0,0.0663,0.0757,112.013,4,pop
0.662,5,1,0.118,0.0465,86.412,4,pop
0.471,7,1,0.0564,0.22,186.67,4,pop
0.926,10,0,0.0929,0.0234,110.007,4,pop
0.593,0,1,0.0701,0.0491,100.035,4,pop
0.606,4,1,0.0598,0.337,119.974,4,pop
0.508,0,1,0.113,0.177,147.285,4,pop
0.21,9,1,0.123,0.269,179.722,4,pop
0.573,8,1,0.134,0.138,92.982,4,pop
0.888,1,1,0.219,0.101,91.979,4,pop
0.395,8,0,0.0992,0.0822,173.895,4,pop
0.453,9,1,0.0259,0.0849,172.012,4,pop
0.586,0,1,0.0696,0.333,116.769,4,pop
0.559,2,0,0.171,0.284,145.115,4,pop
0.541,9,1,0.0665,0.811,120.388,4,pop
0.656,7,0,0.0922,0.118,94.514,4,pop
0.382,6,1,0.0574,0.363,134.896,4,pop
0.811,0,1,0.0813,0.116,131.027,4,pop
0.508,10,1,0.0643,0.138,99.021,4,pop
0.66,9,1,0.0472,0.0268,89.975,4,pop
0.542,4,1,0.0324,0.119,119.626,4,pop
0.851,1,0,0.0828,0.116,120.014,4,pop
0.305,2,1,0.148,0.0574,150.23,4,pop
0.356,4,1,0.104,0.209,125.921,4,pop
0.449,8,1,0.0824,0.661,110.274,4,pop
0.649,6,1,0.0293,0.0888,100.975,4,pop
0.428,8,1,0.0534,0.121,107.057,4,pop
0.566,1,1,0.262,0.114,193.979,4,pop
0.366,4,0,0.0984,0.341,99.002,4,pop
0.583,5,0,0.0314,0.123,140.039,4,pop
0.327,0,0,0.0496,0.713,176.021,4,pop
0.856,7,0,0.0416,0.206,98.018,4,pop
0.615,7,1,0.0304,0.213,155.278,4,pop
0.826,5,0,0.0491,0.298,102.017,4,pop
0.531,9,1,0.0553,0.0865,100.009,4,pop
0.622,7,0,0.0916,0.0979,94.364,4,pop
0.715,5,0,0.0507,0.0962,120.007,4,pop
0.756,2,1,0.178,0.364,104.999,4,pop
0.501,0,1,0.0281,0.651,83.566,4,pop
0.566,8,0,0.0742,0.241,170.066,4,pop
0.61,5,0,0.0426,0.967,120.904,4,pop
0.748,11,0,0.172,0.334,133.929,4,pop
0.601,7,1,0.0345,0.745,121.463,4,pop
0.356,1,1,0.0808,0.0953,148.017,4,rock
0.384,9,0,0.0345,0.114,118.129,4,rock
0.352,1,1,0.0747,0.0995,148.033,4,rock
0.555,2,1,0.033,0.0733,125.77,4,rock
0.277,4,0,0.0377,0.136,104.561,4,rock
0.458,0,1,0.0572,0.305,169.639,4,rock
0.453,9,1,0.0259,0.0849,172.012,4,rock
0.419,7,1,0.117,0.537,100.328,4,rock
0.649,6,1,0.0293,0.0888,100.975,4,rock
0.516,9,1,0.0325,0.111,138.032,4,rock
0.21,9,1,0.123,0.269,179.722,4,rock
0.552,2,1,0.0699,0.0962,98.94,4,rock
0.606,4,1,0.0598,0.337,119.974,4,rock
0.523,6,0,0.0663,0.0757,112.013,4,rock
0.706,5,1,0.0399,0.0822,100.011,4,rock
0.406,9,1,0.0358,0.13,123.229,4,rock
0.356,4,1,0.104,0.209,125.921,4,rock
0.605,9,1,0.0362,0.164,114.828,4,rock
0.851,1,0,0.0828,0.116,120.014,4,rock
0.471,7,1,0.0564,0.22,186.67,4,rock
0.497,10,0,0.0836,0.101,138.081,4,rock
0.518,0,1,0.0289,0.409,89.759,4,rock
0.451,2,0,0.0368,0.27,147.974,4,rock
0.452,7,1,0.0338,0.359,125.655,4,rock
0.7,2,1,0.191,0.453,102.065,4,rock
0.466,2,1,0.0485,0.0797,148.815,4,rock
0.66,9,1,0.0472,0.0268,89.975,4,rock
0.402,7,1,0.026,0.159,140.728,4,rock
0.384,11,1,0.055,0.168,89.922,4,rock
0.449,9,1,0.0317,0.0781,164.368,4,rock
0.844,8,1,0.39,0.911,110.072,4,rock
0.504,0,1,0.0501,0.108,118.009,4,rock
0.509,10,0,0.0886,0.119,138.039,4,rock
0.514,9,1,0.0294,0.224,133.989,4,rock
0.659,4,0,0.0455,0.1,166.163,4,rock
0.289,2,1,0.0574,0.279,155.02,4,rock
0.448,3,0,0.0342,0.135,123.762,4,rock
0.593,0,1,0.0701,0.0491,100.035,4,rock
0.554,7,1,0.0378,0.0876,138.0,4,rock
0.508,0,1,0.113,0.177,147.285,4,rock
0.202,11,0,0.0816,0.643,145.781,4,rock
0.573,8,1,0.134,0.138,92.982,4,rock
0.539,6,1,0.0436,0.117,118.106,4,rock
0.395,8,0,0.0992,0.0822,173.895,4,rock
0.553,9,1,0.0396,0.132,112.51,4,rock
0.586,0,1,0.0696,0.333,116.769,4,rock
0.645,0,1,0.0344,0.175,97.555,4,rock
0.406,5,1,0.0416,0.0615,111.274,4,rock
0.478,7,1,0.102,0.0738,141.077,4,rock
0.299,9,1,0.0729,0.308,184.589,4,rock
0.658,8,0,0.0346,0.0948,130.009,4,techno
0.563,2,1,0.0412,0.0352,119.089,4,techno
0.672,4,0,0.0761,0.321,114.015,4,techno
0.797,11,1,0.0495,0.479,119.988,4,techno
0.402,7,1,0.0399,0.55,131.061,4,techno
0.505,5,0,0.0615,0.345,156.091,4,techno
0.663,1,0,0.0653,0.195,124.701,4,techno
0.611,8,1,0.0303,0.16,128.024,4,techno
0.52,8,1,0.0356,0.104,140.035,4,techno
0.552,0,0,0.0343,0.118,131.242,4,techno
0.758,1,1,0.0626,0.0724,120.016,4,techno
0.759,8,0,0.121,0.33,114.002,4,techno
0.574,0,0,0.0686,0.128,130.991,4,techno
0.156,8,1,0.0435,0.0974,65.687,4,techno
0.537,10,0,0.0474,0.67,132.979,4,techno
0.786,1,0,0.0595,0.0817,123.958,3,techno
0.597,1,0,0.0542,0.316,126.99,4,techno
0.727,1,1,0.0736,0.0537,120.009,4,techno
0.664,8,0,0.0341,0.113,129.982,4,techno
0.572,5,0,0.0373,0.12,136.985,4,techno
0.556,0,1,0.0294,0.619,139.905,4,techno
0.619,8,0,0.0492,0.298,115.985,4,techno
0.776,2,0,0.0494,0.897,120.626,4,techno
0.689,11,0,0.0647,0.353,140.002,4,techno
0.445,11,0,0.364,0.885,179.909,4,techno
0.595,9,0,0.0407,0.681,136.988,4,techno
0.61,10,0,0.0612,0.13,110.076,4,techno
0.81,0,1,0.0518,0.111,123.008,4,techno
0.576,9,1,0.0268,0.666,104.132,4,techno
0.556,9,0,0.0374,0.666,134.977,4,techno
0.619,8,0,0.0414,0.0993,123.997,4,techno
0.556,8,0,0.0418,0.096,122.007,4,techno
0.676,11,1,0.0579,0.0834,140.003,4,techno
0.57,1,1,0.0326,0.0552,144.027,4,techno
0.85,9,1,0.207,0.0828,89.992,4,techno
0.706,1,1,0.106,0.11,120.032,4,techno
0.874,11,1,0.0649,0.447,125.003,4,techno
0.716,7,1,0.0675,0.159,125.966,4,techno
0.733,1,1,0.0528,0.0529,122.04,4,techno
0.681,6,1,0.046,0.143,116.071,4,techno
0.635,0,1,0.0446,0.425,109.977,4,techno
0.484,1,1,0.0455,0.555,146.006,4,techno
0.576,1,1,0.143,0.142,127.961,4,techno
0.772,10,1,0.0251,0.222,101.974,4,techno
0.683,3,1,0.0438,0.205,139.996,4,techno
0.552,7,1,0.0475,0.969,90.965,4,techno
0.658,8,1,0.0441,0.0695,129.985,4,techno
0.512,9,1,0.0609,0.14,143.986,4,techno
0.609,10,1,0.0805,0.385,139.967,4,techno
0.321,10,0,0.325,0.408,82.015,3,techno
0.386,2,1,0.0278,0.0881,169.837,3,acoustic
0.404,0,1,0.0303,0.129,147.01,4,acoustic
0.587,0,1,0.0449,0.112,100.38,4,acoustic
0.748,4,0,0.0641,0.34,104.833,4,acoustic
0.435,1,0,0.0307,0.11,188.017,4,acoustic
0.652,4,1,0.0297,0.485,121.998,4,acoustic
0.54,9,1,0.0368,0.109,141.988,3,acoustic
0.551,9,0,0.109,0.0899,171.79,4,acoustic
0.633,1,1,0.0456,0.0438,81.811,4,acoustic
0.681,7,1,0.0291,0.109,128.615,4,acoustic
0.582,4,1,0.0451,0.107,131.599,4,acoustic
0.502,1,1,0.0285,0.129,107.612,4,acoustic
0.605,0,1,0.0376,0.0813,139.941,4,acoustic
0.501,2,1,0.0302,0.083,80.039,4,acoustic
0.422,4,1,0.0509,0.175,93.81,4,acoustic
0.678,11,1,0.0318,0.0798,75.004,5,acoustic
0.531,9,0,0.0299,0.334,136.044,4,acoustic
0.39,7,1,0.0274,0.408,102.767,4,acoustic
0.522,6,1,0.0353,0.06,85.561,4,acoustic
0.665,10,0,0.0776,0.0375,91.822,4,acoustic
0.464,7,1,0.0499,0.1,176.662,4,acoustic
0.555,2,1,0.0334,0.115,126.41,4,acoustic
0.403,2,1,0.0321,0.307,171.92,3,acoustic
0.558,4,1,0.029,0.135,143.066,4,acoustic
0.563,0,1,0.038,0.51,96.968,4,acoustic
0.759,11,1,0.0453,0.103,115.945,3,acoustic
0.536,9,1,0.0264,0.2,142.07,4,acoustic
0.273,7,1,0.0336,0.0902,79.815,4,acoustic
0.755,9,0,0.0352,0.236,120.06,4,acoustic
0.769,4,0,0.0412,0.11,93.374,4,acoustic
0.517,0,1,0.0615,0.761,136.434,4,acoustic
0.566,11,1,0.0277,0.113,107.241,4,acoustic
0.575,2,1,0.042,0.107,77.469,4,acoustic
0.611,8,0,0.0318,0.0496,97.944,4,acoustic
0.69,2,0,0.0355,0.0987,118.832,4,acoustic
0.666,4,0,0.0421,0.112,79.918,4,acoustic
0.465,7,1,0.0296,0.11,144.995,3,acoustic
0.622,9,0,0.108,0.0928,85.844,4,acoustic
0.733,2,1,0.0496,0.0581,91.276,4,acoustic
0.636,0,1,0.0665,0.13,146.03,4,acoustic
0.656,5,0,0.0273,0.0871,88.708,4,acoustic
0.32,11,1,0.0362,0.155,83.561,4,acoustic
0.717,11,1,0.0362,0.0989,85.462,4,acoustic
0.655,11,1,0.0303,0.121,109.554,5,acoustic
0.62,10,1,0.023,0.12,86.965,4,acoustic
0.558,10,1,0.0446,0.0958,95.907,3,acoustic
0.408,7,0,0.0663,0.315,169.041,3,acoustic
0.507,5,1,0.0291,0.17,134.647,4,acoustic
0.561,10,1,0.0359,0.112,85.14,4,acoustic
0.771,7,1,0.0282,0.12,112.969,4,acoustic
0.481,10,0,0.318,0.332,151.307,4,blues
0.81,0,1,0.058,0.0866,123.394,4,blues
0.364,1,1,0.0627,0.411,161.797,4,blues
0.58,7,1,0.0951,0.0668,152.347,4,blues
0.715,7,1,0.128,0.044,120.789,4,blues
0.706,9,1,0.0525,0.0967,125.065,4,blues
0.527,0,1,0.0284,0.0921,136.297,4,blues
