danceability,key,mode,speechiness,liveness,tempo,time_signature
0.541,0,0,0.0462,0.337,77.611,4
0.845,11,0,0.153,0.0764,127.641,4
0.705,6,1,0.0385,0.1,97.512,4
0.446,7,1,0.037,0.122,109.867,4
0.683,10,0,0.169,0.955,130.042,4
0.686,6,0,0.0254,0.0924,123.125,4
0.534,1,1,0.047,0.036,122.733,4
0.614,11,0,0.0518,0.267,138.045,4
0.536,1,1,0.0621,0.0847,140.137,4
0.464,9,1,0.0305,0.158,74.765,4
0.356,4,0,0.112,0.941,95.754,4
0.496,7,1,0.0265,0.147,75.519,4
0.303,0,0,0.0348,0.122,137.734,3
0.533,8,1,0.0439,0.368,142.038,4
0.333,0,1,0.0959,0.395,187.826,4
0.591,7,1,0.0837,0.0903,151.961,4
0.4,4,1,0.0539,0.101,145.713,4
0.236,10,0,0.0393,0.109,171.402,3
0.195,9,0,0.0777,0.14,123.304,5
0.579,8,1,0.0513,0.281,76.783,4
0.231,0,0,0.0351,0.112,134.312,4
0.367,1,1,0.0542,0.0698,169.443,3
0.418,4,1,0.0339,0.113,121.805,4
0.703,11,1,0.0417,0.0973,150.96,4
0.268,9,1,0.0358,0.0788,70.582,4
0.502,5,1,0.0357,0.159,146.363,4
0.553,9,1,0.0347,0.102,87.372,4
0.494,9,1,0.132,0.327,160.025,4
0.561,7,1,0.0404,0.328,134.021,4
0.593,9,1,0.0719,0.204,141.06,4
0.401,8,1,0.0583,0.0995,103.858,4
0.681,7,1,0.0291,0.109,128.615,4
0.264,0,1,0.0517,0.376,155.376,4
0.53,2,1,0.0311,0.0979,111.615,4
0.607,1,1,0.0595,0.111,111.031,4
0.798,2,1,0.0281,0.0544,97.008,4
0.864,1,0,0.0743,0.105,129.93,4
0.421,9,1,0.0496,0.146,130.075,4
0.294,2,1,0.0348,0.114,178.191,3
0.629,2,0,0.0286,0.591,103.877,4
0.794,7,1,0.0447,0.271,102.088,4
0.49,2,0,0.0292,0.162,146.04,4
0.575,8,1,0.133,0.94,142.941,4
0.546,5,1,0.0287,0.321,73.369,4
0.507,5,1,0.0291,0.17,134.647,4
0.336,11,0,0.0477,0.076,118.564,3
0.566,4,1,0.0699,0.362,178.828,4
0.653,6,0,0.124,0.0784,97.914,4
0.472,6,0,0.181,0.286,159.969,3
0.62,1,1,0.0308,0.279,90.038,4
0.375,8,0,0.123,0.28,175.014,4
0.693,3,1,0.025,0.109,106.006,4
0.756,10,1,0.0365,0.0452,93.335,4
0.494,7,1,0.0835,0.973,116.241,3
0.536,5,1,0.0498,0.14,99.116,4
0.693,1,1,0.0372,0.0995,88.972,4
0.666,1,1,0.0462,0.074,127.905,4
0.44,8,0,0.0445,0.0663,111.398,4
0.271,6,0,0.137,0.189,147.159,4
0.89,1,1,0.0534,0.107,89.927,4
0.52,6,1,0.145,0.0285,175.256,4
0.884,1,1,0.283,0.0732,101.868,4
0.217,8,1,0.0628,0.102,167.169,4
0.633,6,0,0.258,0.206,86.776,4
0.724,9,1,0.0446,0.0981,99.993,4
0.527,4,0,0.078,0.0764,82.464,4
0.791,5,0,0.254,0.189,130.012,4
0.428,7,0,0.0351,0.0849,79.904,4
0.48,1,1,0.0333,0.312,131.127,4
0.219,10,1,0.0467,0.14,161.139,4
0.535,4,1,0.0901,0.209,164.17,4
0.507,5,1,0.0472,0.0567,171.8,4
0.55,7,0,0.035,0.228,143.245,4
0.606,3,1,0.0416,0.132,81.332,3
0.646,9,1,0.0381,0.0698,110.963,4
0.852,1,1,0.0416,0.0898,134.061,4
0.582,10,1,0.0324,0.438,165.262,4
0.494,7,1,0.0559,0.204,167.943,4
0.693,11,0,0.0599,0.0962,137.999,4
0.791,5,0,0.0439,0.156,99.961,4
0.14,11,0,0.129,0.0729,199.947,4
0.734,5,0,0.0554,0.122,153.144,4
0.448,5,0,0.11,0.0771,92.512,4
0.581,3,1,0.0783,0.0871,169.902,4
0.674,4,1,0.0663,0.103,172.498,4
0.744,6,1,0.0241,0.0696,100.511,4
0.502,9,1,0.0507,0.596,126.527,4
0.496,4,1,0.0483,0.374,121.227,4
0.481,0,1,0.0276,0.154,79.064,4
0.63,4,1,0.0457,0.0541,93.995,4
0.76,0,1,0.0491,0.278,127.029,4
0.217,3,1,0.0374,0.0573,46.755,3
0.567,4,1,0.0765,0.371,107.974,4
0.497,8,1,0.0683,0.286,99.526,4
0.633,0,1,0.0436,0.204,103.355,4
0.526,8,1,0.263,0.261,81.305,4
0.447,6,0,0.0319,0.13,78.039,4
0.32,6,1,0.0345,0.138,73.196,5
0.66,6,1,0.208,0.211,89.279,4
0.568,9,1,0.0505,0.0607,116.046,4
0.396,2,1,0.031,0.0972,138.624,3
0.5,0,1,0.0302,0.112,173.788,3
0.473,4,1,0.0396,0.161,75.824,4
0.273,9,1,0.0493,0.0857,91.621,3
0.122,4,0,0.0457,0.104,74.418,5
0.299,9,1,0.032,0.36,92.507,4
0.198,4,1,0.0698,0.129,175.541,3
0.534,8,0,0.0303,0.11,151.515,4
0.281,0,1,0.0522,0.105,111.509,4
0.329,3,0,0.0433,0.0625,105.054,4
0.32,6,0,0.0366,0.0513,68.163,3
0.5,0,1,0.0459,0.152,90.01,4
0.631,11,0,0.273,0.065,160.053,4
0.491,2,1,0.136,0.517,163.268,4
0.146,5,0,0.0401,0.0748,76.216,4
0.188,10,1,0.0411,0.105,65.198,3
0.436,4,1,0.0377,0.104,144.015,4
0.458,0,1,0.0572,0.305,169.639,4
0.552,7,1,0.0275,0.173,92.156,4
0.546,2,1,0.0469,0.372,139.606,3
0.726,10,0,0.068,0.188,126.004,4
0.563,1,1,0.0419,0.105,77.041,4
0.654,10,0,0.0401,0.0618,103.987,4
0.87,0,1,0.0913,0.147,124.003,4
0.553,0,1,0.0413,0.139,87.871,4
0.574,9,0,0.0495,0.172,77.968,4
0.515,8,1,0.0292,0.136,145.916,4
0.667,2,1,0.0817,0.331,114.03,4
0.688,9,1,0.0274,0.0756,140.004,4
0.347,0,1,0.0374,0.257,204.218,4
0.556,5,0,0.0412,0.321,185.607,4
0.416,9,1,0.0463,0.967,108.159,4
0.902,8,1,0.477,0.0809,94.926,4
0.523,7,1,0.0315,0.757,84.526,4
0.386,2,1,0.0346,0.341,126.602,4
0.72,1,1,0.124,0.157,102.071,4
0.219,11,0,0.16,0.375,168.069,3
0.46,1,1,0.0503,0.0952,71.743,4
0.627,5,1,0.0274,0.126,96.507,3
0.436,6,0,0.031,0.221,62.11,4
0.672,10,0,0.0311,0.117,134.945,4
0.61,9,1,0.0279,0.0884,85.031,4
0.501,1,1,0.0436,0.106,160.087,4
0.385,0,1,0.0298,0.208,95.462,3
0.81,0,0,0.0356,0.0951,109.97,4
0.451,9,1,0.103,0.984,135.967,4
0.884,8,0,0.172,0.11,125.948,4
0.703,1,1,0.0272,0.168,79.898,4
0.501,0,1,0.0281,0.651,83.566,4
0.508,11,1,0.032,0.0859,136.004,4
0.559,8,1,0.0768,0.253,142.907,4
0.144,6,0,0.0516,0.0737,58.684,5
0.781,4,1,0.0282,0.227,113.936,4
0.612,7,0,0.0334,0.617,111.888,4
0.628,10,1,0.0296,0.101,98.966,3
0.818,7,1,0.0558,0.124,125.002,4
0.81,0,1,0.0518,0.111,123.008,4
0.657,8,1,0.0384,0.108,118.499,4
0.93,3,1,0.0411,0.103,120.022,4
0.568,9,1,0.0294,0.15,135.926,4
0.401,0,1,0.0653,0.606,134.163,4
0.769,1,1,0.0411,0.0887,127.972,4
0.671,7,0,0.0889,0.298,104.39,4
0.682,10,0,0.0733,0.14,124.188,4
0.285,9,1,0.156,0.0951,119.542,4
0.349,0,0,0.0463,0.132,140.422,3
0.677,7,0,0.0289,0.093,92.572,4
0.464,6,0,0.0411,0.335,83.996,4
0.735,10,0,0.0402,0.265,108.021,4
0.256,6,0,0.0403,0.707,80.718,4
0.23,10,0,0.0398,0.159,151.106,4
0.314,10,0,0.0493,0.197,151.901,3
0.449,2,1,0.0322,0.0698,148.11,4
0.595,2,1,0.0349,0.116,166.052,4
0.71,5,0,0.0319,0.0971,119.981,4
0.635,6,1,0.0742,0.0512,100.048,4
0.424,11,1,0.0399,0.0894,74.805,4
0.314,9,1,0.0987,0.737,165.488,4
0.572,2,0,0.212,0.102,128.331,4
0.542,9,1,0.0521,0.496,124.912,4
0.626,4,1,0.0535,0.114,119.97,4
0.896,1,1,0.0731,0.164,99.995,4
0.775,2,1,0.0535,0.253,129.988,4
0.694,9,1,0.0301,0.25,125.901,4
0.205,9,1,0.0413,0.062,117.075,5
0.596,9,1,0.0474,0.0866,116.0,4
0.514,1,1,0.0598,0.0897,171.005,4
0.767,3,0,0.0866,0.0629,118.01,4
0.673,3,1,0.0366,0.178,125.57,4
0.561,10,1,0.0359,0.112,85.14,4
0.456,2,1,0.0434,0.0692,173.406,4
0.551,10,1,0.0529,0.0637,125.025,4
0.492,2,0,0.0396,0.307,126.039,4
0.246,9,1,0.0387,0.102,169.873,4
0.395,5,0,0.0328,0.0969,96.927,1
0.649,10,0,0.225,0.493,130.038,4
0.776,4,1,0.0575,0.314,111.988,4
0.491,7,1,0.0481,0.242,199.943,4
0.431,10,1,0.0773,0.16,126.134,4
0.486,6,0,0.0638,0.0947,173.734,4
0.451,1,1,0.0645,0.261,162.065,4
0.35,5,0,0.0477,0.0867,133.423,4
0.759,9,0,0.0287,0.0945,116.947,4
0.556,7,1,0.0327,0.0672,78.383,4
0.85,9,1,0.0476,0.029,127.598,4
0.632,7,1,0.0276,0.0537,140.967,4
0.291,11,0,0.415,0.118,151.476,4
0.51,2,1,0.034,0.176,87.813,4
0.516,1,0,0.0313,0.177,79.985,4
0.493,5,0,0.0362,0.0983,117.971,4
0.599,6,1,0.0584,0.245,128.004,4
0.622,5,0,0.0383,0.377,128.0,4
0.886,3,1,0.0843,0.0728,90.513,4
0.218,1,1,0.0515,0.139,68.61,4
0.379,5,1,0.0947,0.187,82.253,1
0.636,3,0,0.0306,0.0642,93.896,4
0.475,5,1,0.0413,0.0873,151.988,4
0.812,1,0,0.083,0.11,124.945,4
0.309,5,0,0.0462,0.103,127.928,4
0.305,2,1,0.0372,0.177,201.694,4
0.551,0,0,0.0466,0.347,119.992,4
0.529,0,1,0.0267,0.0567,107.464,4
0.272,0,1,0.0387,0.683,141.743,4
0.37,0,1,0.0545,0.0745,174.845,4
0.663,11,1,0.0449,0.109,143.785,4
0.79,4,1,0.127,0.155,126.877,4
0.767,1,0,0.0384,0.32,112.012,4
0.549,4,1,0.0388,0.105,135.632,4
0.302,0,1,0.0297,0.0875,96.779,4
0.697,5,1,0.034,0.28,140.069,4
0.289,0,1,0.039,0.089,77.77,4
0.569,2,1,0.182,0.279,91.533,4
0.292,5,1,0.0288,0.113,89.256,4
0.493,5,0,0.0482,0.0835,92.827,4
0.605,10,0,0.149,0.15,137.487,4
0.497,5,0,0.0463,0.345,129.495,3
0.698,6,1,0.122,0.107,95.212,4
0.679,8,1,0.0848,0.114,103.827,4
0.484,11,1,0.0543,0.313,195.999,4
0.473,0,1,0.0533,0.129,147.262,3
0.924,1,1,0.0679,0.0851,125.017,4
0.858,1,1,0.146,0.105,99.936,4
0.553,0,1,0.108,0.215,94.487,4
0.804,7,1,0.0413,0.177,109.624,4
0.387,7,0,0.161,0.314,180.359,4
0.455,2,1,0.0384,0.277,142.638,4
0.239,7,1,0.0373,0.121,97.545,3
0.782,0,1,0.123,0.225,127.674,4
0.474,5,1,0.0513,0.0743,156.738,3
0.466,8,0,0.199,0.0587,160.033,4
0.513,5,1,0.0321,0.12,169.601,4
0.607,7,1,0.0264,0.359,130.092,4
0.688,2,1,0.124,0.111,94.99,4
0.57,9,1,0.0323,0.178,103.303,4
0.411,2,0,0.0996,0.987,93.707,4
0.471,1,0,0.12,0.121,112.074,4
0.48,0,1,0.0484,0.133,134.229,4
0.562,7,1,0.0296,0.107,132.003,4
0.123,8,1,0.0288,0.14,82.062,3
0.629,8,1,0.0449,0.0971,105.004,4
0.696,0,1,0.0363,0.0842,119.001,4
0.319,0,1,0.0716,0.331,79.554,4
0.648,11,0,0.0293,0.116,113.983,4
0.631,9,0,0.0385,0.0663,136.154,4
0.466,2,1,0.0485,0.0797,148.815,4
0.16,0,1,0.0436,0.139,86.12,5
0.624,6,0,0.101,0.122,160.084,4
0.605,10,1,0.037,0.0665,123.991,4
0.925,7,0,0.0406,0.067,120.007,4
0.188,0,1,0.0484,0.0843,187.376,3
0.167,9,0,0.0426,0.076,63.029,4
0.581,2,1,0.0355,0.101,82.881,4
0.733,10,0,0.0432,0.208,97.448,4
0.703,9,0,0.0598,0.35,137.891,4
0.687,2,1,0.0508,0.0564,75.052,4
0.531,4,1,0.0936,0.304,109.519,4
0.844,6,1,0.0866,0.54,106.005,4
0.715,5,0,0.0507,0.0962,120.007,4
0.394,8,1,0.0627,0.0747,203.918,4
0.423,8,1,0.029,0.122,147.745,4
0.305,11,1,0.0285,0.67,145.49,4
0.252,1,1,0.0518,0.0721,108.013,4
0.708,4,1,0.0404,0.125,150.013,4
0.57,1,0,0.0567,0.0543,114.987,4
0.524,0,1,0.0416,0.771,133.828,4
0.539,9,1,0.0299,0.367,106.035,4
0.921,1,1,0.416,0.0946,130.028,4
0.583,4,1,0.0298,0.296,168.016,4
0.234,10,1,0.0441,0.0861,94.748,3
0.406,11,0,0.0577,0.164,177.994,4
0.64,9,1,0.041,0.19,89.972,4
0.326,1,0,0.0606,0.367,166.397,4
0.556,2,1,0.0375,0.421,102.013,4
0.678,7,1,0.128,0.061,116.98,4
0.767,0,1,0.0738,0.363,140.363,4
0.754,7,0,0.0435,0.0901,117.953,4
0.661,2,0,0.029,0.0859,94.911,4
0.623,0,1,0.035,0.217,82.105,4
0.448,9,1,0.0562,0.0476,178.151,4
0.494,7,1,0.0559,0.204,167.943,4
0.533,9,1,0.0319,0.119,96.842,4
0.179,4,0,0.0791,0.582,182.99,3
0.671,10,1,0.0281,0.085,119.941,4
0.258,0,0,0.0428,0.106,140.596,3
0.283,5,1,0.0402,0.331,80.313,4
0.36,6,0,0.0719,0.115,175.088,3
0.755,2,1,0.0327,0.121,120.004,4
0.346,0,0,0.0285,0.61,143.07,3
0.435,5,1,0.0338,0.14,115.792,4
0.311,9,1,0.048,0.167,122.135,4
0.281,9,1,0.0323,0.122,151.568,3
0.785,7,1,0.0732,0.267,122.043,3
0.39,4,1,0.0443,0.106,72.201,3
0.352,9,0,0.0297,0.0941,99.203,4
0.66,1,0,0.0446,0.123,140.005,4
0.407,3,1,0.0454,0.0773,83.061,4
0.332,8,1,0.0328,0.109,127.923,4
0.285,11,1,0.0352,0.115,175.71,3
0.467,10,0,0.0316,0.237,129.137,4
0.747,0,1,0.03,0.462,111.721,4
0.505,9,1,0.102,0.0764,166.545,4
0.658,4,0,0.0321,0.0749,74.038,4
0.403,0,1,0.0257,0.135,81.675,4
0.462,11,0,0.231,0.139,122.072,4
0.695,3,0,0.0553,0.106,89.954,4
0.588,0,0,0.03,0.18,104.717,4
0.742,1,0,0.0303,0.059,120.032,4
0.272,9,0,0.0385,0.0879,78.721,4
0.807,11,0,0.0347,0.366,126.011,4
0.559,6,1,0.0295,0.111,134.764,3
0.548,8,1,0.0306,0.0721,94.998,4
0.793,7,0,0.0428,0.293,125.021,4
0.446,0,1,0.0271,0.325,85.384,4
0.582,5,1,0.0731,0.223,103.027,4
0.589,4,1,0.0291,0.0987,122.688,3
0.545,6,1,0.0279,0.114,131.784,4
0.42,11,1,0.0365,0.735,100.841,4
0.285,0,1,0.0973,0.525,139.211,4
0.584,2,1,0.0441,0.0896,126.9,4
0.543,2,0,0.0282,0.125,88.107,4
0.746,4,1,0.0458,0.1,125.019,4
0.673,10,1,0.0425,0.35,134.985,4
0.58,3,0,0.0619,0.247,144.978,4
0.488,10,1,0.0551,0.319,149.952,3
0.691,0,1,0.0315,0.275,143.217,4
0.718,7,1,0.0317,0.47,117.928,4
0.375,11,1,0.036,0.371,136.319,5
0.384,11,1,0.0389,0.11,88.2,4
0.413,8,1,0.042,0.167,81.969,4
0.509,6,1,0.0381,0.104,116.472,4
0.888,1,1,0.219,0.101,91.979,4
0.516,5,0,0.0391,0.0683,86.926,4
0.575,9,1,0.0296,0.159,96.102,4
0.44,11,0,0.177,0.106,138.104,4
0.448,1,0,0.0362,0.0891,157.975,4
0.466,6,1,0.0429,0.114,75.998,4
0.464,0,1,0.197,0.123,93.251,4
0.666,4,0,0.0268,0.0882,123.67,4
0.459,0,1,0.0294,0.119,63.378,4
0.276,9,0,0.0383,0.112,137.045,3
0.581,11,1,0.0981,0.139,129.992,4
0.503,2,0,0.0445,0.0637,96.853,4
0.519,9,1,0.0665,0.325,174.085,4
0.769,2,0,0.0563,0.0763,89.547,4
0.277,2,1,0.0545,0.0712,131.571,3
0.489,0,1,0.0297,0.0959,128.855,3
0.484,2,1,0.0308,0.107,137.918,4
0.246,7,0,0.0407,0.978,99.798,4
0.608,1,1,0.0525,0.184,104.398,4
0.399,1,0,0.0532,0.361,149.081,4
0.454,0,0,0.202,0.0768,170.019,4
0.534,1,1,0.0319,0.102,113.877,4
0.476,8,1,0.127,0.268,167.112,4
0.596,4,0,0.0346,0.141,127.949,4
0.262,8,1,0.0484,0.125,189.857,4
0.696,9,1,0.0976,0.192,95.897,4
0.23,1,0,0.0399,0.094,155.964,3
0.58,1,1,0.0957,0.189,89.841,4
0.412,6,0,0.0997,0.119,164.072,4
0.594,0,1,0.0815,0.549,119.964,4
0.576,9,1,0.031,0.3,123.852,4
0.89,0,1,0.0497,0.369,122.002,4
0.739,2,1,0.0308,0.181,113.0,4
0.479,8,1,0.0561,0.0907,174.662,4
0.651,0,0,0.0563,0.301,149.979,4
0.635,8,1,0.027,0.0941,131.982,4
0.555,4,1,0.0284,0.694,102.6,4
0.296,7,0,0.0394,0.0815,69.44,3
0.597,5,0,0.0325,0.24,78.772,3
0.351,7,1,0.0375,0.104,188.166,4
0.596,5,0,0.029,0.0694,126.97,4
0.691,1,1,0.0776,0.0753,127.683,4
0.358,4,1,0.036,0.0849,149.742,4
0.586,0,1,0.0696,0.333,116.769,4
0.547,0,1,0.0315,0.111,133.737,4
0.689,9,1,0.787,0.699,84.627,1
0.58,4,0,0.0322,0.113,90.996,4
0.6,10,0,0.0582,0.0522,94.156,4
0.47,10,1,0.0539,0.0916,82.491,4
0.846,1,1,0.0789,0.109,100.005,4
0.757,7,1,0.0333,0.112,119.493,4
0.684,9,1,0.0601,0.0916,170.75,4
0.143,9,1,0.11,0.134,172.668,3
0.379,11,1,0.033,0.973,109.624,4
0.844,5,0,0.0568,0.131,103.648,4
0.59,6,0,0.233,0.0408,140.118,4
0.299,9,1,0.0729,0.308,184.589,4
0.583,3,0,0.197,0.276,149.961,4
0.844,6,1,0.207,0.0575,100.002,4
0.603,10,1,0.0712,0.111,118.893,4
0.609,6,1,0.0479,0.188,95.957,4
0.719,0,0,0.0259,0.0875,105.982,4
0.764,1,1,0.206,0.414,90.1,4
0.65,6,0,0.229,0.235,159.173,4
0.707,7,1,0.031,0.204,127.937,4
0.511,2,1,0.0307,0.17,127.912,4
0.849,2,1,0.271,0.268,92.982,4
0.555,6,1,0.0663,0.221,96.003,4
0.291,8,1,0.0398,0.275,138.168,4
0.522,4,1,0.287,0.702,121.308,4
0.757,2,1,0.0608,0.116,85.554,4
0.581,2,1,0.0278,0.076,88.939,4
0.623,5,0,0.0505,0.335,119.74,4
0.52,6,1,0.145,0.0285,175.256,4
0.721,0,1,0.0502,0.133,124.868,4
0.43,10,1,0.0472,0.323,70.218,4
0.0939,2,0,0.0606,0.0954,67.359,3
0.354,9,1,0.0949,0.685,207.934,3
0.706,5,1,0.0399,0.0822,100.011,4
0.642,1,1,0.0326,0.113,147.874,4
0.539,2,1,0.0389,0.149,150.028,4
0.629,0,1,0.142,0.848,118.929,4
0.733,5,0,0.0292,0.0956,127.975,4
0.303,5,1,0.0337,0.149,197.358,4
0.599,4,1,0.0596,0.234,90.931,4
0.632,5,1,0.0765,0.145,120.93,4
0.649,11,0,0.0395,0.0919,87.011,4
0.673,1,1,0.0349,0.0865,119.991,4
0.51,0,0,0.0529,0.368,162.092,4
0.2,5,1,0.0626,0.339,93.977,3
0.62,5,1,0.0585,0.13,124.809,4
0.663,1,1,0.0495,0.319,78.951,4
0.561,10,1,0.0578,0.106,143.875,4
0.706,9,1,0.0525,0.0967,125.065,4
0.429,4,0,0.0476,0.317,83.395,4
0.365,1,0,0.0557,0.101,145.824,3
0.409,11,0,0.0339,0.31,131.761,4
0.65,3,1,0.031,0.0816,95.128,4
0.573,11,1,0.0342,0.377,123.183,4
0.691,5,1,0.0264,0.197,119.931,4
0.682,11,1,0.0587,0.138,127.989,4
0.701,7,0,0.0339,0.303,141.939,4
0.606,4,1,0.0277,0.275,130.739,4
0.572,3,1,0.0283,0.104,130.62,4
0.727,2,0,0.14,0.198,168.189,4
0.572,3,1,0.0511,0.285,145.378,4
0.616,7,1,0.0334,0.296,89.989,4
0.476,2,1,0.0343,0.203,129.084,4
0.619,8,0,0.0492,0.298,115.985,4
0.584,1,0,0.0576,0.261,137.972,4
0.83,0,1,0.094,0.248,109.978,4
0.54,8,1,0.0339,0.11,135.73,4
0.419,7,1,0.117,0.537,100.328,4
0.226,9,1,0.0433,0.0676,92.976,4
0.698,11,1,0.0442,0.113,150.999,4
0.774,6,0,0.0773,0.0952,118.048,4
0.292,2,1,0.0385,0.107,109.766,4
0.73,4,1,0.0477,0.107,122.013,4
0.273,1,1,0.0488,0.099,159.33,4
0.182,11,0,0.0391,0.0804,100.482,4
0.64,5,0,0.136,0.245,150.054,4
0.599,0,0,0.0859,0.383,130.724,4
0.574,6,1,0.0485,0.111,105.034,4
0.741,8,0,0.324,0.118,116.06,4
0.704,8,1,0.0441,0.198,122.83,4
0.538,0,1,0.187,0.236,132.346,5
0.787,2,1,0.105,0.108,140.04,4
0.557,7,1,0.0268,0.139,130.769,4
0.638,10,1,0.0315,0.0695,89.124,4
0.494,6,0,0.0441,0.134,144.036,4
0.585,7,1,0.0309,0.126,133.057,4
0.804,9,0,0.0556,0.0648,125.0,4
0.623,4,1,0.0283,0.106,94.433,4
0.748,2,0,0.0365,0.131,122.056,4
0.54,8,1,0.0487,0.12,97.991,4
0.5,0,0,0.0358,0.114,88.81,4
0.627,5,0,0.0396,0.343,95.0,4
0.324,7,1,0.0292,0.143,74.101,4
0.578,10,0,0.0441,0.215,150.253,4
0.753,9,1,0.127,0.176,105.054,4
0.747,7,0,0.0513,0.0955,141.868,4
0.692,2,1,0.0255,0.185,104.023,4
0.377,7,1,0.0406,0.202,152.483,3
0.14,7,1,0.0352,0.0689,88.381,4
0.632,7,0,0.061,0.189,143.121,4
0.541,0,1,0.0396,0.423,125.04,4
0.584,9,0,0.0298,0.087,123.253,4
0.634,11,0,0.0354,0.105,117.981,4
0.181,2,1,0.0404,0.0987,71.623,3
0.856,7,0,0.0416,0.206,98.018,4
0.549,6,0,0.032,0.562,94.028,4
0.604,0,0,0.103,0.127,126.06,4
0.484,10,1,0.0382,0.263,121.178,4
0.816,1,1,0.244,0.14,96.981,4
0.601,4,0,0.0656,0.388,141.929,4
0.755,2,0,0.142,0.289,120.028,4
0.601,7,1,0.0345,0.745,121.463,4
0.558,5,0,0.114,0.253,79.398,4
0.565,10,0,0.0769,0.106,180.598,4
0.638,7,0,0.039,0.335,143.984,4
0.678,4,0,0.0284,0.0459,102.511,4
0.866,11,1,0.0478,0.101,127.009,4
0.719,0,1,0.0382,0.171,107.954,4
0.671,11,0,0.0444,0.304,121.963,4
0.467,1,0,0.051,0.112,171.821,4
0.391,5,1,0.0315,0.226,125.976,4
0.581,7,1,0.039,0.169,148.318,4
0.345,0,1,0.0329,0.0735,164.373,4
0.905,1,1,0.0413,0.28,126.026,4
0.373,4,0,0.0338,0.111,101.283,4
0.699,5,1,0.0677,0.132,129.996,4
0.309,9,1,0.0459,0.0924,74.568,4
0.36,1,1,0.0432,0.127,70.353,4
0.757,10,0,0.138,0.341,102.173,4
0.458,5,0,0.0798,0.185,149.967,4
0.406,1,1,0.144,0.47,96.047,4
0.64,7,1,0.0398,0.272,91.02,4
0.531,1,1,0.0305,0.12,89.917,4
0.814,11,0,0.116,0.0753,130.001,4
0.43,4,1,0.0291,0.596,101.089,4
0.757,7,0,0.0701,0.0798,95.01,4
0.781,6,0,0.293,0.0457,94.993,4
0.636,8,1,0.0352,0.136,124.158,4
0.386,2,0,0.04,0.101,148.305,3
0.438,5,1,0.0725,0.0809,133.299,4
0.581,10,0,0.0357,0.13,114.05,4
0.383,7,1,0.134,0.271,183.96,4
0.596,2,1,0.0261,0.36,146.095,4
0.652,5,1,0.103,0.2,168.061,4
0.213,9,0,0.0419,0.0704,171.927,4
0.555,8,1,0.0372,0.0609,135.985,4
0.565,0,1,0.0295,0.124,120.013,4
0.704,2,1,0.0409,0.0812,100.0,4
0.549,0,1,0.0616,0.284,102.741,4
0.829,10,0,0.117,0.0705,74.979,4
0.61,8,0,0.0479,0.0821,172.638,4
0.526,3,0,0.033,0.223,145.568,3
0.594,5,0,0.0678,0.0418,133.021,4
0.503,5,1,0.0374,0.0669,140.985,4
0.532,7,0,0.0512,0.317,140.042,4
0.777,4,0,0.0278,0.1,87.009,4
0.845,1,1,0.138,0.0694,138.007,4
0.333,10,1,0.0341,0.279,184.026,4
0.595,11,1,0.0367,0.0961,107.025,4
0.461,11,1,0.0718,0.644,146.146,4
0.426,1,1,0.0299,0.0898,131.174,3
0.661,5,0,0.0382,0.0943,91.601,4
0.46,3,1,0.0525,0.0735,73.019,4
0.653,8,1,0.044,0.192,127.609,4
0.48,11,1,0.0426,0.354,186.875,4
0.611,2,1,0.0529,0.248,169.895,4
0.893,11,1,0.0517,0.128,139.972,4
0.256,5,0,0.0761,0.208,169.11,4
0.496,5,1,0.0293,0.182,158.121,4
0.338,2,1,0.0709,0.515,122.311,4
0.56,2,1,0.174,0.823,94.771,4
0.749,8,1,0.086,0.0974,120.015,4
0.402,4,1,0.0569,0.142,79.136,4
0.872,5,0,0.0421,0.643,114.995,4
0.751,6,1,0.0481,0.111,123.014,4
0.403,5,0,0.0382,0.0982,125.798,4
0.18,2,0,0.0341,0.0636,147.856,3
0.211,8,1,0.0373,0.102,74.137,4
0.309,6,1,0.0377,0.112,175.293,4
0.641,2,1,0.0344,0.0798,131.828,4
0.204,8,1,0.0395,0.102,70.944,3
0.532,5,1,0.0503,0.217,90.187,4
0.501,4,1,0.0297,0.126,114.906,3
0.725,11,0,0.218,0.235,124.857,4
0.315,7,1,0.0422,0.0974,71.646,4
0.314,7,1,0.0469,0.0914,102.328,5
0.401,3,1,0.0354,0.118,86.604,4
0.28,7,1,0.241,0.38,81.98,4
0.545,9,1,0.0541,0.101,109.019,3
0.592,11,0,0.0304,0.109,78.269,4
0.687,7,1,0.0576,0.0452,87.972,4
0.6,9,0,0.0704,0.104,160.502,4
0.532,4,0,0.0551,0.377,116.026,4
0.705,7,0,0.0478,0.119,129.994,4
0.37,0,1,0.0536,0.0745,174.775,4
0.655,7,0,0.0291,0.113,122.987,4
0.648,3,0,0.29,0.147,130.148,4
0.364,10,0,0.0975,0.732,169.036,3
0.41,0,1,0.0383,0.0974,78.823,4
0.689,11,0,0.0647,0.353,140.002,4
0.249,0,1,0.0342,0.0891,149.813,4
0.421,10,1,0.0564,0.123,84.786,4
0.673,4,1,0.0309,0.12,143.891,4
0.624,9,1,0.0473,0.137,135.11,4
0.411,10,1,0.064,0.0702,88.882,4
0.417,2,0,0.0665,0.074,186.081,4
0.915,6,0,0.207,0.112,140.095,4
0.651,2,1,0.0577,0.384,123.851,4
0.594,0,1,0.0815,0.549,119.964,4
0.339,4,1,0.0375,0.341,94.775,3
