danceability,key,mode,speechiness,liveness,tempo,time_signature
0.694,10,0,0.0598,0.0561,138.244,4
0.392,10,0,0.196,0.131,90.515,4
0.612,6,1,0.0317,0.188,106.982,4
0.138,2,1,0.153,0.372,199.983,4
0.8,6,0,0.0491,0.0904,100.015,4
0.233,1,1,0.0413,0.0836,66.349,3
0.683,11,1,0.0285,0.197,90.031,4
0.285,2,1,0.0556,0.117,79.856,4
0.265,7,1,0.133,0.0498,148.058,4
0.299,2,1,0.0365,0.134,98.793,4
0.491,5,1,0.0421,0.0886,199.851,4
0.432,0,0,0.0369,0.103,83.753,4
0.608,0,1,0.0475,0.0629,88.059,4
0.225,4,1,0.0448,0.12,111.571,1
0.646,2,0,0.0394,0.322,128.035,4
0.888,2,1,0.0357,0.11,112.56,3
0.52,2,1,0.0302,0.188,74.165,4
0.56,11,0,0.0986,0.0776,102.946,4
0.798,4,0,0.0558,0.094,129.997,4
0.514,7,1,0.19,0.128,117.878,3
0.575,5,0,0.0319,0.0584,128.069,4
0.598,0,1,0.0249,0.356,87.994,4
0.413,5,1,0.0284,0.146,151.009,4
0.6,7,1,0.19,0.34,159.941,4
0.596,4,1,0.0796,0.278,146.734,4
0.448,7,1,0.0297,0.819,132.207,4
0.42,11,1,0.0365,0.735,100.841,4
0.258,3,1,0.0307,0.228,177.546,3
0.294,4,0,0.0667,0.0929,70.958,3
0.749,3,1,0.152,0.11,133.539,4
0.636,9,0,0.0295,0.354,94.833,4
0.606,7,1,0.0369,0.133,143.681,4
0.152,7,1,0.039,0.0886,96.057,3
0.226,0,1,0.36,0.096,179.946,4
0.589,7,1,0.0283,0.116,87.013,4
0.486,0,0,0.0485,0.173,84.997,4
0.774,9,0,0.0299,0.379,103.464,4
0.652,3,1,0.0272,0.312,92.234,4
0.473,0,1,0.0315,0.105,93.777,3
0.533,0,1,0.128,0.168,140.092,4
0.593,10,1,0.0306,0.367,91.975,4
0.423,0,1,0.0333,0.81,130.018,4
0.625,9,0,0.0354,0.0845,123.987,4
0.213,9,0,0.0419,0.0704,171.927,4
0.598,11,1,0.0339,0.103,128.898,4
0.607,9,1,0.0553,0.0754,133.388,4
0.561,8,1,0.0291,0.122,152.089,4
0.502,7,1,0.0649,0.287,138.811,4
0.356,10,1,0.0388,0.0802,146.755,4
0.545,7,1,0.0966,0.23,134.748,4
0.854,11,1,0.0705,0.101,125.845,4
0.755,9,0,0.0352,0.236,120.06,4
0.232,6,0,0.0417,0.075,131.065,1
0.35,6,1,0.0683,0.406,119.076,4
0.175,9,0,0.0532,0.0739,66.29,3
0.771,11,0,0.224,0.682,119.952,4
0.689,6,0,0.0261,0.159,99.031,4
0.443,1,1,0.0294,0.0993,133.783,4
0.58,2,1,0.0391,0.136,124.921,4
0.34,0,1,0.0862,0.284,171.207,4
0.652,6,0,0.0893,0.165,127.998,4
0.484,10,1,0.135,0.286,182.058,4
0.355,11,1,0.0282,0.12,100.956,3
0.607,4,1,0.0323,0.258,75.978,4
0.572,10,1,0.163,0.316,103.79,4
0.633,1,1,0.0456,0.0438,81.811,4
0.208,9,0,0.0921,0.0942,190.366,4
0.407,5,0,0.188,0.306,196.093,4
0.46,7,1,0.0417,0.0449,152.531,3
0.509,9,1,0.0333,0.107,119.329,4
0.452,0,0,0.0282,0.0948,163.935,4
0.576,4,1,0.0458,0.054,124.972,4
0.556,8,0,0.0418,0.096,122.007,4
0.601,0,1,0.031,0.142,134.981,4
0.615,10,1,0.0414,0.228,84.749,4
0.782,6,0,0.0767,0.385,129.992,1
0.421,7,1,0.035,0.237,122.572,4
0.359,11,0,0.147,0.114,163.976,4
0.576,2,1,0.112,0.0243,135.093,4
0.652,10,0,0.042,0.0886,96.021,4
0.614,4,0,0.0347,0.237,93.606,4
0.519,11,1,0.0788,0.106,149.942,4
0.558,0,1,0.0467,0.0815,87.632,4
0.741,8,0,0.0369,0.114,95.242,4
0.663,5,1,0.0316,0.308,121.97,4
0.573,1,1,0.0553,0.278,126.034,4
0.421,0,1,0.0405,0.131,111.996,4
0.592,9,1,0.0275,0.112,127.439,4
0.235,2,1,0.0442,0.119,107.619,4
0.332,8,1,0.198,0.365,200.153,4
0.654,8,1,0.0457,0.213,106.96,4
0.601,1,0,0.0573,0.125,118.303,4
0.625,0,1,0.0337,0.17,113.551,4
0.623,5,1,0.0409,0.311,134.364,4
0.566,8,1,0.0426,0.292,127.045,4
0.613,8,0,0.0575,0.105,110.181,4
0.222,10,0,0.0385,0.231,128.662,4
0.643,6,1,0.0294,0.112,101.995,4
0.353,0,1,0.233,0.0538,178.342,4
0.533,2,1,0.0308,0.0939,140.918,4
0.772,8,1,0.0349,0.0905,115.138,4
0.554,7,0,0.0418,0.354,179.984,4
0.439,8,0,0.05,0.146,81.005,4
0.378,1,0,0.055,0.204,178.008,4
0.549,4,1,0.0321,0.109,127.783,4
0.616,0,1,0.0373,0.311,113.065,4
0.697,9,1,0.0351,0.11,127.904,4
0.756,8,1,0.0401,0.333,94.996,4
0.645,4,0,0.036,0.119,90.565,4
0.424,4,1,0.0496,0.123,125.796,4
0.333,10,1,0.0301,0.124,73.393,4
0.558,0,0,0.0753,0.0845,113.667,4
0.519,1,1,0.125,0.179,137.377,4
0.433,9,1,0.0483,0.162,89.4,4
0.323,11,1,0.0293,0.153,79.948,4
0.486,5,1,0.0267,0.54,100.456,4
0.377,5,1,0.0618,0.0705,120.514,4
0.452,4,1,0.0272,0.143,137.715,3
0.669,7,1,0.0337,0.106,120.221,4
0.686,11,0,0.151,0.444,119.979,4
0.563,9,1,0.154,0.0849,166.928,4
0.884,0,1,0.12,0.101,97.994,4
0.548,6,0,0.0302,0.182,69.591,4
0.588,8,1,0.16,0.171,155.165,4
0.521,0,1,0.0363,0.0809,105.44,4
0.528,7,1,0.0337,0.304,155.759,4
0.794,8,0,0.0699,0.0955,174.915,4
0.469,0,1,0.0354,0.0761,92.632,4
0.545,5,0,0.0345,0.132,174.084,4
0.492,2,1,0.0298,0.12,107.85,4
0.566,2,0,0.046,0.281,100.012,4
0.57,9,1,0.143,0.111,81.373,4
0.736,1,0,0.425,0.0898,80.126,4
0.53,10,0,0.0368,0.112,69.509,4
0.834,2,0,0.188,0.0934,89.849,4
0.739,11,0,0.0411,0.326,88.009,4
0.903,6,1,0.0943,0.0786,98.007,4
0.509,3,1,0.0359,0.121,72.702,3
0.463,7,1,0.244,0.0649,93.331,4
0.492,5,0,0.0353,0.141,106.178,4
0.327,4,1,0.0336,0.104,161.074,4
0.4,5,0,0.0423,0.119,162.078,4
0.666,9,1,0.0546,0.0927,109.453,4
0.664,11,1,0.0339,0.0867,110.0,4
0.307,9,1,0.053,0.242,119.255,4
0.524,2,1,0.0329,0.286,159.859,4
0.717,3,1,0.0283,0.107,107.946,4
0.463,1,1,0.0439,0.114,110.604,4
0.599,3,1,0.0292,0.497,137.948,4
0.736,0,1,0.0786,0.0468,140.141,4
0.0623,2,1,0.0567,0.0816,65.057,3
0.356,4,0,0.112,0.941,95.754,4
0.585,2,1,0.0582,0.689,134.053,4
0.689,4,0,0.0306,0.178,141.97,4
0.687,9,0,0.181,0.363,115.979,4
0.484,0,1,0.0384,0.0556,121.708,4
0.571,2,1,0.0348,0.115,88.154,4
0.422,4,1,0.0509,0.175,93.81,4
0.72,11,1,0.0908,0.108,107.957,4
0.784,4,0,0.317,0.079,164.062,4
0.654,4,1,0.0321,0.253,97.994,4
0.813,11,0,0.0486,0.131,130.011,4
0.64,4,1,0.102,0.36,145.002,4
0.561,8,1,0.0291,0.122,152.089,4
0.442,11,1,0.0575,0.28,152.028,4
0.586,2,1,0.0547,0.153,111.977,4
0.521,7,1,0.0442,0.0985,120.117,4
0.213,4,0,0.0327,0.111,72.844,5
0.358,4,1,0.0485,0.121,155.482,4
0.382,10,1,0.0356,0.0758,101.449,3
0.674,1,1,0.031,0.169,119.954,4
0.493,10,1,0.07,0.323,169.898,4
0.866,0,1,0.0414,0.275,99.985,4
0.358,10,1,0.059,0.0902,85.043,4
0.589,4,0,0.0296,0.0897,94.968,4
0.518,5,0,0.0278,0.132,179.91,4
0.267,4,0,0.029,0.274,83.94,4
0.389,2,1,0.138,0.501,82.517,4
0.55,4,1,0.0338,0.0798,86.966,1
0.596,4,1,0.0394,0.116,131.912,4
0.884,11,1,0.128,0.094,101.965,4
0.54,9,1,0.0446,0.474,122.573,4
0.422,11,1,0.0369,0.144,167.647,4
0.514,1,1,0.0436,0.0911,134.811,4
0.667,10,1,0.0445,0.16,107.024,4
0.296,0,1,0.042,0.105,118.337,4
0.617,11,0,0.0317,0.164,103.019,4
0.66,2,1,0.0358,0.0747,94.988,4
0.353,5,0,0.0365,0.109,96.014,1
0.344,7,1,0.0458,0.0368,205.651,4
0.549,7,1,0.0313,0.224,153.604,4
0.52,2,1,0.0239,0.087,78.015,4
0.579,2,1,0.0698,0.0764,138.011,4
0.623,11,0,0.151,0.261,134.975,4
0.595,0,1,0.0295,0.108,88.969,4
0.425,6,1,0.036,0.0734,162.761,4
0.717,2,1,0.0336,0.176,93.216,4
0.657,9,1,0.0452,0.177,120.009,4
0.564,7,1,0.0411,0.367,137.599,4
0.77,0,1,0.039,0.243,126.999,4
0.421,10,1,0.0768,0.314,80.912,4
0.384,4,1,0.0424,0.108,66.695,3
0.682,7,1,0.0692,0.0835,139.785,4
0.482,2,1,0.103,0.155,162.08,4
0.639,7,1,0.0493,0.331,131.99,4
0.594,1,1,0.0564,0.113,127.957,4
0.645,9,1,0.0317,0.109,167.826,4
0.428,9,1,0.0368,0.0848,115.89,4
0.545,7,0,0.0399,0.127,92.956,4
0.754,4,1,0.0853,0.0329,119.968,4
0.434,10,1,0.123,0.08,160.011,4
0.437,2,1,0.0327,0.164,90.507,4
0.534,8,0,0.0582,0.049,141.998,4
0.705,0,1,0.0295,0.0755,122.841,4
0.452,1,1,0.028,0.124,86.443,4
0.657,2,1,0.0301,0.0483,93.924,4
0.535,1,1,0.037,0.123,115.144,3
0.398,6,0,0.0359,0.334,128.483,4
0.544,1,1,0.0522,0.147,98.128,4
0.512,9,1,0.0277,0.13,129.83,4
0.243,1,1,0.037,0.102,126.599,4
0.546,9,0,0.0531,0.706,109.959,4
0.322,6,0,0.0281,0.102,85.794,4
0.405,6,1,0.0339,0.199,165.377,4
0.437,4,1,0.0256,0.109,141.838,4
0.597,11,0,0.0984,0.0504,92.003,4
0.475,10,1,0.0343,0.186,157.798,4
0.69,5,0,0.0336,0.143,95.341,4
0.4,3,1,0.0382,0.108,130.699,4
0.732,2,0,0.0442,0.13,86.233,4
0.426,0,1,0.0525,0.707,155.01,4
0.15,5,1,0.0411,0.0932,138.084,3
0.643,4,1,0.0428,0.0909,126.448,4
0.555,5,1,0.0403,0.116,136.12,4
0.525,8,1,0.0349,0.186,115.509,4
0.55,9,1,0.0304,0.0853,127.238,4
0.63,2,1,0.0284,0.268,95.999,4
0.332,9,1,0.0765,0.0372,157.378,4
0.787,10,0,0.0989,0.0946,126.0,4
0.633,1,1,0.166,0.137,175.716,4
0.642,6,1,0.028,0.251,109.995,4
0.711,4,0,0.0766,0.152,126.051,4
0.426,10,1,0.0593,0.105,71.524,1
0.699,1,1,0.0633,0.0995,105.809,4
0.519,6,0,0.0377,0.472,144.006,4
0.683,3,1,0.0438,0.205,139.996,4
0.425,0,0,0.0353,0.133,116.99,4
0.799,11,1,0.0377,0.193,120.97,4
0.399,10,1,0.0375,0.366,130.055,4
0.64,8,1,0.0607,0.0935,144.279,4
0.73,4,0,0.0344,0.121,109.573,4
0.482,0,1,0.0853,0.409,165.084,4
0.56,3,1,0.0439,0.161,112.96,4
0.373,1,1,0.0326,0.102,83.827,5
0.511,10,1,0.0397,0.304,161.992,4
0.638,8,1,0.049,0.113,124.071,4
0.425,7,0,0.0388,0.106,122.039,4
0.873,4,0,0.0618,0.134,89.982,4
0.601,7,1,0.0345,0.185,89.87,4
0.289,9,0,0.0341,0.314,140.466,3
0.559,7,1,0.0712,0.355,169.977,4
0.767,0,0,0.0476,0.0346,116.991,4
0.572,11,1,0.0353,0.19,105.975,4
0.517,2,1,0.0508,0.336,93.834,4
0.497,0,1,0.103,0.0376,122.582,4
0.555,2,1,0.0453,0.113,132.863,4
0.355,4,0,0.0311,0.112,96.111,3
0.38,4,1,0.0971,0.371,160.061,4
0.551,9,0,0.109,0.0899,171.79,4
0.413,2,1,0.0503,0.348,177.973,4
0.654,10,1,0.0259,0.111,89.991,4
0.316,3,1,0.0515,0.12,81.07,3
0.352,9,0,0.0297,0.0941,99.203,4
0.405,11,1,0.0323,0.429,111.089,4
0.441,3,0,0.0344,0.145,123.777,4
0.788,2,1,0.0334,0.0723,113.324,4
0.61,5,0,0.0356,0.0854,128.967,3
0.578,2,0,0.0696,0.097,89.083,4
0.417,5,1,0.0328,0.217,119.903,4
0.366,4,0,0.0573,0.0988,108.755,4
0.606,1,1,0.0278,0.106,125.059,4
0.706,1,0,0.0688,0.306,128.011,4
0.759,0,0,0.0307,0.443,92.96,4
0.669,1,1,0.49,0.241,118.934,4
0.374,4,0,0.19,0.766,119.633,4
0.667,5,1,0.0353,0.0867,130.01,4
0.523,6,1,0.0366,0.107,88.902,4
0.527,2,1,0.129,0.243,102.698,3
0.233,8,1,0.0363,0.098,70.862,4
0.15,4,0,0.0595,0.387,170.527,5
0.713,5,0,0.102,0.149,138.009,4
0.575,7,1,0.0375,0.128,119.989,4
0.555,9,1,0.0358,0.361,114.162,4
0.574,2,1,0.0268,0.172,79.967,4
0.554,9,1,0.0316,0.236,99.421,4
0.901,5,0,0.0645,0.238,109.004,4
0.504,8,1,0.0305,0.104,133.461,4
0.749,11,1,0.0842,0.338,90.035,4
0.673,1,0,0.0431,0.0826,97.012,4
0.427,8,1,0.165,0.0475,108.681,4
0.619,0,1,0.102,0.327,158.866,3
0.726,5,1,0.0431,0.309,143.994,4
0.762,5,0,0.0438,0.094,114.906,4
0.671,2,1,0.0663,0.105,108.04,4
0.404,0,1,0.0471,0.0776,101.531,4
0.589,4,0,0.0296,0.0897,94.968,4
0.531,2,1,0.0304,0.205,135.3,4
0.61,1,1,0.031,0.0634,113.482,4
0.616,5,1,0.0344,0.205,150.071,4
0.683,7,1,0.0323,0.422,126.75,4
0.596,0,1,0.0362,0.453,128.009,4
0.745,4,1,0.0354,0.0538,133.952,4
0.369,0,0,0.12,0.241,185.985,4
0.392,4,1,0.0571,0.0808,71.286,4
0.388,6,1,0.0339,0.0989,133.152,4
0.787,11,0,0.159,0.0904,110.962,4
0.418,10,1,0.0462,0.759,122.781,4
0.441,2,1,0.0339,0.492,105.748,4
0.443,5,0,0.102,0.81,96.579,4
0.4,11,1,0.0406,0.964,143.65,4
0.776,0,0,0.237,0.112,110.134,4
0.803,8,0,0.0634,0.161,92.032,4
0.801,1,0,0.225,0.109,123.95,4
0.734,7,1,0.0312,0.233,110.014,4
0.687,6,1,0.0386,0.114,129.964,4
0.52,4,1,0.0853,0.17,141.971,4
0.635,6,1,0.0298,0.106,139.977,4
0.448,7,1,0.0349,0.0832,156.049,4
0.387,7,1,0.0234,0.114,92.543,4
0.711,9,1,0.039,0.0561,101.198,4
0.358,6,1,0.0307,0.104,134.629,3
0.871,5,0,0.0458,0.0589,126.975,4
0.432,8,1,0.0341,0.338,76.04,4
0.647,7,0,0.0366,0.202,87.045,4
0.317,2,1,0.0463,0.172,73.514,4
0.349,9,1,0.0336,0.101,136.726,4
0.538,10,1,0.0396,0.118,139.984,4
0.643,1,1,0.0273,0.11,91.485,4
0.757,2,1,0.0252,0.114,104.972,4
0.0694,3,1,0.0482,0.0739,73.566,4
0.516,11,0,0.0337,0.118,111.585,4
0.789,11,0,0.0429,0.0586,125.911,4
0.502,4,0,0.0299,0.164,103.283,4
0.471,0,1,0.0326,0.215,169.776,4
0.389,6,0,0.0551,0.202,164.989,4
0.681,4,0,0.0337,0.175,116.013,4
0.409,11,0,0.0656,0.459,170.034,4
0.445,8,1,0.0502,0.105,172.14,4
0.458,0,1,0.0572,0.305,169.639,4
0.641,0,0,0.0282,0.115,112.864,4
0.726,5,1,0.0431,0.309,143.994,4
0.551,7,0,0.0542,0.152,88.036,4
0.345,1,1,0.228,0.99,142.21,4
0.829,8,1,0.106,0.246,118.903,4
0.576,3,1,0.0599,0.121,99.969,4
0.564,1,1,0.0407,0.188,78.715,4
0.338,3,1,0.0458,0.147,139.061,4
0.641,10,0,0.0342,0.0528,112.085,4
0.423,3,1,0.0498,0.122,141.855,4
0.477,11,1,0.0283,0.773,107.837,4
0.199,0,1,0.0529,0.15,74.49,4
0.46,6,1,0.0481,0.0896,67.12,3
0.599,8,1,0.0232,0.106,95.05,3
0.63,0,1,0.0331,0.292,126.984,4
0.448,3,0,0.0342,0.135,123.762,4
0.61,0,1,0.0585,0.153,101.045,4
0.549,5,1,0.0366,0.0765,135.128,4
0.569,0,1,0.0393,0.108,142.736,4
0.443,0,1,0.101,0.191,76.497,4
0.308,9,1,0.0281,0.0926,96.182,4
0.677,8,0,0.0425,0.124,124.027,4
0.698,5,1,0.0279,0.295,115.08,4
0.622,11,0,0.0498,0.328,108.051,4
0.218,7,1,0.291,0.228,87.469,4
0.642,4,0,0.0291,0.186,79.994,3
0.331,2,0,0.0463,0.173,71.025,5
0.694,1,1,0.0294,0.19,98.984,4
0.743,8,0,0.0953,0.0685,92.909,4
0.508,4,1,0.0282,0.143,159.298,4
0.21,3,1,0.0341,0.103,106.705,4
0.421,9,1,0.0893,0.529,89.787,4
0.6,10,1,0.0311,0.24,97.631,4
0.666,11,0,0.0925,0.222,139.991,4
0.51,11,1,0.347,0.5,201.936,4
0.72,5,0,0.0488,0.117,97.996,4
0.444,0,1,0.0602,0.152,115.058,4
0.673,8,1,0.0683,0.182,121.352,4
0.583,2,0,0.0301,0.188,123.055,4
0.549,9,1,0.04,0.114,135.458,4
0.544,11,0,0.0552,0.637,105.985,4
0.489,11,1,0.0281,0.132,86.016,4
0.608,0,1,0.0309,0.152,77.037,4
0.597,7,1,0.0318,0.151,127.503,4
0.0944,9,1,0.0429,0.127,70.318,3
0.323,4,0,0.0343,0.171,112.378,4
0.687,7,1,0.0709,0.573,76.0,4
0.564,1,1,0.0631,0.226,103.885,4
0.68,1,0,0.0336,0.124,105.981,4
0.677,9,1,0.0308,0.116,111.825,4
0.52,9,0,0.0324,0.283,128.013,4
0.805,6,1,0.0363,0.11,119.98,4
0.427,4,1,0.0364,0.179,147.387,3
0.223,0,1,0.0343,0.063,103.618,4
0.623,0,1,0.247,0.0941,95.158,4
0.617,6,0,0.0258,0.0924,91.541,4
0.371,7,1,0.0337,0.137,103.655,4
0.485,8,1,0.115,0.706,111.13,4
0.355,11,0,0.267,0.0911,172.774,1
0.617,4,1,0.0567,0.0897,125.898,4
0.467,7,1,0.0663,0.195,146.223,4
0.366,8,1,0.0385,0.118,63.134,4
0.795,6,1,0.0289,0.121,111.975,4
0.265,2,0,0.0568,0.0697,158.245,1
0.86,9,0,0.434,0.67,100.934,4
0.639,7,1,0.0278,0.221,106.966,4
0.788,1,0,0.0597,0.0838,104.149,4
0.448,5,1,0.0434,0.0976,195.925,4
0.661,2,0,0.0296,0.121,97.873,4
0.574,11,1,0.0409,0.146,144.654,4
0.964,1,0,0.109,0.0405,128.593,4
0.468,4,0,0.0335,0.328,146.356,4
0.578,1,1,0.0619,0.257,128.038,4
0.592,2,0,0.0502,0.131,117.106,4
0.606,11,1,0.0421,0.116,77.067,3
0.381,2,1,0.0402,0.122,181.003,3
0.403,8,1,0.0569,0.109,203.803,4
0.321,7,0,0.0352,0.0873,157.037,4
0.521,6,1,0.0464,0.105,149.844,4
0.514,9,1,0.0294,0.224,133.989,4
0.175,6,0,0.211,0.214,184.066,4
0.506,0,1,0.032,0.0712,114.589,5
0.629,3,1,0.0293,0.0897,117.485,4
0.752,1,1,0.038,0.0543,121.958,4
0.137,6,0,0.0379,0.162,82.805,4
0.343,7,1,0.0448,0.32,155.442,4
0.529,1,1,0.125,0.0986,96.86,4
0.568,7,1,0.0347,0.113,144.099,4
0.756,7,0,0.078,0.0475,154.876,4
0.473,7,1,0.0304,0.0867,94.945,4
0.691,6,1,0.0841,0.0909,176.976,4
0.713,2,1,0.0292,0.237,124.026,4
0.355,7,1,0.0403,0.223,103.656,4
0.56,7,1,0.0333,0.188,88.999,4
0.551,10,1,0.0501,0.0848,117.712,4
0.161,0,1,0.0368,0.113,76.26,4
0.464,9,1,0.0334,0.0999,100.094,4
0.6,4,0,0.0499,0.114,71.975,4
0.748,11,0,0.0479,0.257,115.014,4
0.799,8,0,0.0803,0.186,140.067,4
0.736,4,0,0.0338,0.0823,119.999,4
0.493,1,1,0.135,0.182,99.647,4
0.507,0,1,0.0641,0.373,170.889,4
0.492,8,1,0.078,0.071,159.956,4
0.491,9,1,0.0419,0.0344,124.779,4
0.677,1,1,0.129,0.973,100.012,4
0.545,7,0,0.0292,0.537,104.084,4
0.533,11,1,0.0406,0.386,150.99,4
0.338,0,1,0.103,0.702,83.411,4
0.494,2,1,0.0678,0.37,100.983,4
0.693,5,1,0.0726,0.328,87.904,4
0.831,1,0,0.165,0.0515,93.14,4
0.341,2,1,0.0676,0.924,85.625,1
0.702,2,1,0.0403,0.108,120.102,4
0.266,10,1,0.031,0.121,109.479,4
0.425,11,0,0.0355,0.093,137.994,4
0.527,6,1,0.0433,0.249,125.983,4
0.549,11,0,0.0582,0.107,152.253,4
0.451,4,1,0.0421,0.0696,87.646,4
0.569,6,1,0.0795,0.681,175.992,4
0.185,0,1,0.151,0.18,165.355,4
0.522,4,1,0.0335,0.0955,102.918,4
0.707,9,0,0.0281,0.0953,86.035,4
0.623,9,0,0.0268,0.0697,122.681,4
0.731,6,0,0.0445,0.133,154.038,4
0.426,0,0,0.0987,0.306,144.111,4
0.881,5,0,0.137,0.0215,127.984,4
0.727,1,1,0.0736,0.0537,120.009,4
0.664,3,1,0.0346,0.104,87.076,4
0.53,7,1,0.0284,0.103,148.095,4
0.697,9,1,0.0351,0.11,127.904,4
0.438,10,0,0.108,0.359,131.306,4
0.498,1,0,0.032,0.107,145.867,4
0.0929,3,1,0.0401,0.112,166.189,3
0.461,6,1,0.327,0.197,81.628,1
0.641,7,0,0.0293,0.0888,93.852,4
0.581,6,1,0.105,0.109,76.014,4
0.616,9,0,0.0278,0.228,111.934,4
0.576,10,1,0.0355,0.103,105.118,4
0.866,2,1,0.253,0.0614,92.074,4
0.57,4,0,0.035,0.113,125.245,4
0.301,1,1,0.0433,0.0833,152.017,4
0.538,9,0,0.216,0.0999,175.424,4
0.289,11,0,0.0369,0.0636,152.158,3
0.798,0,1,0.0355,0.11,127.996,4
0.426,2,1,0.0701,0.0789,127.059,4
0.384,11,0,0.0378,0.0684,71.224,4
0.558,1,1,0.0432,0.302,130.029,4
0.64,2,1,0.322,0.339,99.931,4
0.569,2,0,0.0748,0.0883,134.001,4
0.526,7,0,0.11,0.118,67.101,4
0.55,6,0,0.0261,0.09,92.465,3
0.41,9,1,0.0869,0.0766,193.155,4
0.643,2,1,0.0551,0.0555,114.982,4
0.471,10,1,0.0684,0.0606,196.89,4
0.222,10,1,0.0333,0.334,109.073,4
0.484,1,1,0.0379,0.151,101.654,4
0.514,11,1,0.0504,0.247,139.935,4
0.237,1,1,0.174,0.0841,98.231,3
0.759,0,1,0.0315,0.13,107.948,4
0.612,9,1,0.0421,0.0561,183.18,3
0.829,8,1,0.106,0.246,118.903,4
0.515,2,1,0.0526,0.0366,92.132,4
0.749,1,1,0.0421,0.102,140.017,4
0.54,1,1,0.0347,0.407,104.934,4
0.274,2,0,0.0413,0.131,179.067,4
0.531,11,0,0.0663,0.0944,110.023,4
0.558,11,1,0.0419,0.212,158.031,4
0.417,7,0,0.119,0.132,127.066,4
0.641,10,1,0.0331,0.147,113.323,4
0.676,10,1,0.0371,0.416,92.0,4
0.35,4,0,0.0452,0.785,132.664,4
0.64,11,1,0.0318,0.106,84.969,4
0.239,7,1,0.0438,0.0659,172.559,3
0.811,0,1,0.0593,0.0966,120.009,4
0.47,0,1,0.0302,0.0992,77.861,4
0.286,3,1,0.0386,0.125,135.483,4
0.769,5,1,0.0315,0.0939,106.951,4
0.786,0,1,0.234,0.109,113.878,4
0.499,10,1,0.0514,0.11,175.392,3
0.473,2,0,0.159,0.0571,94.09,4
0.499,7,1,0.0301,0.0423,158.785,4
0.64,7,1,0.0876,0.461,81.449,4
0.225,7,1,0.0421,0.0708,60.829,3
0.609,11,1,0.0375,0.108,154.067,4
0.556,4,1,0.038,0.384,144.368,4
0.605,1,1,0.0319,0.102,126.014,4
0.662,8,0,0.0304,0.584,94.008,4
0.627,0,1,0.106,0.334,85.196,4
0.202,1,1,0.0411,0.104,86.741,1
0.742,5,0,0.0407,0.122,127.359,4
0.775,7,1,0.0464,0.111,139.091,4
0.747,9,1,0.0507,0.111,91.444,4
0.671,0,1,0.0493,0.338,99.922,4
0.512,0,1,0.0318,0.118,126.078,5
0.638,6,1,0.0468,0.0866,92.097,4
0.665,1,1,0.0381,0.334,82.474,4
0.345,10,0,0.144,0.0609,164.954,4
0.898,7,1,0.148,0.0376,128.023,4
0.539,1,0,0.0399,0.12,155.983,4
0.571,5,0,0.116,0.125,202.103,4
0.377,5,0,0.0414,0.268,64.582,4
0.605,11,1,0.0443,0.0808,73.877,4
0.527,6,1,0.0601,0.0669,181.964,4
0.652,2,1,0.0358,0.0777,109.971,4
0.696,10,0,0.0772,0.331,104.196,4
0.655,0,0,0.0305,0.114,98.013,4
0.456,11,0,0.125,0.0727,170.019,4
0.397,2,0,0.365,0.118,192.021,4
0.45,5,0,0.0409,0.11,118.101,4
0.485,7,0,0.0276,0.149,82.827,3
0.653,2,1,0.0338,0.201,120.992,4
0.504,8,0,0.121,0.35,114.263,4
0.333,11,1,0.178,0.176,164.926,4
0.625,0,1,0.0369,0.151,130.088,4
0.424,11,0,0.0754,0.313,155.968,4
0.733,7,1,0.197,0.131,111.076,4
0.477,9,1,0.103,0.346,76.517,4
0.8,9,0,0.0803,0.0641,123.974,4
0.568,9,1,0.0443,0.126,113.129,4
0.314,5,1,0.0439,0.0711,75.858,4
0.554,10,1,0.0481,0.151,95.411,4
0.405,11,0,0.0351,0.104,157.328,4
0.707,9,0,0.0281,0.0953,86.035,4
0.611,2,1,0.0298,0.167,98.349,4
0.728,4,1,0.0362,0.146,108.017,4
0.546,0,1,0.0538,0.389,117.612,4
0.481,10,0,0.318,0.332,151.307,4
0.549,6,1,0.0288,0.0778,122.476,4
0.499,0,1,0.116,0.0871,106.558,4
0.628,0,1,0.046,0.113,101.992,4
0.345,1,1,0.228,0.99,142.21,4
0.779,7,1,0.159,0.101,99.019,4
0.566,1,1,0.262,0.114,193.979,4
0.582,1,1,0.0297,0.0841,76.025,4
0.858,6,0,0.358,0.141,59.972,4
0.228,9,0,0.0648,0.242,91.724,4
0.423,0,0,0.0695,0.133,154.756,4
0.215,9,1,0.0394,0.183,183.535,4
0.428,8,1,0.0359,0.0907,126.823,4
0.713,1,0,0.0442,0.105,122.997,1
0.577,2,1,0.0488,0.328,121.865,4
0.63,1,1,0.115,0.0766,152.042,4
0.748,8,1,0.0338,0.111,95.01,4
0.502,5,1,0.0577,0.26,174.884,4
0.709,11,0,0.0374,0.0736,113.044,4
0.607,1,1,0.0274,0.0915,113.928,4
0.531,11,1,0.0452,0.162,147.836,4
0.67,8,0,0.047,0.122,115.034,4
0.767,10,0,0.103,0.0603,137.493,4
0.472,7,1,0.0351,0.41,93.826,4
0.361,2,1,0.103,0.126,92.334,4
0.323,3,1,0.0355,0.112,130.38,4
0.71,1,1,0.0637,0.141,92.601,4
0.311,10,1,0.0388,0.0888,128.53,4
0.532,7,1,0.0284,0.363,135.972,4
0.723,10,1,0.0576,0.393,97.203,4
