danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4,2008,acoustic
0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,audio_features,0IktbUcnAGrvD03AWnz3Q8,spotify:track:0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/tracks/0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/audio-analysis/0IktbUcnAGrvD03AWnz3Q8,189613,4,2008,acoustic
0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,audio_features,1jyddn36UN4tVsJGtaJfem,spotify:track:1jyddn36UN4tVsJGtaJfem,https://api.spotify.com/v1/tracks/1jyddn36UN4tVsJGtaJfem,https://api.spotify.com/v1/audio-analysis/1jyddn36UN4tVsJGtaJfem,231840,4,2008,acoustic
0.447,0.393,5,-8.65,1,0.038,0.785,0,0.28,0.564,73.139,audio_features,5JDcQAztvZTIkrWoZihgvC,spotify:track:5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/tracks/5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/audio-analysis/5JDcQAztvZTIkrWoZihgvC,220239,3,2008,acoustic
0.572,0.783,11,-6.398,1,0.0353,0.0172,0,0.19,0.46,105.975,audio_features,6jlqDfX8TQNxcaAz5oxYJA,spotify:track:6jlqDfX8TQNxcaAz5oxYJA,https://api.spotify.com/v1/tracks/6jlqDfX8TQNxcaAz5oxYJA,https://api.spotify.com/v1/audio-analysis/6jlqDfX8TQNxcaAz5oxYJA,255493,4,2008,acoustic
0.698,0.285,0,-7.632,1,0.0553,0.927,0,0.0883,0.53,135.027,audio_features,7aohwSiTDju51QmC54AUba,spotify:track:7aohwSiTDju51QmC54AUba,https://api.spotify.com/v1/tracks/7aohwSiTDju51QmC54AUba,https://api.spotify.com/v1/audio-analysis/7aohwSiTDju51QmC54AUba,148400,4,2008,acoustic
0.614,0.283,0,-8.008,1,0.027,0.472,0,0.114,0.331,107.673,audio_features,56AecW9Anb0CY6HpgWvcg9,spotify:track:56AecW9Anb0CY6HpgWvcg9,https://api.spotify.com/v1/tracks/56AecW9Anb0CY6HpgWvcg9,https://api.spotify.com/v1/audio-analysis/56AecW9Anb0CY6HpgWvcg9,280227,3,2008,acoustic
0.458,0.363,5,-6.473,1,0.032,0.892,3.79e-06,0.155,0.492,134.252,audio_features,0vxlqUrmgsiyAWOHaAfnSK,spotify:track:0vxlqUrmgsiyAWOHaAfnSK,https://api.spotify.com/v1/tracks/0vxlqUrmgsiyAWOHaAfnSK,https://api.spotify.com/v1/audio-analysis/0vxlqUrmgsiyAWOHaAfnSK,228311,3,2008,acoustic
0.532,0.597,0,-4.788,1,0.0692,0.335,0,0.0699,0.666,74.388,audio_features,0sKAZF2T0hD3SfEr0U0rqX,spotify:track:0sKAZF2T0hD3SfEr0U0rqX,https://api.spotify.com/v1/tracks/0sKAZF2T0hD3SfEr0U0rqX,https://api.spotify.com/v1/audio-analysis/0sKAZF2T0hD3SfEr0U0rqX,151507,4,2008,acoustic
0.462,0.767,10,-5.038,1,0.0686,0.0395,0,0.728,0.901,201.064,audio_features,5RBx3tM9hmVJAOnSUHIWkn,spotify:track:5RBx3tM9hmVJAOnSUHIWkn,https://api.spotify.com/v1/tracks/5RBx3tM9hmVJAOnSUHIWkn,https://api.spotify.com/v1/audio-analysis/5RBx3tM9hmVJAOnSUHIWkn,240320,4,2008,acoustic
0.565,0.698,0,-8.596,1,0.0295,0.54,0.0183,0.124,0.155,120.013,audio_features,2KhS0LVOw9ralhfbcIi7vL,spotify:track:2KhS0LVOw9ralhfbcIi7vL,https://api.spotify.com/v1/tracks/2KhS0LVOw9ralhfbcIi7vL,https://api.spotify.com/v1/audio-analysis/2KhS0LVOw9ralhfbcIi7vL,253547,4,2008,acoustic
0.512,0.248,2,-10.359,1,0.0275,0.75,2.96e-05,0.114,0.158,109.692,audio_features,0ngtyvPUKR4YTtkVKvZP02,spotify:track:0ngtyvPUKR4YTtkVKvZP02,https://api.spotify.com/v1/tracks/0ngtyvPUKR4YTtkVKvZP02,https://api.spotify.com/v1/audio-analysis/0ngtyvPUKR4YTtkVKvZP02,211240,3,2008,acoustic
0.52,0.308,7,-11.996,1,0.0331,0.776,0.00285,0.115,0.187,125.93,audio_features,3wpZTp7HM8Dv25oExNgCC6,spotify:track:3wpZTp7HM8Dv25oExNgCC6,https://api.spotify.com/v1/tracks/3wpZTp7HM8Dv25oExNgCC6,https://api.spotify.com/v1/audio-analysis/3wpZTp7HM8Dv25oExNgCC6,205587,3,2008,acoustic
0.438,0.906,3,-4.8,1,0.0438,0.0191,0,0.373,0.684,161.905,audio_features,3zcmWxxUA7Em7X3IBqZGUo,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,https://api.spotify.com/v1/tracks/3zcmWxxUA7Em7X3IBqZGUo,https://api.spotify.com/v1/audio-analysis/3zcmWxxUA7Em7X3IBqZGUo,206000,4,2008,acoustic
