danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.693,0.367,3,-11.66,1,0.0323,0.351,2.9e-05,0.111,0.286,129.879,audio_features,0c7iF5fSBYxCuwsAv2z4iI,spotify:track:0c7iF5fSBYxCuwsAv2z4iI,https://api.spotify.com/v1/tracks/0c7iF5fSBYxCuwsAv2z4iI,https://api.spotify.com/v1/audio-analysis/0c7iF5fSBYxCuwsAv2z4iI,274632,4,2014,acoustic
0.449,0.721,9,-5.965,1,0.0392,0.166,0,0.0999,0.493,178.141,audio_features,2xwsf9FuFINP1X4FTsqZ7Q,spotify:track:2xwsf9FuFINP1X4FTsqZ7Q,https://api.spotify.com/v1/tracks/2xwsf9FuFINP1X4FTsqZ7Q,https://api.spotify.com/v1/audio-analysis/2xwsf9FuFINP1X4FTsqZ7Q,215915,4,2014,acoustic
0.518,0.828,8,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,audio_features,3tInTDUq8wdIMw5ftohmqJ,spotify:track:3tInTDUq8wdIMw5ftohmqJ,https://api.spotify.com/v1/tracks/3tInTDUq8wdIMw5ftohmqJ,https://api.spotify.com/v1/audio-analysis/3tInTDUq8wdIMw5ftohmqJ,221413,4,2014,acoustic
0.669,0.854,4,-5.899,1,0.0431,0.0653,0,0.288,0.706,120.035,audio_features,0ifc4mq2mVNefgQFmtXQpt,spotify:track:0ifc4mq2mVNefgQFmtXQpt,https://api.spotify.com/v1/tracks/0ifc4mq2mVNefgQFmtXQpt,https://api.spotify.com/v1/audio-analysis/0ifc4mq2mVNefgQFmtXQpt,161328,4,2014,acoustic
0.636,0.54,9,-6.632,1,0.0284,0.77,9.36e-06,0.343,0.584,132.779,audio_features,27wOKBP8KERkFP2sqqHloH,spotify:track:27wOKBP8KERkFP2sqqHloH,https://api.spotify.com/v1/tracks/27wOKBP8KERkFP2sqqHloH,https://api.spotify.com/v1/audio-analysis/27wOKBP8KERkFP2sqqHloH,174407,4,2014,acoustic
0.325,0.362,5,-10.011,1,0.061,0.758,0,0.118,0.158,85.885,audio_features,1XU8WnwGs6oqpt1qicvw34,spotify:track:1XU8WnwGs6oqpt1qicvw34,https://api.spotify.com/v1/tracks/1XU8WnwGs6oqpt1qicvw34,https://api.spotify.com/v1/audio-analysis/1XU8WnwGs6oqpt1qicvw34,263372,4,2014,acoustic
0.52,0.279,5,-10.739,0,0.0547,0.894,0.000105,0.103,0.0951,69.642,audio_features,3us8sod4dLbM9FiMiPiEY8,spotify:track:3us8sod4dLbM9FiMiPiEY8,https://api.spotify.com/v1/tracks/3us8sod4dLbM9FiMiPiEY8,https://api.spotify.com/v1/audio-analysis/3us8sod4dLbM9FiMiPiEY8,198627,4,2014,acoustic
0.58,0.203,9,-8.524,0,0.0676,0.829,0,0.108,0.534,128.942,audio_features,4YKhIH7BhFErLoV9dgHupm,spotify:track:4YKhIH7BhFErLoV9dgHupm,https://api.spotify.com/v1/tracks/4YKhIH7BhFErLoV9dgHupm,https://api.spotify.com/v1/audio-analysis/4YKhIH7BhFErLoV9dgHupm,260053,4,2014,acoustic
0.502,0.0548,1,-23.684,1,0.0356,0.924,0.0418,0.108,0.506,78.455,audio_features,5UcsxVPmXd974EkMtowmNV,spotify:track:5UcsxVPmXd974EkMtowmNV,https://api.spotify.com/v1/tracks/5UcsxVPmXd974EkMtowmNV,https://api.spotify.com/v1/audio-analysis/5UcsxVPmXd974EkMtowmNV,228013,4,2014,acoustic
0.636,0.53,6,-4.971,1,0.0288,0.602,0,0.0971,0.469,111.874,audio_features,5w8qK8TjvwsN8nSChFK69Y,spotify:track:5w8qK8TjvwsN8nSChFK69Y,https://api.spotify.com/v1/tracks/5w8qK8TjvwsN8nSChFK69Y,https://api.spotify.com/v1/audio-analysis/5w8qK8TjvwsN8nSChFK69Y,237446,4,2014,acoustic
