danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,genre
0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,audio_features,08MFgEQeVLF37EyZ7jcwLc,spotify:track:08MFgEQeVLF37EyZ7jcwLc,https://api.spotify.com/v1/tracks/08MFgEQeVLF37EyZ7jcwLc,https://api.spotify.com/v1/audio-analysis/08MFgEQeVLF37EyZ7jcwLc,254400,3,2021,acoustic
0.62,0.668,9,-5.719,1,0.0305,0.088,0,0.362,0.183,118.013,audio_features,0zANeX4R6uWb82gCQAguOD,spotify:track:0zANeX4R6uWb82gCQAguOD,https://api.spotify.com/v1/tracks/0zANeX4R6uWb82gCQAguOD,https://api.spotify.com/v1/audio-analysis/0zANeX4R6uWb82gCQAguOD,244068,4,2021,acoustic
0.62,0.668,9,-5.719,1,0.0305,0.088,0,0.362,0.183,118.013,audio_features,63bmIgH9sS6sX5Sc7MetGq,spotify:track:63bmIgH9sS6sX5Sc7MetGq,https://api.spotify.com/v1/tracks/63bmIgH9sS6sX5Sc7MetGq,https://api.spotify.com/v1/audio-analysis/63bmIgH9sS6sX5Sc7MetGq,244068,4,2021,acoustic
0.627,0.363,8,-8.127,1,0.0291,0.279,0,0.0928,0.301,99.905,audio_features,4mzP5mHkRvGxdhdGdAH7EJ,spotify:track:4mzP5mHkRvGxdhdGdAH7EJ,https://api.spotify.com/v1/tracks/4mzP5mHkRvGxdhdGdAH7EJ,https://api.spotify.com/v1/audio-analysis/4mzP5mHkRvGxdhdGdAH7EJ,244800,4,2021,acoustic
0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,audio_features,61X73CJcpwGIxgQgKEXbw0,spotify:track:61X73CJcpwGIxgQgKEXbw0,https://api.spotify.com/v1/tracks/61X73CJcpwGIxgQgKEXbw0,https://api.spotify.com/v1/audio-analysis/61X73CJcpwGIxgQgKEXbw0,230098,4,2021,acoustic
0.616,0.638,7,-7.981,1,0.0334,0.0245,3.59e-05,0.296,0.507,89.989,audio_features,0YPX6ztcWM4QTbR9tpnHNB,spotify:track:0YPX6ztcWM4QTbR9tpnHNB,https://api.spotify.com/v1/tracks/0YPX6ztcWM4QTbR9tpnHNB,https://api.spotify.com/v1/audio-analysis/0YPX6ztcWM4QTbR9tpnHNB,257893,4,2021,acoustic
0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,audio_features,2X5AFygz5SDYlXagyPw8kX,spotify:track:2X5AFygz5SDYlXagyPw8kX,https://api.spotify.com/v1/tracks/2X5AFygz5SDYlXagyPw8kX,https://api.spotify.com/v1/audio-analysis/2X5AFygz5SDYlXagyPw8kX,221538,4,2021,acoustic
0.501,0.716,10,-4.661,1,0.0411,0.189,0,0.0606,0.363,70.919,audio_features,0MWxVd7Hk952psJoL249TT,spotify:track:0MWxVd7Hk952psJoL249TT,https://api.spotify.com/v1/tracks/0MWxVd7Hk952psJoL249TT,https://api.spotify.com/v1/audio-analysis/0MWxVd7Hk952psJoL249TT,203070,4,2021,acoustic
0.606,0.326,10,-10.031,1,0.0294,0.841,0,0.139,0.414,91.626,audio_features,1Cu8QneXq0Hq1HJqkZDPbN,spotify:track:1Cu8QneXq0Hq1HJqkZDPbN,https://api.spotify.com/v1/tracks/1Cu8QneXq0Hq1HJqkZDPbN,https://api.spotify.com/v1/audio-analysis/1Cu8QneXq0Hq1HJqkZDPbN,206267,4,2021,acoustic
0.419,0.269,7,-9.388,1,0.0356,0.626,1.83e-05,0.116,0.152,121.695,audio_features,5i4WgW0TL9VSosy73Q3Ttv,spotify:track:5i4WgW0TL9VSosy73Q3Ttv,https://api.spotify.com/v1/tracks/5i4WgW0TL9VSosy73Q3Ttv,https://api.spotify.com/v1/audio-analysis/5i4WgW0TL9VSosy73Q3Ttv,185228,4,2021,acoustic
0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,audio_features,55RMhrPQYA6vLu5YMgXxFD,spotify:track:55RMhrPQYA6vLu5YMgXxFD,https://api.spotify.com/v1/tracks/55RMhrPQYA6vLu5YMgXxFD,https://api.spotify.com/v1/audio-analysis/55RMhrPQYA6vLu5YMgXxFD,221538,4,2021,acoustic
0.272,0.435,9,-10.096,0,0.0385,0.568,0.00128,0.0879,0.27,78.721,audio_features,6Sf1IjXhbfTIYOHhaj5DG0,spotify:track:6Sf1IjXhbfTIYOHhaj5DG0,https://api.spotify.com/v1/tracks/6Sf1IjXhbfTIYOHhaj5DG0,https://api.spotify.com/v1/audio-analysis/6Sf1IjXhbfTIYOHhaj5DG0,221066,4,2021,acoustic
0.712,0.68,2,-6.051,1,0.0649,0.111,0,0.326,0.882,144.966,audio_features,1hcI2TWBGj9bRLhP1kvCmM,spotify:track:1hcI2TWBGj9bRLhP1kvCmM,https://api.spotify.com/v1/tracks/1hcI2TWBGj9bRLhP1kvCmM,https://api.spotify.com/v1/audio-analysis/1hcI2TWBGj9bRLhP1kvCmM,200347,4,2021,acoustic
0.379,0.905,5,-6.466,1,0.0947,0.12,5.27e-05,0.187,0.38,82.253,audio_features,1dNxCqZyAl9XhIDX578usC,spotify:track:1dNxCqZyAl9XhIDX578usC,https://api.spotify.com/v1/tracks/1dNxCqZyAl9XhIDX578usC,https://api.spotify.com/v1/audio-analysis/1dNxCqZyAl9XhIDX578usC,186547,1,2021,acoustic
0.602,0.788,9,-6.837,1,0.0364,0.368,0.00101,0.137,0.404,112.987,audio_features,0AHUTBEn4I2yuhwzw7BvmC,spotify:track:0AHUTBEn4I2yuhwzw7BvmC,https://api.spotify.com/v1/tracks/0AHUTBEn4I2yuhwzw7BvmC,https://api.spotify.com/v1/audio-analysis/0AHUTBEn4I2yuhwzw7BvmC,202000,4,2021,acoustic
